price,rent,entry_rate_E,mature_entrants_B,births_per_household,housing_demand_D,housing_supply_HS,B_over_E,lifetime_births_nu,clearing_scale_S,status,seconds
0.405456,0.0671887095204227,0.061733456180748006,0.05357016496783373,0.1132846112760598,9.232068315287124,2.1627638899101305,0.8677655242723953,1.8350602458475078,0.23426645211548858,ok,1.3
0.464889,0.07703743927883616,0.061733456180748034,0.053477282804648835,0.11309045726769199,9.045756078527196,2.7476967656345423,0.8662609565884967,1.8319152087739412,0.3037553457976853,ok,1.3
0.533033,0.08832968164683586,0.06173345618074818,0.05336366345501534,0.11285295966205991,8.72302788104046,3.490818342803104,0.8644204740258331,1.828068062990673,0.40018424684740644,ok,1.3
0.611166,0.1012772158822626,0.061733456180748145,0.053222041440322616,0.11255662608414956,8.043824676630257,4.434923724411074,0.8621263854804253,1.8232678525983912,0.5513451501865609,ok,1.3
0.700752,0.116122643576258,0.0617334561807486,0.05306033708420706,0.11221840179819503,7.2584525731356635,5.634367691163281,0.8595069896759444,1.8177890683721352,0.7762491570195967,ok,1.4
0.776083,0.1286058542745408,0.06173345618074804,0.05292258244773137,0.11193077438648269,6.671120381388291,6.736694882585277,0.8572755475212742,1.8131298863093461,1.0098296084387761,ok,1.4
0.80347,0.13314419428587576,0.061733456180749754,0.052872440834649245,0.11182598310319262,6.453025283459281,7.158210980561992,0.85646331998396,1.8114324066965677,1.1092798596203053,ok,1.4
0.921245,0.15266086258963196,0.061733456180749754,0.052658318115985744,0.11137878511381168,5.74626831962825,9.094191210087791,0.8529948163246707,1.8041883932061906,1.582625576154114,ok,1.5
1.056283,0.17503820798893263,0.06173345618074876,0.05242198960609281,0.11088591939301305,5.069802239174272,11.553753232533023,0.849166608339682,1.7962046231196143,2.2789356837742853,ok,1.5
1.211115,0.20069564621272531,0.06173345618075961,0.052145506193258376,0.11030898700258139,4.465731092119757,14.678510908647885,0.8446879442578578,1.7868590846362051,3.2869222543537453,ok,1.5
1.388643,0.23011407194508987,0.06173345618075299,0.05183016276237202,0.10965122160505157,3.9400003032102493,18.648381528178522,0.8395797994950334,1.7762041587951494,4.733091394176827,ok,1.5
1.592193,0.2638446415331143,0.06173345618075596,0.0514641844758208,0.10888782851935343,3.50817199137587,23.691909910358934,0.8336514373200382,1.7638382046929166,6.753349028668119,ok,1.4
1.82558,0.30251954423240324,0.061733456180754376,0.05109404264885335,0.10811624605176225,3.266215436821244,30.099487485690872,0.8276556313200897,1.7513395934807205,9.21540176020489,ok,1.5
2.093178,0.34686360200993294,0.06173345618075249,0.05063485407172137,0.10716336128949819,3.110297769411485,38.240042148241656,0.820217386233245,1.735904125888063,12.294656326579705,ok,1.5
2.4,0.39770752646160007,0.0617334561807533,0.050114624023811116,0.10608464095959245,2.914274263597748,48.58220840060854,0.8117903503908372,1.7184302892256755,16.67043112841155,ok,1.5
