State,Abbreviation,FIPS,Year,Annual Change (%),HPI,HPI with 1990 base,HPI with 2000 base
Nevada,NV,32,1975,,100,36.68,27.96
Nevada,NV,32,1976,12.16,112.16,41.14,31.36
Nevada,NV,32,1977,13.45,127.24,46.68,35.58
Nevada,NV,32,1978,19.42,151.95,55.74,42.49
Nevada,NV,32,1979,19.84,182.09,66.8,50.92
Nevada,NV,32,1980,5.35,191.84,70.38,53.65
Nevada,NV,32,1981,12.16,215.17,78.93,60.17
Nevada,NV,32,1982,5.48,226.97,83.26,63.47
Nevada,NV,32,1983,-2.3,221.75,81.35,62.01
Nevada,NV,32,1984,-0.46,220.73,80.97,61.72
Nevada,NV,32,1985,1.12,223.21,81.88,62.42
Nevada,NV,32,1986,3.9,231.9,85.07,64.85
Nevada,NV,32,1987,1.59,235.59,86.42,65.88
Nevada,NV,32,1988,2.43,241.32,88.53,67.48
Nevada,NV,32,1989,4.97,253.32,92.93,70.84
Nevada,NV,32,1990,7.61,272.6,100,76.23
Nevada,NV,32,1991,5.48,287.52,105.48,80.4
Nevada,NV,32,1992,2.96,296.03,108.6,82.78
Nevada,NV,32,1993,1.71,301.09,110.45,84.19
Nevada,NV,32,1994,1.55,305.76,112.16,85.5
Nevada,NV,32,1995,4.05,318.14,116.71,88.96
Nevada,NV,32,1996,2.36,325.64,119.46,91.06
Nevada,NV,32,1997,2.46,333.65,122.4,93.3
Nevada,NV,32,1998,2.09,340.62,124.95,95.25
Nevada,NV,32,1999,1.32,345.1,126.6,96.5
Nevada,NV,32,2000,3.62,357.61,131.19,100
Nevada,NV,32,2001,6.16,379.63,139.26,106.16
Nevada,NV,32,2002,6.01,402.45,147.64,112.54
Nevada,NV,32,2003,6.24,427.57,156.85,119.56
Nevada,NV,32,2004,27.72,546.08,200.32,152.7
Nevada,NV,32,2005,25.23,683.84,250.86,191.23
Nevada,NV,32,2006,8.46,741.72,272.09,207.41
Nevada,NV,32,2007,-3.86,713.09,261.59,199.4
Nevada,NV,32,2008,-18.51,581.08,213.17,162.49
Nevada,NV,32,2009,-23.06,447.07,164.01,125.02
Nevada,NV,32,2010,-14.18,383.69,140.75,107.29
Nevada,NV,32,2011,-12.85,334.4,122.67,93.51
Nevada,NV,32,2012,-1.41,329.7,120.95,92.2
Nevada,NV,32,2013,15.54,380.94,139.74,106.52
Nevada,NV,32,2014,18,449.49,164.89,125.69
Nevada,NV,32,2015,9.9,494.02,181.23,138.14
Nevada,NV,32,2016,9.38,540.37,198.23,151.11
Nevada,NV,32,2017,9.57,592.06,217.19,165.56
Nevada,NV,32,2018,13.06,669.37,245.55,187.18
Nevada,NV,32,2019,6.26,711.26,260.92,198.89
Nevada,NV,32,2020,3.11,733.36,269.03,205.07
Nevada,NV,32,2021,15.88,849.79,311.74,237.63
Nevada,NV,32,2022,18.31,1005.42,368.83,281.15
Nevada,NV,32,2023,0.3,1008.44,369.94,282
Nevada,NV,32,2024,5.82,1067.12,391.47,298.4
Nevada,NV,32,2025,2.17,1090.25,399.95,304.87
New Hampshire,NH,33,1975,,100,29.23,23.74
New Hampshire,NH,33,1976,3.37,103.37,30.22,24.54
New Hampshire,NH,33,1977,9.58,113.27,33.12,26.89
New Hampshire,NH,33,1978,11.53,126.33,36.93,30
New Hampshire,NH,33,1979,19.54,151.01,44.15,35.86
New Hampshire,NH,33,1980,7.27,162,47.36,38.46
New Hampshire,NH,33,1981,4.18,168.77,49.34,40.07
New Hampshire,NH,33,1982,4.32,176.07,51.47,41.8
New Hampshire,NH,33,1983,5.63,185.97,54.37,44.16
New Hampshire,NH,33,1984,17.19,217.95,63.72,51.75
New Hampshire,NH,33,1985,18.08,257.34,75.23,61.1
New Hampshire,NH,33,1986,19.66,307.94,90.02,73.12
New Hampshire,NH,33,1987,12.94,347.8,101.68,82.58
New Hampshire,NH,33,1988,4.89,364.8,106.65,86.61
New Hampshire,NH,33,1989,0.26,365.75,106.92,86.84
New Hampshire,NH,33,1990,-6.48,342.06,100,81.22
New Hampshire,NH,33,1991,-8.54,312.86,91.46,74.28
New Hampshire,NH,33,1992,-3.55,301.75,88.21,71.64
New Hampshire,NH,33,1993,-1.17,298.21,87.18,70.8
New Hampshire,NH,33,1994,-0.62,296.34,86.63,70.36
New Hampshire,NH,33,1995,1.42,300.55,87.86,71.36
New Hampshire,NH,33,1996,3,309.58,90.5,73.5
New Hampshire,NH,33,1997,3.59,320.68,93.75,76.14
New Hampshire,NH,33,1998,6.01,339.95,99.38,80.72
New Hampshire,NH,33,1999,7.58,365.73,106.92,86.84
New Hampshire,NH,33,2000,15.16,421.17,123.13,100
New Hampshire,NH,33,2001,11.59,469.98,137.4,111.59
New Hampshire,NH,33,2002,10.99,521.65,152.5,123.86
New Hampshire,NH,33,2003,7.15,558.97,163.41,132.72
New Hampshire,NH,33,2004,11.27,621.97,181.83,147.67
New Hampshire,NH,33,2005,10.86,689.52,201.58,163.71
New Hampshire,NH,33,2006,3.01,710.26,207.64,168.64
New Hampshire,NH,33,2007,-1.82,697.32,203.86,165.57
New Hampshire,NH,33,2008,-3.94,669.81,195.82,159.03
New Hampshire,NH,33,2009,-7.51,619.53,181.12,147.1
New Hampshire,NH,33,2010,-4.33,592.74,173.28,140.73
New Hampshire,NH,33,2011,-3.3,573.15,167.56,136.08
New Hampshire,NH,33,2012,-2.38,559.52,163.57,132.85
New Hampshire,NH,33,2013,0.68,563.34,164.69,133.75
New Hampshire,NH,33,2014,3.82,584.86,170.98,138.86
New Hampshire,NH,33,2015,3.62,606.05,177.18,143.9
New Hampshire,NH,33,2016,3.89,629.61,184.06,149.49
New Hampshire,NH,33,2017,5.58,664.73,194.33,157.83
New Hampshire,NH,33,2018,6.01,704.7,206.01,167.32
New Hampshire,NH,33,2019,5.17,741.16,216.67,175.97
New Hampshire,NH,33,2020,5.06,778.69,227.64,184.89
New Hampshire,NH,33,2021,14.27,889.82,260.13,211.27
New Hampshire,NH,33,2022,16.25,1034.44,302.41,245.61
New Hampshire,NH,33,2023,10.47,1142.8,334.09,271.34
New Hampshire,NH,33,2024,7.91,1233.19,360.52,292.8
New Hampshire,NH,33,2025,4.66,1290.65,377.31,306.44
New Jersey,NJ,34,1975,,100,25.73,21.39
New Jersey,NJ,34,1976,3.89,103.89,26.73,22.22
New Jersey,NJ,34,1977,5.22,109.31,28.12,23.38
New Jersey,NJ,34,1978,12.84,123.34,31.73,26.38
New Jersey,NJ,34,1979,19.71,147.64,37.99,31.58
New Jersey,NJ,34,1980,14.44,168.97,43.47,36.14
New Jersey,NJ,34,1981,6.17,179.39,46.15,38.37
New Jersey,NJ,34,1982,2.29,183.49,47.21,39.25
New Jersey,NJ,34,1983,5.33,193.27,49.72,41.34
New Jersey,NJ,34,1984,15.46,223.14,57.41,47.73
New Jersey,NJ,34,1985,15.05,256.74,66.05,54.92
New Jersey,NJ,34,1986,19.16,305.92,78.71,65.44
New Jersey,NJ,34,1987,18.42,362.26,93.2,77.49
New Jersey,NJ,34,1988,10.87,401.65,103.34,85.92
New Jersey,NJ,34,1989,0.25,402.65,103.6,86.13
New Jersey,NJ,34,1990,-3.47,388.68,100,83.14
New Jersey,NJ,34,1991,-4.05,372.93,95.95,79.78
New Jersey,NJ,34,1992,0.64,375.32,96.56,80.29
New Jersey,NJ,34,1993,0.76,378.17,97.3,80.9
New Jersey,NJ,34,1994,0.06,378.41,97.36,80.95
New Jersey,NJ,34,1995,0.02,378.47,97.37,80.96
New Jersey,NJ,34,1996,1.74,385.06,99.07,82.37
New Jersey,NJ,34,1997,1.58,391.13,100.63,83.67
New Jersey,NJ,34,1998,3.53,404.95,104.19,86.63
New Jersey,NJ,34,1999,4.41,422.81,108.78,90.45
New Jersey,NJ,34,2000,10.56,467.47,120.27,100
New Jersey,NJ,34,2001,9.67,512.68,131.9,109.67
New Jersey,NJ,34,2002,10.94,568.79,146.34,121.67
New Jersey,NJ,34,2003,7.97,614.11,158,131.37
New Jersey,NJ,34,2004,14.6,703.8,181.07,150.55
New Jersey,NJ,34,2005,16.47,819.72,210.9,175.35
New Jersey,NJ,34,2006,8.79,891.8,229.44,190.77
New Jersey,NJ,34,2007,-0.38,888.39,228.57,190.04
New Jersey,NJ,34,2008,-4.7,846.61,217.82,181.1
New Jersey,NJ,34,2009,-8.46,774.99,199.39,165.78
New Jersey,NJ,34,2010,-3.9,744.75,191.61,159.31
New Jersey,NJ,34,2011,-4.29,712.8,183.39,152.48
New Jersey,NJ,34,2012,-3.58,687.27,176.82,147.02
New Jersey,NJ,34,2013,0.37,689.79,177.47,147.56
New Jersey,NJ,34,2014,2.78,708.93,182.4,151.65
New Jersey,NJ,34,2015,2.3,725.24,186.59,155.14
New Jersey,NJ,34,2016,2.31,741.97,190.89,158.72
New Jersey,NJ,34,2017,2.18,758.15,195.06,162.18
New Jersey,NJ,34,2018,3.3,783.14,201.49,167.53
New Jersey,NJ,34,2019,3.33,809.22,208.2,173.11
New Jersey,NJ,34,2020,3.28,835.79,215.03,178.79
New Jersey,NJ,34,2021,10.83,926.27,238.31,198.14
New Jersey,NJ,34,2022,14.94,1064.7,273.93,227.76
New Jersey,NJ,34,2023,10.67,1178.33,303.16,252.06
New Jersey,NJ,34,2024,8.83,1282.34,329.92,274.31
New Jersey,NJ,34,2025,6.16,1361.35,350.25,291.22
New Mexico,NM,35,1975,,100,42.85,29.51
New Mexico,NM,35,1976,9.07,109.07,46.74,32.18
New Mexico,NM,35,1977,15.62,126.11,54.04,37.21
New Mexico,NM,35,1978,10.32,139.12,59.62,41.05
New Mexico,NM,35,1979,15.4,160.55,68.8,47.37
New Mexico,NM,35,1980,9.46,175.73,75.31,51.85
New Mexico,NM,35,1981,12.15,197.08,84.45,58.15
New Mexico,NM,35,1982,5.61,208.14,89.19,61.41
New Mexico,NM,35,1983,5.42,219.42,94.03,64.74
New Mexico,NM,35,1984,0.26,219.99,94.27,64.91
New Mexico,NM,35,1985,1.63,223.57,95.81,65.97
New Mexico,NM,35,1986,3.29,230.92,98.96,68.14
New Mexico,NM,35,1987,0.02,230.97,98.98,68.15
New Mexico,NM,35,1988,-1.98,226.39,97.02,66.8
New Mexico,NM,35,1989,2.02,230.97,98.98,68.15
New Mexico,NM,35,1990,1.03,233.35,100,68.85
New Mexico,NM,35,1991,2.99,240.33,102.99,70.91
New Mexico,NM,35,1992,4.45,251.03,107.57,74.07
New Mexico,NM,35,1993,5.8,265.59,113.81,78.36
New Mexico,NM,35,1994,8.77,288.89,123.8,85.24
New Mexico,NM,35,1995,7.95,311.85,133.64,92.01
New Mexico,NM,35,1996,2.03,318.17,136.35,93.88
New Mexico,NM,35,1997,2.03,324.63,139.11,95.79
New Mexico,NM,35,1998,1.34,328.99,140.98,97.07
New Mexico,NM,35,1999,1.13,332.7,142.57,98.17
New Mexico,NM,35,2000,1.87,338.92,145.24,100
New Mexico,NM,35,2001,3.59,351.1,150.46,103.59
New Mexico,NM,35,2002,3.14,362.11,155.18,106.84
New Mexico,NM,35,2003,3.67,375.42,160.88,110.77
New Mexico,NM,35,2004,6.88,401.24,171.94,118.39
New Mexico,NM,35,2005,12.26,450.44,193.03,132.91
New Mexico,NM,35,2006,13.11,509.49,218.33,150.33
New Mexico,NM,35,2007,5.58,537.92,230.52,158.72
New Mexico,NM,35,2008,-0.93,532.89,228.36,157.23
New Mexico,NM,35,2009,-5.11,505.64,216.68,149.19
New Mexico,NM,35,2010,-4.21,484.37,207.57,142.92
New Mexico,NM,35,2011,-4.28,463.66,198.69,136.81
New Mexico,NM,35,2012,-2.75,450.92,193.23,133.05
New Mexico,NM,35,2013,0.85,454.76,194.88,134.18
New Mexico,NM,35,2014,1.37,460.98,197.55,136.02
New Mexico,NM,35,2015,1.58,468.28,200.67,138.17
New Mexico,NM,35,2016,2.77,481.24,206.23,141.99
New Mexico,NM,35,2017,3.3,497.13,213.04,146.68
New Mexico,NM,35,2018,3.87,516.38,221.28,152.36
New Mexico,NM,35,2019,4.94,541.88,232.21,159.89
New Mexico,NM,35,2020,4.77,567.72,243.29,167.51
New Mexico,NM,35,2021,11.41,632.5,271.05,186.63
New Mexico,NM,35,2022,14.7,725.51,310.9,214.07
New Mexico,NM,35,2023,7.93,783.04,335.56,231.04
New Mexico,NM,35,2024,5.37,825.07,353.57,243.44
New Mexico,NM,35,2025,3.07,850.41,364.43,250.92
New York,NY,36,1975,,100,27.59,22.69
New York,NY,36,1976,-4.76,95.24,26.28,21.61
New York,NY,36,1977,10.83,105.56,29.13,23.95
New York,NY,36,1978,2.9,108.62,29.97,24.65
New York,NY,36,1979,14.14,123.99,34.21,28.13
New York,NY,36,1980,14.18,141.57,39.06,32.12
New York,NY,36,1981,4.89,148.5,40.98,33.69
New York,NY,36,1982,10.87,164.64,45.43,37.36
New York,NY,36,1983,9.61,180.46,49.8,40.94
New York,NY,36,1984,17.58,212.18,58.55,48.14
New York,NY,36,1985,16.02,246.18,67.93,55.86
New York,NY,36,1986,17.66,289.66,79.93,65.72
New York,NY,36,1987,14.43,331.47,91.47,75.21
New York,NY,36,1988,9.05,361.48,99.75,82.02
New York,NY,36,1989,1.19,365.78,100.93,82.99
New York,NY,36,1990,-0.92,362.4,100,82.23
New York,NY,36,1991,-1.46,357.11,98.54,81.02
New York,NY,36,1992,1.14,361.17,99.66,81.95
New York,NY,36,1993,-0.14,360.67,99.52,81.83
New York,NY,36,1994,-1.81,354.13,97.72,80.35
New York,NY,36,1995,-0.4,352.71,97.33,80.03
New York,NY,36,1996,1.58,358.29,98.87,81.29
New York,NY,36,1997,0.93,361.61,99.78,82.05
New York,NY,36,1998,4.21,376.82,103.98,85.5
New York,NY,36,1999,5.09,395.99,109.27,89.85
New York,NY,36,2000,11.3,440.74,121.62,100
New York,NY,36,2001,8.29,477.28,131.7,108.29
New York,NY,36,2002,8.92,519.86,143.45,117.95
New York,NY,36,2003,8.16,562.29,155.16,127.58
New York,NY,36,2004,11.95,629.47,173.69,142.82
New York,NY,36,2005,13.54,714.69,197.21,162.16
New York,NY,36,2006,6.53,761.35,210.08,172.74
New York,NY,36,2007,0.24,763.21,210.6,173.17
New York,NY,36,2008,-2.56,743.69,205.21,168.74
New York,NY,36,2009,-5.73,701.06,193.45,159.06
New York,NY,36,2010,-3,680,187.64,154.29
New York,NY,36,2011,-2.39,663.77,183.16,150.6
New York,NY,36,2012,-2.44,647.61,178.7,146.94
New York,NY,36,2013,0.75,652.46,180.04,148.04
New York,NY,36,2014,2.42,668.26,184.4,151.62
New York,NY,36,2015,2.8,687,189.57,155.87
New York,NY,36,2016,3.26,709.36,195.74,160.95
New York,NY,36,2017,4.63,742.17,204.79,168.39
New York,NY,36,2018,5.44,782.57,215.94,177.56
New York,NY,36,2019,3.79,812.24,224.13,184.29
New York,NY,36,2020,3.35,839.48,231.64,190.47
New York,NY,36,2021,9.44,918.69,253.5,208.44
New York,NY,36,2022,12.71,1035.49,285.73,234.94
New York,NY,36,2023,8.26,1121.01,309.33,254.35
New York,NY,36,2024,7.3,1202.85,331.91,272.92
New York,NY,36,2025,6,1275.02,351.83,289.29
North Carolina,NC,37,1975,,100,41.94,29.64
North Carolina,NC,37,1976,4.21,104.21,43.7,30.89
North Carolina,NC,37,1977,8.07,112.62,47.23,33.39
North Carolina,NC,37,1978,11.29,125.33,52.56,37.15
North Carolina,NC,37,1979,10.24,138.16,57.94,40.96
North Carolina,NC,37,1980,8.43,149.82,62.83,44.41
North Carolina,NC,37,1981,6.12,158.99,66.68,47.13
North Carolina,NC,37,1982,2.84,163.49,68.57,48.47
North Carolina,NC,37,1983,3.68,169.51,71.09,50.25
North Carolina,NC,37,1984,8.33,183.63,77.01,54.43
North Carolina,NC,37,1985,7.15,196.75,82.51,58.32
North Carolina,NC,37,1986,4.78,206.14,86.45,61.11
North Carolina,NC,37,1987,4.79,216.01,90.59,64.04
North Carolina,NC,37,1988,5.1,227.03,95.21,67.3
North Carolina,NC,37,1989,3.01,233.86,98.08,69.33
North Carolina,NC,37,1990,1.96,238.44,100,70.68
North Carolina,NC,37,1991,1.58,242.22,101.58,71.8
North Carolina,NC,37,1992,1.78,246.53,103.39,73.08
North Carolina,NC,37,1993,1.81,251,105.27,74.41
North Carolina,NC,37,1994,3.88,260.73,109.35,77.29
North Carolina,NC,37,1995,5.7,275.6,115.58,81.7
North Carolina,NC,37,1996,4.01,286.64,120.21,84.97
North Carolina,NC,37,1997,4.75,300.25,125.92,89.01
North Carolina,NC,37,1998,3.74,311.48,130.63,92.34
North Carolina,NC,37,1999,3.44,322.21,135.13,95.52
North Carolina,NC,37,2000,4.69,337.33,141.47,100
North Carolina,NC,37,2001,4.24,351.63,147.47,104.24
North Carolina,NC,37,2002,2.32,359.78,150.89,106.65
North Carolina,NC,37,2003,1.59,365.48,153.28,108.35
North Carolina,NC,37,2004,3.41,377.94,158.5,112.04
North Carolina,NC,37,2005,6.57,402.79,168.93,119.41
North Carolina,NC,37,2006,7.21,431.83,181.1,128.01
North Carolina,NC,37,2007,4.85,452.79,189.9,134.23
North Carolina,NC,37,2008,1.11,457.83,192.01,135.72
North Carolina,NC,37,2009,-2.94,444.35,186.36,131.73
North Carolina,NC,37,2010,-5.34,420.61,176.4,124.69
North Carolina,NC,37,2011,-3.77,404.74,169.74,119.98
North Carolina,NC,37,2012,-2.51,394.57,165.48,116.97
North Carolina,NC,37,2013,0.8,397.75,166.81,117.91
North Carolina,NC,37,2014,2.55,407.9,171.07,120.92
North Carolina,NC,37,2015,3.85,423.61,177.66,125.58
North Carolina,NC,37,2016,4.63,443.23,185.89,131.39
North Carolina,NC,37,2017,5.44,467.33,195.99,138.54
North Carolina,NC,37,2018,6.45,497.47,208.63,147.47
North Carolina,NC,37,2019,5.46,524.61,220.01,155.52
North Carolina,NC,37,2020,4.05,545.86,228.93,161.82
North Carolina,NC,37,2021,12.99,616.79,258.67,182.84
North Carolina,NC,37,2022,20.91,745.74,312.75,221.07
North Carolina,NC,37,2023,8.81,811.44,340.31,240.55
North Carolina,NC,37,2024,5.24,853.95,358.13,253.15
North Carolina,NC,37,2025,2.5,875.31,367.09,259.48
North Dakota,ND,38,1975,,100,55.99,39.62
North Dakota,ND,38,1976,13.32,113.32,63.45,44.89
North Dakota,ND,38,1977,10.63,125.36,70.2,49.66
North Dakota,ND,38,1978,10.55,138.59,77.6,54.9
North Dakota,ND,38,1979,12.62,156.08,87.4,61.83
North Dakota,ND,38,1980,2.92,160.64,89.95,63.64
North Dakota,ND,38,1981,7.59,172.84,96.78,68.47
North Dakota,ND,38,1982,-17,143.45,80.33,56.83
North Dakota,ND,38,1983,13.05,162.18,90.81,64.25
North Dakota,ND,38,1984,11.57,180.94,101.32,71.68
North Dakota,ND,38,1985,-1.81,177.67,99.49,70.38
North Dakota,ND,38,1986,0.43,178.43,99.91,70.68
North Dakota,ND,38,1987,-0.92,176.8,99,70.04
North Dakota,ND,38,1988,-2.3,172.74,96.72,68.43
North Dakota,ND,38,1989,2.28,176.67,98.93,69.99
North Dakota,ND,38,1990,1.09,178.59,100,70.75
North Dakota,ND,38,1991,2.6,183.23,102.6,72.59
North Dakota,ND,38,1992,2.52,187.84,105.18,74.41
North Dakota,ND,38,1993,4.65,196.57,110.07,77.87
North Dakota,ND,38,1994,5.07,206.54,115.65,81.82
North Dakota,ND,38,1995,5.5,217.9,122.01,86.32
North Dakota,ND,38,1996,3.7,225.97,126.53,89.52
North Dakota,ND,38,1997,2.84,232.39,130.12,92.06
North Dakota,ND,38,1998,3.73,241.06,134.98,95.5
North Dakota,ND,38,1999,1.8,245.41,137.42,97.22
North Dakota,ND,38,2000,2.86,252.43,141.35,100
North Dakota,ND,38,2001,4.04,262.63,147.06,104.04
North Dakota,ND,38,2002,3.93,272.97,152.85,108.14
North Dakota,ND,38,2003,3.57,282.71,158.3,112
North Dakota,ND,38,2004,6.58,301.32,168.72,119.37
North Dakota,ND,38,2005,8.19,325.99,182.54,129.14
North Dakota,ND,38,2006,6.55,347.35,194.49,137.6
North Dakota,ND,38,2007,4.48,362.89,203.2,143.76
North Dakota,ND,38,2008,2.61,372.36,208.5,147.51
North Dakota,ND,38,2009,1.07,376.35,210.73,149.09
North Dakota,ND,38,2010,1.28,381.17,213.44,151
North Dakota,ND,38,2011,3.33,393.87,220.55,156.03
North Dakota,ND,38,2012,5.35,414.94,232.34,164.38
North Dakota,ND,38,2013,8.52,450.28,252.13,178.38
North Dakota,ND,38,2014,7.93,485.97,272.12,192.52
North Dakota,ND,38,2015,4.45,507.61,284.24,201.09
North Dakota,ND,38,2016,2.33,519.42,290.85,205.77
North Dakota,ND,38,2017,1.15,525.41,294.2,208.14
North Dakota,ND,38,2018,1.4,532.74,298.31,211.05
North Dakota,ND,38,2019,2.26,544.79,305.05,215.82
North Dakota,ND,38,2020,1.09,550.75,308.39,218.18
North Dakota,ND,38,2021,4.96,578.08,323.69,229.01
North Dakota,ND,38,2022,10.42,638.29,357.41,252.86
North Dakota,ND,38,2023,5.21,671.57,376.04,266.04
North Dakota,ND,38,2024,4.23,700,391.96,277.31
North Dakota,ND,38,2025,5.13,735.95,412.09,291.55
Ohio,OH,39,1975,,100,45.15,30.57
Ohio,OH,39,1976,7.48,107.48,48.53,32.86
Ohio,OH,39,1977,10.95,119.25,53.85,36.46
Ohio,OH,39,1978,14,135.95,61.39,41.57
Ohio,OH,39,1979,12.06,152.35,68.79,46.58
Ohio,OH,39,1980,4,158.44,71.54,48.44
Ohio,OH,39,1981,1.56,160.91,72.65,49.19
Ohio,OH,39,1982,-5.99,151.27,68.3,46.25
Ohio,OH,39,1983,8.86,164.67,74.35,50.34
Ohio,OH,39,1984,2.26,168.39,76.04,51.48
Ohio,OH,39,1985,2.04,171.83,77.59,52.53
Ohio,OH,39,1986,3.74,178.25,80.49,54.5
Ohio,OH,39,1987,5.38,187.85,84.82,57.43
Ohio,OH,39,1988,7.54,202.01,91.21,61.76
Ohio,OH,39,1989,5.17,212.45,95.93,64.95
Ohio,OH,39,1990,4.24,221.47,100,67.71
Ohio,OH,39,1991,3.54,229.32,103.54,70.11
Ohio,OH,39,1992,3.18,236.61,106.84,72.34
Ohio,OH,39,1993,3.25,244.3,110.31,74.69
Ohio,OH,39,1994,4.05,254.2,114.78,77.72
Ohio,OH,39,1995,5.32,267.73,120.89,81.85
Ohio,OH,39,1996,4.36,279.4,126.16,85.42
Ohio,OH,39,1997,4.33,291.48,131.62,89.12
Ohio,OH,39,1998,3.58,301.92,136.33,92.31
Ohio,OH,39,1999,3.49,312.46,141.09,95.53
Ohio,OH,39,2000,4.68,327.08,147.69,100
Ohio,OH,39,2001,4.25,340.99,153.97,104.25
Ohio,OH,39,2002,2.33,348.93,157.56,106.68
Ohio,OH,39,2003,1.66,354.71,160.17,108.45
Ohio,OH,39,2004,3.11,365.74,165.14,111.82
Ohio,OH,39,2005,3.54,378.69,170.99,115.78
Ohio,OH,39,2006,0.69,381.29,172.16,116.57
Ohio,OH,39,2007,-1.2,376.72,170.1,115.18
Ohio,OH,39,2008,-2.4,367.68,166.02,112.41
Ohio,OH,39,2009,-3.15,356.1,160.79,108.87
Ohio,OH,39,2010,-3.43,343.89,155.28,105.14
Ohio,OH,39,2011,-3.69,331.22,149.56,101.26
Ohio,OH,39,2012,-1.63,325.81,147.11,99.61
Ohio,OH,39,2013,0.22,326.53,147.44,99.83
Ohio,OH,39,2014,3.28,337.25,152.28,103.11
Ohio,OH,39,2015,3.45,348.9,157.54,106.67
Ohio,OH,39,2016,3.89,362.45,163.66,110.81
Ohio,OH,39,2017,4.9,380.22,171.68,116.24
Ohio,OH,39,2018,5.81,402.3,181.65,123
Ohio,OH,39,2019,4.9,421.99,190.54,129.02
Ohio,OH,39,2020,4.38,440.46,198.88,134.66
Ohio,OH,39,2021,11.23,489.93,221.22,149.79
Ohio,OH,39,2022,13.8,557.52,251.74,170.45
Ohio,OH,39,2023,8.23,603.43,272.47,184.49
Ohio,OH,39,2024,6.71,643.91,290.75,196.86
Ohio,OH,39,2025,4.78,674.68,304.64,206.27
Oklahoma,OK,40,1975,,100,52.82,36.99
Oklahoma,OK,40,1976,12.07,112.07,59.2,41.45
Oklahoma,OK,40,1977,9.32,122.51,64.71,45.31
Oklahoma,OK,40,1978,21.97,149.43,78.93,55.27
Oklahoma,OK,40,1979,15.54,172.64,91.2,63.85
Oklahoma,OK,40,1980,10.48,190.73,100.75,70.54
Oklahoma,OK,40,1981,9.51,208.87,110.33,77.25
Oklahoma,OK,40,1982,9.63,228.99,120.96,84.69
Oklahoma,OK,40,1983,3.46,236.91,125.15,87.62
Oklahoma,OK,40,1984,-3.24,229.22,121.09,84.78
Oklahoma,OK,40,1985,-3.77,220.59,116.52,81.59
Oklahoma,OK,40,1986,-2.6,214.85,113.49,79.46
Oklahoma,OK,40,1987,-7.07,199.66,105.47,73.85
Oklahoma,OK,40,1988,-8.73,182.24,96.27,67.4
Oklahoma,OK,40,1989,2.6,186.98,98.77,69.16
Oklahoma,OK,40,1990,1.24,189.31,100,70.02
Oklahoma,OK,40,1991,3.26,195.48,103.26,72.3
Oklahoma,OK,40,1992,2.79,200.93,106.14,74.31
Oklahoma,OK,40,1993,3.61,208.19,109.97,77
Oklahoma,OK,40,1994,3.78,216.06,114.13,79.91
Oklahoma,OK,40,1995,3.68,224.02,118.33,82.85
Oklahoma,OK,40,1996,3.61,232.09,122.6,85.84
Oklahoma,OK,40,1997,3.11,239.31,126.42,88.51
Oklahoma,OK,40,1998,4.12,249.18,131.63,92.16
Oklahoma,OK,40,1999,3.67,258.31,136.45,95.54
Oklahoma,OK,40,2000,4.67,270.37,142.82,100
Oklahoma,OK,40,2001,4.97,283.81,149.92,104.97
Oklahoma,OK,40,2002,3.34,293.3,154.93,108.48
Oklahoma,OK,40,2003,2.85,301.66,159.35,111.57
Oklahoma,OK,40,2004,3.96,313.61,165.66,115.99
Oklahoma,OK,40,2005,5.03,329.37,173.99,121.82
Oklahoma,OK,40,2006,4.61,344.56,182.01,127.44
Oklahoma,OK,40,2007,3.98,358.28,189.26,132.51
Oklahoma,OK,40,2008,1.72,364.46,192.52,134.8
Oklahoma,OK,40,2009,-0.17,363.83,192.19,134.56
Oklahoma,OK,40,2010,-0.65,361.47,190.94,133.69
Oklahoma,OK,40,2011,-1.6,355.67,187.88,131.55
Oklahoma,OK,40,2012,0.9,358.87,189.57,132.73
Oklahoma,OK,40,2013,1.7,364.98,192.8,134.99
Oklahoma,OK,40,2014,3.12,376.38,198.82,139.21
Oklahoma,OK,40,2015,3.57,389.83,205.93,144.18
Oklahoma,OK,40,2016,2.44,399.33,210.94,147.69
Oklahoma,OK,40,2017,3.38,412.83,218.07,152.69
Oklahoma,OK,40,2018,2.93,424.91,224.45,157.16
Oklahoma,OK,40,2019,3.79,441,232.96,163.11
Oklahoma,OK,40,2020,3.83,457.92,241.89,169.36
Oklahoma,OK,40,2021,10.15,504.41,266.45,186.56
Oklahoma,OK,40,2022,15.15,580.81,306.81,214.82
Oklahoma,OK,40,2023,7.22,622.74,328.96,230.32
Oklahoma,OK,40,2024,4.4,650.13,343.43,240.46
Oklahoma,OK,40,2025,2.59,666.98,352.33,246.69
Oregon,OR,41,1975,,100,40.36,21.59
Oregon,OR,41,1976,13.37,113.37,45.75,24.47
Oregon,OR,41,1977,20.44,136.53,55.1,29.48
Oregon,OR,41,1978,20.03,163.89,66.14,35.38
Oregon,OR,41,1979,13.84,186.57,75.29,40.28
Oregon,OR,41,1980,5.36,196.56,79.33,42.44
Oregon,OR,41,1981,-6.83,183.13,73.91,39.54
Oregon,OR,41,1982,2.67,188.03,75.88,40.59
Oregon,OR,41,1983,2.57,192.87,77.83,41.64
Oregon,OR,41,1984,-1.87,189.26,76.38,40.86
Oregon,OR,41,1985,0.06,189.37,76.42,40.88
