case_id,gap,loss_contribution,model,moment,synthetic_scale,target,weight,weight_status
proposal_05_kappa_fert_continuation_plus,-0.2805238922960216,27.94235616726718,0.7808498512389541,mean_model_coded_CEB_25_29,0.053068687176748786,1.0613737435349757,355.07762944128376,provisional_diagonal_synthetic_5pct_of_target_not_standard_error
proposal_05_kappa_fert_continuation_plus,-0.4356816475298777,29.21550591425778,1.1764204993184217,mean_model_coded_CEB_30_34,0.08060510734241498,1.6121021468482994,153.91284950072466,provisional_diagonal_synthetic_5pct_of_target_not_standard_error
proposal_05_kappa_fert_continuation_plus,-0.3146981256932353,11.256530633784873,1.5612545278253884,mean_model_coded_CEB_35_39,0.09379763267593119,1.8759526535186237,113.66224897866805,provisional_diagonal_synthetic_5pct_of_target_not_standard_error
proposal_05_kappa_fert_continuation_plus,0.01661825679416218,0.03089753690057799,1.9074528164634548,mean_model_coded_CEB_40_44,0.09454172798346464,1.8908345596692926,111.88012123648537,provisional_diagonal_synthetic_5pct_of_target_not_standard_error
proposal_05_kappa_fert_continuation_plus,-0.06498743280934371,8.388868474806639,0.38376589730274113,childless_rate_25_29,0.022437666505604244,0.44875333011208485,1986.2989933399751,provisional_diagonal_synthetic_5pct_of_target_not_standard_error
proposal_05_kappa_fert_continuation_plus,-0.001652083661891235,0.02938529467142817,0.19109907924578245,childless_rate_35_39,0.009637558145383685,0.1927511629076737,10766.287613375927,provisional_diagonal_synthetic_5pct_of_target_not_standard_error
selected_exact_repetitions,-0.3776108781212041,50.63051040290403,0.6837628654137716,mean_model_coded_CEB_25_29,0.053068687176748786,1.0613737435349757,355.07762944128376,provisional_diagonal_synthetic_5pct_of_target_not_standard_error
selected_exact_repetitions,-0.5143115807424437,40.71247318470354,1.0977905661058558,mean_model_coded_CEB_30_34,0.08060510734241498,1.6121021468482994,153.91284950072466,provisional_diagonal_synthetic_5pct_of_target_not_standard_error
selected_exact_repetitions,-0.35483732313451477,14.311159880412035,1.521115330384109,mean_model_coded_CEB_35_39,0.09379763267593119,1.8759526535186237,113.66224897866805,provisional_diagonal_synthetic_5pct_of_target_not_standard_error
selected_exact_repetitions,0.007591095311798579,0.0064470615585303205,1.8984256549810912,mean_model_coded_CEB_40_44,0.09454172798346464,1.8908345596692926,111.88012123648537,provisional_diagonal_synthetic_5pct_of_target_not_standard_error
selected_exact_repetitions,0.019129075366370818,0.7268295555021184,0.46788240547845567,childless_rate_25_29,0.022437666505604244,0.44875333011208485,1986.2989933399751,provisional_diagonal_synthetic_5pct_of_target_not_standard_error
selected_exact_repetitions,0.04268734673294891,19.61843233429827,0.2354385096406226,childless_rate_35_39,0.009637558145383685,0.1927511629076737,10766.287613375927,provisional_diagonal_synthetic_5pct_of_target_not_standard_error
