geography_scope,sample,age_kind,age_lower,age_upper,tenure,current_children,young_child,n_records,hhwt,rooms_sum,rooms_capped9_sum,owner_hhwt
national,DUE,annual,48,48,owner,2,without_young_child,1535,139907.0,941211.0,941211.0,139907.0
national,DUE,annual,48,48,owner,3+,with_young_child,3920,366752.0,2698595.0,2698595.0,366752.0
national,DUE,annual,48,48,owner,3+,without_young_child,240,21906.0,152198.0,152198.0,21906.0
national,DUE,annual,48,48,renter,0,without_young_child,6020,718197.0,2847736.0,2847736.0,0.0
national,DUE,annual,48,48,renter,1,with_young_child,1218,140366.0,665097.0,665097.0,0.0
national,DUE,annual,48,48,renter,1,without_young_child,1074,127201.0,597452.0,597452.0,0.0
national,DUE,annual,48,48,renter,2,with_young_child,1116,130744.0,672698.0,672698.0,0.0
national,DUE,annual,48,48,renter,2,without_young_child,314,38104.0,194082.0,194082.0,0.0
national,DUE,annual,48,48,renter,3+,with_young_child,647,79421.0,445729.0,445729.0,0.0
national,DUE,annual,48,48,renter,3+,without_young_child,45,5997.0,35739.0,35739.0,0.0
national,DUE,annual,49,49,owner,0,without_young_child,16430,1465121.0,8960152.0,8960152.0,1465121.0
national,DUE,annual,49,49,owner,1,with_young_child,5273,462433.0,3137670.0,3137670.0,462433.0
national,DUE,annual,49,49,owner,1,without_young_child,4686,425700.0,2799442.0,2799442.0,425700.0
national,DUE,annual,49,49,owner,2,with_young_child,6576,595282.0,4236355.0,4236355.0,595282.0
national,DUE,annual,49,49,owner,2,without_young_child,1727,163010.0,1122521.0,1122521.0,163010.0
national,DUE,annual,49,49,owner,3+,with_young_child,3129,288972.0,2128775.0,2128775.0,288972.0
national,DUE,annual,49,49,owner,3+,without_young_child,250,23765.0,167270.0,167270.0,23765.0
national,DUE,annual,49,49,renter,0,without_young_child,6083,716753.0,2853535.0,2853535.0,0.0
national,DUE,annual,49,49,renter,1,with_young_child,1145,129368.0,627114.0,627114.0,0.0
national,DUE,annual,49,49,renter,1,without_young_child,1090,127415.0,608517.0,608517.0,0.0
national,DUE,annual,49,49,renter,2,with_young_child,914,105502.0,542178.0,542178.0,0.0
national,DUE,annual,49,49,renter,2,without_young_child,315,37905.0,193312.0,193312.0,0.0
national,DUE,annual,49,49,renter,3+,with_young_child,543,65856.0,357751.0,357751.0,0.0
national,DUE,annual,49,49,renter,3+,without_young_child,41,4725.0,26482.0,26482.0,0.0
national,DUE,annual,50,50,owner,0,without_young_child,18893,1635708.0,10073669.0,10073669.0,1635708.0
national,DUE,annual,50,50,owner,1,with_young_child,5102,447691.0,3035684.0,3035684.0,447691.0
national,DUE,annual,50,50,owner,1,without_young_child,5330,479332.0,3149244.0,3149244.0,479332.0
national,DUE,annual,50,50,owner,2,with_young_child,5589,501960.0,3583209.0,3583209.0,501960.0
national,DUE,annual,50,50,owner,2,without_young_child,1944,180067.0,1242175.0,1242175.0,180067.0
national,DUE,annual,50,50,owner,3+,with_young_child,2747,245913.0,1799339.0,1799339.0,245913.0
national,DUE,annual,50,50,owner,3+,without_young_child,264,25888.0,182441.0,182441.0,25888.0
national,DUE,annual,50,50,renter,0,without_young_child,6528,741306.0,2975285.0,2975285.0,0.0
national,DUE,annual,50,50,renter,1,with_young_child,990,110164.0,517196.0,517196.0,0.0
national,DUE,annual,50,50,renter,1,without_young_child,1218,141326.0,676553.0,676553.0,0.0
national,DUE,annual,50,50,renter,2,with_young_child,802,87357.0,442516.0,442516.0,0.0
national,DUE,annual,50,50,renter,2,without_young_child,307,32774.0,168955.0,168955.0,0.0
national,DUE,annual,50,50,renter,3+,with_young_child,516,59995.0,329234.0,329234.0,0.0
national,DUE,annual,50,50,renter,3+,without_young_child,66,7927.0,45241.0,45241.0,0.0
national,DUE,annual,51,51,owner,0,without_young_child,18777,1605409.0,9966410.0,9966410.0,1605409.0
national,DUE,annual,51,51,owner,1,with_young_child,4434,380641.0,2617874.0,2617874.0,380641.0
national,DUE,annual,51,51,owner,1,without_young_child,5429,466812.0,3105157.0,3105157.0,466812.0
national,DUE,annual,51,51,owner,2,with_young_child,4547,399216.0,2863670.0,2863670.0,399216.0
national,DUE,annual,51,51,owner,2,without_young_child,1827,165063.0,1131310.0,1131310.0,165063.0
national,DUE,annual,51,51,owner,3+,with_young_child,2100,190640.0,1399826.0,1399826.0,190640.0
national,DUE,annual,51,51,owner,3+,without_young_child,293,27859.0,197629.0,197629.0,27859.0
national,DUE,annual,51,51,renter,0,without_young_child,6060,678719.0,2708984.0,2708984.0,0.0
national,DUE,annual,51,51,renter,1,with_young_child,862,99336.0,469175.0,469175.0,0.0
national,DUE,annual,51,51,renter,1,without_young_child,1139,128206.0,614245.0,614245.0,0.0
national,DUE,annual,51,51,renter,2,with_young_child,627,68459.0,346098.0,346098.0,0.0
national,DUE,annual,51,51,renter,2,without_young_child,307,37195.0,185348.0,185348.0,0.0
national,DUE,annual,51,51,renter,3+,with_young_child,377,41480.0,227366.0,227366.0,0.0
national,DUE,annual,51,51,renter,3+,without_young_child,42,4845.0,28997.0,28997.0,0.0
national,DUE,annual,52,52,owner,0,without_young_child,20480,1744894.0,10865468.0,10865468.0,1744894.0
national,DUE,annual,52,52,owner,1,with_young_child,3817,333938.0,2304537.0,2304537.0,333938.0
national,DUE,annual,52,52,owner,1,without_young_child,5797,497232.0,3293566.0,3293566.0,497232.0
national,DUE,annual,52,52,owner,2,with_young_child,3753,327159.0,2346424.0,2346424.0,327159.0
national,DUE,annual,52,52,owner,2,without_young_child,1854,166792.0,1151140.0,1151140.0,166792.0
national,DUE,annual,52,52,owner,3+,with_young_child,1772,156224.0,1153363.0,1153363.0,156224.0
national,DUE,annual,52,52,owner,3+,without_young_child,292,27390.0,191245.0,191245.0,27390.0
national,DUE,annual,52,52,renter,0,without_young_child,6167,685803.0,2754793.0,2754793.0,0.0
national,DUE,annual,52,52,renter,1,with_young_child,686,78679.0,375879.0,375879.0,0.0
national,DUE,annual,52,52,renter,1,without_young_child,1106,123825.0,595113.0,595113.0,0.0
national,DUE,annual,52,52,renter,2,with_young_child,503,54370.0,279840.0,279840.0,0.0
national,DUE,annual,52,52,renter,2,without_young_child,278,30443.0,151622.0,151622.0,0.0
national,DUE,annual,52,52,renter,3+,with_young_child,303,36923.0,199149.0,199149.0,0.0
national,DUE,annual,52,52,renter,3+,without_young_child,61,7533.0,39006.0,39006.0,0.0
national,DUE,annual,53,53,owner,0,without_young_child,21661,1811572.0,11380447.0,11380447.0,1811572.0
national,DUE,annual,53,53,owner,1,with_young_child,3325,288090.0,1989103.0,1989103.0,288090.0
national,DUE,annual,53,53,owner,1,without_young_child,5831,510101.0,3409758.0,3409758.0,510101.0
national,DUE,annual,53,53,owner,2,with_young_child,3083,270110.0,1939154.0,1939154.0,270110.0
national,DUE,annual,53,53,owner,2,without_young_child,1812,155196.0,1075064.0,1075064.0,155196.0
national,DUE,annual,53,53,owner,3+,with_young_child,1378,122088.0,902202.0,902202.0,122088.0
national,DUE,annual,53,53,owner,3+,without_young_child,279,23908.0,165915.0,165915.0,23908.0
national,DUE,annual,53,53,renter,0,without_young_child,6316,686982.0,2793959.0,2793959.0,0.0
national,DUE,annual,53,53,renter,1,with_young_child,551,57944.0,272746.0,272746.0,0.0
national,DUE,annual,53,53,renter,1,without_young_child,1154,128537.0,613011.0,613011.0,0.0
national,DUE,annual,53,53,renter,2,with_young_child,435,47443.0,252979.0,252979.0,0.0
national,DUE,annual,53,53,renter,2,without_young_child,251,27744.0,149371.0,149371.0,0.0
national,DUE,annual,53,53,renter,3+,with_young_child,288,32544.0,178382.0,178382.0,0.0
national,DUE,annual,53,53,renter,3+,without_young_child,49,5831.0,33826.0,33826.0,0.0
national,DUE,annual,54,54,owner,0,without_young_child,22684,1896249.0,11970005.0,11970005.0,1896249.0
national,DUE,annual,54,54,owner,1,with_young_child,2774,235800.0,1635395.0,1635395.0,235800.0
national,DUE,annual,54,54,owner,1,without_young_child,5811,503034.0,3362457.0,3362457.0,503034.0
national,DUE,annual,54,54,owner,2,with_young_child,2339,205427.0,1464739.0,1464739.0,205427.0
national,DUE,annual,54,54,owner,2,without_young_child,1609,151194.0,1043019.0,1043019.0,151194.0
national,DUE,annual,54,54,owner,3+,with_young_child,1114,100122.0,731429.0,731429.0,100122.0
national,DUE,annual,54,54,owner,3+,without_young_child,256,24657.0,176981.0,176981.0,24657.0
national,DUE,annual,54,54,renter,0,without_young_child,5990,637744.0,2543998.0,2543998.0,0.0
national,DUE,annual,54,54,renter,1,with_young_child,452,48850.0,234527.0,234527.0,0.0
national,DUE,annual,54,54,renter,1,without_young_child,1083,115045.0,556701.0,556701.0,0.0
national,DUE,annual,54,54,renter,2,with_young_child,336,35128.0,176346.0,176346.0,0.0
national,DUE,annual,54,54,renter,2,without_young_child,217,23431.0,122227.0,122227.0,0.0
national,DUE,annual,54,54,renter,3+,with_young_child,208,22955.0,121278.0,121278.0,0.0
national,DUE,annual,54,54,renter,3+,without_young_child,54,5164.0,28549.0,28549.0,0.0
national,DUE,annual,55,55,owner,0,without_young_child,23763,1985370.0,12544540.0,12544540.0,1985370.0
national,DUE,annual,55,55,owner,1,with_young_child,2325,196510.0,1359733.0,1359733.0,196510.0
national,DUE,annual,55,55,owner,1,without_young_child,5691,496672.0,3334638.0,3334638.0,496672.0
national,DUE,annual,55,55,owner,2,with_young_child,1804,159349.0,1136975.0,1136975.0,159349.0
national,DUE,annual,55,55,owner,2,without_young_child,1561,145760.0,1003952.0,1003952.0,145760.0
national,DUE,annual,55,55,owner,3+,with_young_child,787,71971.0,529142.0,529142.0,71971.0
national,DUE,annual,55,55,owner,3+,without_young_child,229,21389.0,149217.0,149217.0,21389.0
national,DUE,annual,55,55,renter,0,without_young_child,6189,671050.0,2692868.0,2692868.0,0.0
national,DUE,annual,55,55,renter,1,with_young_child,377,41300.0,196023.0,196023.0,0.0
national,DUE,annual,55,55,renter,1,without_young_child,1046,116103.0,556086.0,556086.0,0.0
national,DUE,annual,55,55,renter,2,with_young_child,270,30886.0,156900.0,156900.0,0.0
national,DUE,annual,55,55,renter,2,without_young_child,273,30200.0,150104.0,150104.0,0.0
national,DUE,annual,55,55,renter,3+,with_young_child,168,20281.0,113009.0,113009.0,0.0
national,DUE,annual,55,55,renter,3+,without_young_child,46,5081.0,23887.0,23887.0,0.0
national,DUE,annual,56,56,owner,0,without_young_child,24168,2005522.0,12717901.0,12717901.0,2005522.0
national,DUE,annual,56,56,owner,1,with_young_child,1789,154402.0,1055607.0,1055607.0,154402.0
national,DUE,annual,56,56,owner,1,without_young_child,5445,471674.0,3177026.0,3177026.0,471674.0
national,DUE,annual,56,56,owner,2,with_young_child,1439,124647.0,892823.0,892823.0,124647.0
national,DUE,annual,56,56,owner,2,without_young_child,1323,122088.0,845228.0,845228.0,122088.0
national,DUE,annual,56,56,owner,3+,with_young_child,608,55288.0,393892.0,393892.0,55288.0
national,DUE,annual,56,56,owner,3+,without_young_child,224,22823.0,161116.0,161116.0,22823.0
national,DUE,annual,56,56,renter,0,without_young_child,5879,629773.0,2560721.0,2560721.0,0.0
national,DUE,annual,56,56,renter,1,with_young_child,275,32464.0,151904.0,151904.0,0.0
national,DUE,annual,56,56,renter,1,without_young_child,1017,110129.0,535663.0,535663.0,0.0
national,DUE,annual,56,56,renter,2,with_young_child,206,23426.0,122387.0,122387.0,0.0
national,DUE,annual,56,56,renter,2,without_young_child,251,26411.0,135049.0,135049.0,0.0
national,DUE,annual,56,56,renter,3+,with_young_child,116,12669.0,71315.0,71315.0,0.0
national,DUE,annual,56,56,renter,3+,without_young_child,53,5773.0,32844.0,32844.0,0.0
national,DUE,annual,57,57,owner,0,without_young_child,26197,2157375.0,13763355.0,13763355.0,2157375.0
national,DUE,annual,57,57,owner,1,with_young_child,1482,123350.0,842267.0,842267.0,123350.0
national,DUE,annual,57,57,owner,1,without_young_child,5342,455538.0,3076551.0,3076551.0,455538.0
national,DUE,annual,57,57,owner,2,with_young_child,1100,95836.0,688657.0,688657.0,95836.0
national,DUE,annual,57,57,owner,2,without_young_child,1354,120025.0,834368.0,834368.0,120025.0
national,DUE,annual,57,57,owner,3+,with_young_child,519,46526.0,331030.0,331030.0,46526.0
national,DUE,annual,57,57,owner,3+,without_young_child,249,21905.0,153018.0,153018.0,21905.0
national,DUE,annual,57,57,renter,0,without_young_child,5976,630875.0,2536176.0,2536176.0,0.0
national,DUE,annual,57,57,renter,1,with_young_child,268,28351.0,140597.0,140597.0,0.0
national,DUE,annual,57,57,renter,1,without_young_child,942,99721.0,481056.0,481056.0,0.0
national,DUE,annual,57,57,renter,2,with_young_child,148,14585.0,72567.0,72567.0,0.0
national,DUE,annual,57,57,renter,2,without_young_child,236,25479.0,133659.0,133659.0,0.0
national,DUE,annual,57,57,renter,3+,with_young_child,98,9805.0,55224.0,55224.0,0.0
national,DUE,annual,57,57,renter,3+,without_young_child,47,5011.0,27199.0,27199.0,0.0
national,DUE,annual,58,58,owner,0,without_young_child,28051,2285719.0,14580202.0,14580202.0,2285719.0
national,DUE,annual,58,58,owner,1,with_young_child,1305,115121.0,788514.0,788514.0,115121.0
national,DUE,annual,58,58,owner,1,without_young_child,5398,464536.0,3113564.0,3113564.0,464536.0
national,DUE,annual,58,58,owner,2,with_young_child,838,73609.0,526818.0,526818.0,73609.0
national,DUE,annual,58,58,owner,2,without_young_child,1139,103590.0,715687.0,715687.0,103590.0
national,DUE,annual,58,58,owner,3+,with_young_child,418,36452.0,260746.0,260746.0,36452.0
national,DUE,annual,58,58,owner,3+,without_young_child,212,18699.0,131938.0,131938.0,18699.0
national,DUE,annual,58,58,renter,0,without_young_child,5986,629159.0,2521275.0,2521275.0,0.0
national,DUE,annual,58,58,renter,1,with_young_child,223,23669.0,111089.0,111089.0,0.0
national,DUE,annual,58,58,renter,1,without_young_child,939,101651.0,474730.0,474730.0,0.0
national,DUE,annual,58,58,renter,2,with_young_child,143,14201.0,73566.0,73566.0,0.0
national,DUE,annual,58,58,renter,2,without_young_child,159,18254.0,94165.0,94165.0,0.0
national,DUE,annual,58,58,renter,3+,with_young_child,91,9550.0,54237.0,54237.0,0.0
national,DUE,annual,58,58,renter,3+,without_young_child,48,5718.0,34052.0,34052.0,0.0
national,DUE,annual,59,59,owner,0,without_young_child,26195,2134484.0,13583870.0,13583870.0,2134484.0
national,DUE,annual,59,59,owner,1,with_young_child,914,77398.0,529654.0,529654.0,77398.0
national,DUE,annual,59,59,owner,1,without_young_child,4665,400231.0,2687166.0,2687166.0,400231.0
national,DUE,annual,59,59,owner,2,with_young_child,607,53029.0,378851.0,378851.0,53029.0
national,DUE,annual,59,59,owner,2,without_young_child,1018,90528.0,622611.0,622611.0,90528.0
national,DUE,annual,59,59,owner,3+,with_young_child,285,25168.0,180909.0,180909.0,25168.0
national,DUE,annual,59,59,owner,3+,without_young_child,174,16836.0,115985.0,115985.0,16836.0
national,DUE,annual,59,59,renter,0,without_young_child,5541,581052.0,2331559.0,2331559.0,0.0
national,DUE,annual,59,59,renter,1,with_young_child,138,15854.0,75732.0,75732.0,0.0
national,DUE,annual,59,59,renter,1,without_young_child,803,85992.0,407818.0,407818.0,0.0
national,DUE,annual,59,59,renter,2,with_young_child,101,10923.0,53617.0,53617.0,0.0
national,DUE,annual,59,59,renter,2,without_young_child,134,13558.0,69041.0,69041.0,0.0
national,DUE,annual,59,59,renter,3+,with_young_child,66,6999.0,37305.0,37305.0,0.0
national,DUE,annual,59,59,renter,3+,without_young_child,29,2661.0,13881.0,13881.0,0.0
national,DUE,annual,60,60,owner,0,without_young_child,23539,1919052.0,12165922.0,12165922.0,1919052.0
national,DUE,annual,60,60,owner,1,with_young_child,692,58090.0,397870.0,397870.0,58090.0
national,DUE,annual,60,60,owner,1,without_young_child,4003,344004.0,2281708.0,2281708.0,344004.0
national,DUE,annual,60,60,owner,2,with_young_child,445,40436.0,282777.0,282777.0,40436.0
national,DUE,annual,60,60,owner,2,without_young_child,820,72454.0,483846.0,483846.0,72454.0
national,DUE,annual,60,60,owner,3+,with_young_child,169,16141.0,108448.0,108448.0,16141.0
national,DUE,annual,60,60,owner,3+,without_young_child,137,13943.0,98157.0,98157.0,13943.0
national,DUE,annual,60,60,renter,0,without_young_child,4994,521623.0,2075164.0,2075164.0,0.0
national,DUE,annual,60,60,renter,1,with_young_child,116,12043.0,55908.0,55908.0,0.0
national,DUE,annual,60,60,renter,1,without_young_child,691,75795.0,349806.0,349806.0,0.0
national,DUE,annual,60,60,renter,2,with_young_child,63,6698.0,33447.0,33447.0,0.0
national,DUE,annual,60,60,renter,2,without_young_child,126,13939.0,73053.0,73053.0,0.0
national,DUE,annual,60,60,renter,3+,with_young_child,47,5157.0,27881.0,27881.0,0.0
national,DUE,annual,60,60,renter,3+,without_young_child,30,2992.0,15794.0,15794.0,0.0
national,DUE,annual,61,61,owner,0,without_young_child,23035,1870163.0,11885739.0,11885739.0,1870163.0
national,DUE,annual,61,61,owner,1,with_young_child,490,41102.0,279105.0,279105.0,41102.0
national,DUE,annual,61,61,owner,1,without_young_child,3517,300281.0,1987094.0,1987094.0,300281.0
national,DUE,annual,61,61,owner,2,with_young_child,338,30415.0,217148.0,217148.0,30415.0
national,DUE,annual,61,61,owner,2,without_young_child,666,59972.0,405683.0,405683.0,59972.0
national,DUE,annual,61,61,owner,3+,with_young_child,150,13860.0,97381.0,97381.0,13860.0
national,DUE,annual,61,61,owner,3+,without_young_child,99,9160.0,64008.0,64008.0,9160.0
national,DUE,annual,61,61,renter,0,without_young_child,4584,463520.0,1825355.0,1825355.0,0.0
national,DUE,annual,61,61,renter,1,with_young_child,101,9912.0,49045.0,49045.0,0.0
national,DUE,annual,61,61,renter,1,without_young_child,608,65115.0,309573.0,309573.0,0.0
national,DUE,annual,61,61,renter,2,with_young_child,54,6057.0,31211.0,31211.0,0.0
national,DUE,annual,61,61,renter,2,without_young_child,116,12071.0,62406.0,62406.0,0.0
national,DUE,annual,61,61,renter,3+,with_young_child,43,4577.0,24949.0,24949.0,0.0
national,DUE,annual,61,61,renter,3+,without_young_child,25,2221.0,11582.0,11582.0,0.0
national,DUE,annual,62,62,owner,0,without_young_child,24926,1999059.0,12650512.0,12650512.0,1999059.0
national,DUE,annual,62,62,owner,1,with_young_child,462,41386.0,278715.0,278715.0,41386.0
national,DUE,annual,62,62,owner,1,without_young_child,3657,308769.0,2052400.0,2052400.0,308769.0
national,DUE,annual,62,62,owner,2,with_young_child,261,21911.0,157702.0,157702.0,21911.0
national,DUE,annual,62,62,owner,2,without_young_child,666,61996.0,420985.0,420985.0,61996.0
national,DUE,annual,62,62,owner,3+,with_young_child,121,11076.0,81114.0,81114.0,11076.0
national,DUE,annual,62,62,owner,3+,without_young_child,131,13555.0,97077.0,97077.0,13555.0
national,DUE,annual,62,62,renter,0,without_young_child,4778,494282.0,1961284.0,1961284.0,0.0
national,DUE,annual,62,62,renter,1,with_young_child,79,8667.0,40274.0,40274.0,0.0
national,DUE,annual,62,62,renter,1,without_young_child,647,71450.0,344619.0,344619.0,0.0
national,DUE,annual,62,62,renter,2,with_young_child,39,3331.0,17970.0,17970.0,0.0
national,DUE,annual,62,62,renter,2,without_young_child,114,12735.0,65538.0,65538.0,0.0
national,DUE,annual,62,62,renter,3+,with_young_child,33,3368.0,19089.0,19089.0,0.0
national,DUE,annual,62,62,renter,3+,without_young_child,23,2915.0,14920.0,14920.0,0.0
national,DUE,annual,63,63,owner,0,without_young_child,23940,1893592.0,11939390.0,11939390.0,1893592.0
national,DUE,annual,63,63,owner,1,with_young_child,343,28818.0,198774.0,198774.0,28818.0
national,DUE,annual,63,63,owner,1,without_young_child,3317,279699.0,1840226.0,1840226.0,279699.0
national,DUE,annual,63,63,owner,2,with_young_child,211,18130.0,122569.0,122569.0,18130.0
national,DUE,annual,63,63,owner,2,without_young_child,561,49354.0,332978.0,332978.0,49354.0
national,DUE,annual,63,63,owner,3+,with_young_child,94,8221.0,57538.0,57538.0,8221.0
national,DUE,annual,63,63,owner,3+,without_young_child,102,9252.0,63422.0,63422.0,9252.0
national,DUE,annual,63,63,renter,0,without_young_child,4630,465002.0,1847456.0,1847456.0,0.0
national,DUE,annual,63,63,renter,1,with_young_child,67,7241.0,36675.0,36675.0,0.0
national,DUE,annual,63,63,renter,1,without_young_child,568,58149.0,275954.0,275954.0,0.0
national,DUE,annual,63,63,renter,2,with_young_child,41,4761.0,23241.0,23241.0,0.0
national,DUE,annual,63,63,renter,2,without_young_child,99,11186.0,56066.0,56066.0,0.0
national,DUE,annual,63,63,renter,3+,with_young_child,32,4260.0,21791.0,21791.0,0.0
national,DUE,annual,63,63,renter,3+,without_young_child,10,821.0,4712.0,4712.0,0.0
national,DUE,annual,64,64,owner,0,without_young_child,22250,1768406.0,11111340.0,11111340.0,1768406.0
national,DUE,annual,64,64,owner,1,with_young_child,254,22123.0,151588.0,151588.0,22123.0
national,DUE,annual,64,64,owner,1,without_young_child,2962,247208.0,1614902.0,1614902.0,247208.0
national,DUE,annual,64,64,owner,2,with_young_child,153,12428.0,86024.0,86024.0,12428.0
national,DUE,annual,64,64,owner,2,without_young_child,485,41404.0,273723.0,273723.0,41404.0
national,DUE,annual,64,64,owner,3+,with_young_child,65,5887.0,41598.0,41598.0,5887.0
national,DUE,annual,64,64,owner,3+,without_young_child,86,7798.0,55715.0,55715.0,7798.0
national,DUE,annual,64,64,renter,0,without_young_child,4222,418890.0,1635396.0,1635396.0,0.0
national,DUE,annual,64,64,renter,1,with_young_child,58,6970.0,30792.0,30792.0,0.0
national,DUE,annual,64,64,renter,1,without_young_child,512,52758.0,248682.0,248682.0,0.0
national,DUE,annual,64,64,renter,2,with_young_child,28,3470.0,16783.0,16783.0,0.0
national,DUE,annual,64,64,renter,2,without_young_child,84,8756.0,45623.0,45623.0,0.0
national,DUE,annual,64,64,renter,3+,with_young_child,20,1871.0,10159.0,10159.0,0.0
national,DUE,annual,64,64,renter,3+,without_young_child,16,1590.0,9645.0,9645.0,0.0
national,DUE,annual,65,65,owner,0,without_young_child,21790,1690148.0,10480911.0,10480911.0,1690148.0
national,DUE,annual,65,65,owner,1,with_young_child,161,13589.0,90255.0,90255.0,13589.0
national,DUE,annual,65,65,owner,1,without_young_child,2923,242694.0,1575066.0,1575066.0,242694.0
national,DUE,annual,65,65,owner,2,with_young_child,101,8550.0,57773.0,57773.0,8550.0
national,DUE,annual,65,65,owner,2,without_young_child,474,40053.0,265833.0,265833.0,40053.0
national,DUE,annual,65,65,owner,3+,with_young_child,48,4695.0,34778.0,34778.0,4695.0
national,DUE,annual,65,65,owner,3+,without_young_child,93,9023.0,58297.0,58297.0,9023.0
national,DUE,annual,65,65,renter,0,without_young_child,4320,433480.0,1668080.0,1668080.0,0.0
national,DUE,annual,65,65,renter,1,with_young_child,25,2147.0,9099.0,9099.0,0.0
national,DUE,annual,65,65,renter,1,without_young_child,482,50955.0,239582.0,239582.0,0.0
national,DUE,annual,65,65,renter,2,with_young_child,17,2204.0,11394.0,11394.0,0.0
national,DUE,annual,65,65,renter,2,without_young_child,66,6649.0,33634.0,33634.0,0.0
national,DUE,annual,65,65,renter,3+,with_young_child,10,1262.0,5485.0,5485.0,0.0
national,DUE,annual,65,65,renter,3+,without_young_child,20,1784.0,9287.0,9287.0,0.0
national,DUE,annual,66,66,owner,0,without_young_child,20344,1574517.0,9797340.0,9797340.0,1574517.0
national,DUE,annual,66,66,owner,1,with_young_child,158,12059.0,82506.0,82506.0,12059.0
national,DUE,annual,66,66,owner,1,without_young_child,2580,214553.0,1388666.0,1388666.0,214553.0
national,DUE,annual,66,66,owner,2,with_young_child,99,7944.0,56586.0,56586.0,7944.0
national,DUE,annual,66,66,owner,2,without_young_child,386,32696.0,218756.0,218756.0,32696.0
national,DUE,annual,66,66,owner,3+,with_young_child,33,2369.0,16720.0,16720.0,2369.0
national,DUE,annual,66,66,owner,3+,without_young_child,77,7077.0,48949.0,48949.0,7077.0
national,DUE,annual,66,66,renter,0,without_young_child,3869,373418.0,1438129.0,1438129.0,0.0
national,DUE,annual,66,66,renter,1,with_young_child,25,2496.0,11232.0,11232.0,0.0
national,DUE,annual,66,66,renter,1,without_young_child,404,44506.0,206954.0,206954.0,0.0
national,DUE,annual,66,66,renter,2,with_young_child,17,1659.0,8017.0,8017.0,0.0
national,DUE,annual,66,66,renter,2,without_young_child,69,6090.0,31494.0,31494.0,0.0
national,DUE,annual,66,66,renter,3+,with_young_child,13,1650.0,8645.0,8645.0,0.0
national,DUE,annual,66,66,renter,3+,without_young_child,13,1483.0,8019.0,8019.0,0.0
national,DUE,annual,67,67,owner,0,without_young_child,20639,1610418.0,10012014.0,10012014.0,1610418.0
national,DUE,annual,67,67,owner,1,with_young_child,151,11884.0,81335.0,81335.0,11884.0
national,DUE,annual,67,67,owner,1,without_young_child,2623,218425.0,1415478.0,1415478.0,218425.0
national,DUE,annual,67,67,owner,2,with_young_child,77,8043.0,53617.0,53617.0,8043.0
national,DUE,annual,67,67,owner,2,without_young_child,348,30171.0,198083.0,198083.0,30171.0
national,DUE,annual,67,67,owner,3+,with_young_child,28,2058.0,13911.0,13911.0,2058.0
national,DUE,annual,67,67,owner,3+,without_young_child,73,5839.0,38702.0,38702.0,5839.0
national,DUE,annual,67,67,renter,0,without_young_child,3948,385925.0,1500638.0,1500638.0,0.0
national,DUE,annual,67,67,renter,1,with_young_child,19,1988.0,8918.0,8918.0,0.0
national,DUE,annual,67,67,renter,1,without_young_child,397,42071.0,199362.0,199362.0,0.0
national,DUE,annual,67,67,renter,2,with_young_child,21,2787.0,14153.0,14153.0,0.0
national,DUE,annual,67,67,renter,2,without_young_child,44,4282.0,22128.0,22128.0,0.0
national,DUE,annual,67,67,renter,3+,with_young_child,8,767.0,4083.0,4083.0,0.0
national,DUE,annual,67,67,renter,3+,without_young_child,14,1084.0,5733.0,5733.0,0.0
national,DUE,annual,68,68,owner,0,without_young_child,19236,1487108.0,9220335.0,9220335.0,1487108.0
national,DUE,annual,68,68,owner,1,with_young_child,116,9354.0,60135.0,60135.0,9354.0
national,DUE,annual,68,68,owner,1,without_young_child,2475,205120.0,1318955.0,1318955.0,205120.0
national,DUE,annual,68,68,owner,2,with_young_child,72,5940.0,41107.0,41107.0,5940.0
national,DUE,annual,68,68,owner,2,without_young_child,361,30702.0,204288.0,204288.0,30702.0
national,DUE,annual,68,68,owner,3+,with_young_child,25,2055.0,13633.0,13633.0,2055.0
national,DUE,annual,68,68,owner,3+,without_young_child,53,4948.0,32994.0,32994.0,4948.0
national,DUE,annual,68,68,renter,0,without_young_child,3603,344953.0,1330203.0,1330203.0,0.0
national,DUE,annual,68,68,renter,1,with_young_child,15,1329.0,6222.0,6222.0,0.0
national,DUE,annual,68,68,renter,1,without_young_child,361,36754.0,175180.0,175180.0,0.0
national,DUE,annual,68,68,renter,2,with_young_child,13,1660.0,9300.0,9300.0,0.0
national,DUE,annual,68,68,renter,2,without_young_child,59,6091.0,30787.0,30787.0,0.0
national,DUE,annual,68,68,renter,3+,with_young_child,10,1098.0,6490.0,6490.0,0.0
national,DUE,annual,68,68,renter,3+,without_young_child,13,1816.0,10704.0,10704.0,0.0
national,DUE,annual,69,69,owner,0,without_young_child,18696,1440030.0,8854577.0,8854577.0,1440030.0
national,DUE,annual,69,69,owner,1,with_young_child,85,6410.0,43576.0,43576.0,6410.0
national,DUE,annual,69,69,owner,1,without_young_child,2283,186011.0,1184295.0,1184295.0,186011.0
national,DUE,annual,69,69,owner,2,with_young_child,62,4768.0,33322.0,33322.0,4768.0
national,DUE,annual,69,69,owner,2,without_young_child,324,28116.0,186796.0,186796.0,28116.0
national,DUE,annual,69,69,owner,3+,with_young_child,24,1557.0,10703.0,10703.0,1557.0
