restriction_id,parameter,cps_projection,coordinate,parameter_minus,parameter_base,parameter_plus,coordinate_minus,coordinate_base,coordinate_plus,actual_minus_coordinate_step,actual_plus_coordinate_step,model_minus,model_base,model_plus,target,central_derivative,minus_side_derivative,plus_side_derivative,signed_slope_asymmetry,relative_slope_asymmetry,working_weight,weighted_central_derivative,weighted_minus_side_derivative,weighted_plus_side_derivative
family_rooms,beta_annual,uniform_birth_time,log(-log(beta_annual)),0.9951823386077664,0.9952765791045264,0.9953708285255517,-5.3330529768866874,-5.3528556041828725,-5.3730583115004,0.019802627296185094,-0.02020270731752749,0.16591869656454694,0.16621534127109694,0.1664820320522722,0.3470669317962507,-0.014081509207828332,-0.014980068155256616,-0.013200744681574115,0.0017793234736825005,0.12635886164057766,280.52808370152104,-0.2358508121180736,-0.25090075132268,-0.2210989111864345
recent_parent_ownership,beta_annual,uniform_birth_time,log(-log(beta_annual)),0.9951823386077664,0.9952765791045264,0.9953708285255517,-5.3330529768866874,-5.3528556041828725,-5.3730583115004,0.019802627296185094,-0.02020270731752749,-0.05331990468478798,-0.05324358594536549,-0.05311361379748908,0.16289550916123285,-0.005156584472816503,-0.003853970399028309,-0.006433402505596373,-0.0025794321065680643,0.5002210513889226,27055.822957508266,-0.848188755649655,-0.6339262692766421,-1.0582081404039745
cps_childlessness,kappa_fert,uniform_birth_time,log(parameter),2.124809578462979,2.1681730392479377,2.2115365000328966,0.7536821882260833,0.7738848955436028,0.7936875228397826,-0.020202707317519497,0.019802627296179764,0.18069964352241719,0.18058501851824132,0.1804955855595013,0.19827875100684264,-0.005100768807118455,-0.005673744730066947,-0.004516216833373682,0.001157527896693265,0.22693204504345688,35532.3042455214,-0.961495654077526,-1.069501697997258,-0.8513075229170488
cps_exactly_one,kappa_fert,uniform_birth_time,log(parameter),2.124809578462979,2.1681730392479377,2.2115365000328966,0.7536821882260833,0.7738848955436028,0.7936875228397826,-0.020202707317519497,0.019802627296179764,0.2324667051124189,0.23323606686283196,0.2339682848460671,0.21365532522014702,0.037534487541419186,0.03808211138840198,0.036975799841286495,-0.0011063115471154836,0.02947453447698393,26952.820824310795,6.162154783917483,6.252059911961352,6.070433268330265
nchs_mean_age,kappa_fert,uniform_birth_time,log(parameter),2.124809578462979,2.1681730392479377,2.2115365000328966,0.7536821882260833,0.7738848955436028,0.7936875228397826,-0.020202707317519497,0.019802627296179764,26.533143069721696,26.585140795182383,26.635531964584505,25.976263860992496,2.5593810388414417,2.5737998696637785,2.5446708988884117,-0.029128970775366803,0.011381255988577867,139.8280678447927,30.264404050072866,30.43490516550442,30.09045823566879
nchs_share30,kappa_fert,uniform_birth_time,log(parameter),2.124809578462979,2.1681730392479377,2.2115365000328966,0.7536821882260833,0.7738848955436028,0.7936875228397826,-0.020202707317519497,0.019802627296179764,0.26202252971335094,0.26516756649743256,0.2682186122910368,0.2492780130410667,0.1548814086300399,0.1556740259932535,0.15407277771635922,-0.0016012482768942848,0.010338544122614054,13866.065434728796,18.23794545486911,18.33127952488265,18.142725721091658
wealth_earnings,kappa_fert,uniform_birth_time,log(parameter),2.124809578462979,2.1681730392479377,2.2115365000328966,0.7536821882260833,0.7738848955436028,0.7936875228397826,-0.020202707317519497,0.019802627296179764,6.095547224097197,6.096876962747856,6.098166780471873,6.14586139445743,0.06548017658073099,0.06581982452945134,0.06513366659514354,-0.0006861579343078045,0.010478865057149553,7.595098472533724,0.1804581689445322,0.18139421173049314,0.1795032149296631
bequest_wealth,kappa_fert,uniform_birth_time,log(parameter),2.124809578462979,2.1681730392479377,2.2115365000328966,0.7536821882260833,0.7738848955436028,0.7936875228397826,-0.020202707317519497,0.019802627296179764,0.012370253555109904,0.012368034993361301,0.012365884555374832,0.0088,-0.00010921042849059906,-0.0001098150715017587,-0.00010859356964639922,1.2215018553594822e-06,0.011184846284754118,5165289.256198347,-0.24820551929681603,-0.24957970795854248,-0.24680356737818002
old_dispersion,kappa_fert,uniform_birth_time,log(parameter),2.124809578462979,2.1681730392479377,2.2115365000328966,0.7536821882260833,0.7738848955436028,0.7936875228397826,-0.020202707317519497,0.019802627296179764,3.7298372371434545,3.7297557246748427,3.7296784592165757,3.51593508651872,-0.0039689188557473914,-0.004034729966170419,-0.0039017781383955136,0.00013295182777490512,0.03349824791262174,10.616361531535475,-0.012931832468549165,-0.01314626322047229,-0.012713069490476339
mean_rooms,kappa_fert,uniform_birth_time,log(parameter),2.124809578462979,2.1681730392479377,2.2115365000328966,0.7536821882260833,0.7738848955436028,0.7936875228397826,-0.020202707317519497,0.019802627296179764,6.24632852411444,6.246382336944046,6.2464328912567675,5.561097376118652,0.0026088306305977926,0.002663644469028078,0.0025529093673131737,-0.00011073510171490412,0.042446259414521695,128.02070205233477,0.029517936026796397,0.030138133964213883,0.028885207994239225
ownership_30_55,kappa_fert,uniform_birth_time,log(parameter),2.124809578462979,2.1681730392479377,2.2115365000328966,0.7536821882260833,0.7738848955436028,0.7936875228397826,-0.020202707317519497,0.019802627296179764,0.5747020108497197,0.5747683591158299,0.5748327447762339,0.6483340343191493,0.003267912336606846,0.0032841274719971336,0.003251369600660534,-3.275787133659967e-05,0.010024097332614796,2339.3623724673616,0.15805897016151152,0.15884324689137003,0.15725884839017817
first_birth_rooms,kappa_fert,uniform_birth_time,log(parameter),2.124809578462979,2.1681730392479377,2.2115365000328966,0.7536821882260833,0.7738848955436028,0.7936875228397826,-0.020202707317519497,0.019802627296179764,0.438600353997618,0.43884666342482603,0.4390790937645477,0.7202462623815278,0.011966898203764918,0.01219190197318014,0.011737348597500738,-0.0004545533756794024,0.03798422681797317,137.56527490029643,0.14035762371571203,0.14299665296660538,0.13766527715175605
family_rooms,kappa_fert,uniform_birth_time,log(parameter),2.124809578462979,2.1681730392479377,2.2115365000328966,0.7536821882260833,0.7738848955436028,0.7936875228397826,-0.020202707317519497,0.019802627296179764,0.16611162342455543,0.16621534127109694,0.16627132949382872,0.3470669317962507,0.0039921193214717396,0.00513385878988427,0.0028273128557333035,-0.0023065459341509663,0.5777747978987342,280.52808370152104,0.0668638971963268,0.0859868602877156,0.04735458559838615
recent_parent_ownership,kappa_fert,uniform_birth_time,log(parameter),2.124809578462979,2.1681730392479377,2.2115365000328966,0.7536821882260833,0.7738848955436028,0.7936875228397826,-0.020202707317519497,0.019802627296179764,-0.052432025905689905,-0.05324358594536549,-0.054004826882233625,0.16289550916123285,-0.03931478118433577,-0.0401708556640729,-0.03844141110583797,0.0017294445582349272,0.043989677829467146,27055.822957508266,-6.4667524612792,-6.607565193338463,-6.323094835963877
cps_childlessness,kappa_fert_continuation,uniform_birth_time,log(parameter),1.7353551744773008,1.7707705862013274,1.806185997925354,0.551212103962574,0.5714148112800935,0.5912174385762733,-0.020202707317519497,0.019802627296179764,0.18240334801307337,0.18058501851824132,0.17880462372952552,0.19827875100684264,-0.0899561100612696,-0.0900042487501274,-0.08990699880814661,9.724994198079262e-05,0.0010810821178745406,35532.3042455214,-16.956739690088394,-16.965813839864634,-16.947482211808225
cps_exactly_one,kappa_fert_continuation,uniform_birth_time,log(parameter),1.7353551744773008,1.7707705862013274,1.806185997925354,0.551212103962574,0.5714148112800935,0.5912174385762733,-0.020202707317519497,0.019802627296179764,0.23206549125757064,0.23323606686283196,0.23438276831971486,0.21365532522014702,0.05792420147263796,0.05794152174081214,0.05790653127648922,-3.4990464322919024e-05,0.0006040733136294974,26952.820824310795,9.509598201263206,9.512441724123894,9.506697229627171
nchs_mean_age,kappa_fert_continuation,uniform_birth_time,log(parameter),1.7353551744773008,1.7707705862013274,1.806185997925354,0.551212103962574,0.5714148112800935,0.5912174385762733,-0.020202707317519497,0.019802627296179764,26.627726176641485,26.585140795182383,26.543131931672008,25.976263860992496,-2.1145741133360914,-2.1079046877134178,-2.121378283904753,-0.013473596191335258,0.00637177770519399,139.8280678447927,-25.00461025092119,-24.925745014067722,-25.08506883219161
nchs_share30,kappa_fert_continuation,uniform_birth_time,log(parameter),1.7353551744773008,1.7707705862013274,1.806185997925354,0.551212103962574,0.5714148112800935,0.5912174385762733,-0.020202707317519497,0.019802627296179764,0.26765543295275546,0.26516756649743256,0.26271464035393455,0.2492780130410667,-0.12350334390476525,-0.12314520109715463,-0.12386872240792114,-0.0007235213107665145,0.005858313531368264,13866.065434728796,-14.54304470467076,-14.500871863862871,-14.586069579443537
wealth_earnings,kappa_fert_continuation,uniform_birth_time,log(parameter),1.7353551744773008,1.7707705862013274,1.806185997925354,0.551212103962574,0.5714148112800935,0.5912174385762733,-0.020202707317519497,0.019802627296179764,6.097852848012371,6.096876962747856,6.096014081680383,6.14586139445743,-0.04596302842468059,-0.04830467764432471,-0.043574069974005994,0.004730607670318715,0.10292201868444636,7.595098472533724,-0.12667045786654402,-0.13312385723950357,-0.12008667800819574
