f_c_y,control,K,rows
2016,0,-9,17
2016,0,-7,18
2016,0,-5,29
2016,0,-3,45
2016,0,-1,26
2016,0,1,19
2016,0,3,19
2017,0,-18,1
2017,0,-16,1
2017,0,-14,3
2017,0,-12,6
2017,0,-10,13
2017,0,-8,17
2017,0,-6,21
2017,0,-4,25
2017,0,-2,52
2017,0,0,40
2017,0,2,27
2018,0,-19,1
2018,0,-15,2
2018,0,-13,5
2018,0,-11,9
2018,0,-9,17
2018,0,-7,21
2018,0,-5,25
2018,0,-3,48
2018,0,-1,29
2018,0,1,33
2019,0,-22,1
2019,0,-16,1
2019,0,-12,4
2019,0,-10,6
2019,0,-8,3
2019,0,-6,9
2019,0,-4,9
2019,0,-2,15
2019,0,0,12
,1,,14051
