f_c_y,K,lastcohort,rows,unsupported
1975,5,0,246,0
1975,6,0,251,0
1975,7,0,256,0
1975,8,0,265,0
1975,9,0,267,0
1975,10,0,263,0
1975,11,0,256,0
1975,12,0,248,0
1975,13,0,236,0
1975,14,0,236,0
1975,15,0,321,0
1975,16,0,310,0
1975,17,0,295,0
1975,18,0,304,0
1975,19,0,314,0
1975,20,0,242,0
1975,21,0,174,0
1975,22,0,178,0
1975,24,0,176,0
1975,26,0,184,0
1975,28,0,166,0
1975,30,0,167,0
1975,32,0,163,0
1975,34,0,158,0
1975,36,0,150,0
1975,38,0,138,0
1975,40,0,132,0
1975,42,0,132,0
1975,44,0,126,0
1976,-6,0,20,0
1976,-5,0,22,0
1976,-4,0,27,0
1976,-3,0,41,0
1976,-2,0,53,0
1976,1,0,216,0
1976,2,0,214,0
1976,3,0,221,0
1976,4,0,221,0
1976,5,0,231,0
1976,6,0,233,0
1976,7,0,241,0
1976,8,0,246,0
1976,9,0,250,0
1976,10,0,248,0
1976,11,0,248,0
1976,12,0,237,0
1976,13,0,238,0
1976,14,0,303,0
1976,15,0,295,0
1976,16,0,295,0
1976,17,0,293,0
1976,18,0,306,0
1976,19,0,235,0
1976,20,0,179,0
1976,21,0,188,0
1976,23,0,182,0
1976,25,0,181,0
1976,27,0,178,0
1976,29,0,175,0
1976,31,0,167,0
1976,33,0,164,0
1976,35,0,151,0
1976,37,0,143,0
1976,39,0,144,0
1976,41,0,130,0
1976,43,0,122,0
1977,-7,0,14,0
1977,-6,0,19,0
1977,-5,0,26,0
1977,-4,0,30,0
1977,-3,0,40,0
1977,0,0,207,0
1977,1,0,227,0
1977,2,0,249,0
1977,3,0,259,0
1977,4,0,253,0
1977,5,0,253,0
1977,6,0,255,0
1977,7,0,257,0
1977,8,0,267,0
1977,9,0,272,0
1977,10,0,262,0
1977,11,0,256,0
1977,12,0,249,0
1977,13,0,334,0
1977,14,0,326,0
1977,15,0,322,0
1977,16,0,327,0
1977,17,0,350,0
1977,18,0,270,0
1977,19,0,204,0
1977,20,0,212,0
1977,22,0,208,0
1977,24,0,206,0
1977,26,0,198,0
1977,28,0,191,0
1977,30,0,179,0
1977,32,0,179,0
1977,34,0,167,0
1977,36,0,152,0
1977,38,0,152,0
1977,40,0,148,0
1977,42,0,136,0
1978,-8,0,14,1
1978,-7,0,17,1
1978,-6,0,22,1
1978,-5,0,32,1
1978,-4,0,37,1
1978,-1,0,188,1
1978,0,0,234,1
1978,1,0,270,1
1978,2,0,269,1
1978,3,0,260,1
1978,4,0,266,1
1978,5,0,270,1
1978,6,0,274,1
1978,7,0,270,1
1978,8,0,257,1
1978,9,0,253,1
1978,10,0,243,1
1978,11,0,243,1
1978,12,0,294,1
1978,13,0,289,1
1978,14,0,285,1
1978,15,0,296,1
1978,16,0,348,1
1978,17,0,285,1
1978,18,0,211,1
1978,19,0,204,1
1978,21,0,211,1
1978,23,0,207,1
1978,25,0,183,1
1978,27,0,180,1
1978,29,0,164,1
1978,31,0,162,1
1978,33,0,156,1
1978,35,0,157,1
1978,37,0,151,1
1978,39,0,147,1
1978,41,0,139,1
1979,-9,0,17,0
1979,-8,0,17,0
1979,-7,0,22,0
1979,-6,0,39,0
1979,-5,0,43,0
1979,-2,0,175,0
1979,-1,0,215,0
1979,0,0,289,0
1979,1,0,307,0
1979,2,0,312,0
1979,3,0,315,0
1979,4,0,318,0
1979,5,0,325,0
1979,6,0,317,0
1979,7,0,308,0
1979,8,0,302,0
1979,9,0,304,0
1979,10,0,302,0
1979,11,0,358,0
1979,12,0,342,0
1979,13,0,335,0
1979,14,0,342,0
1979,15,0,374,0
1979,16,0,317,0
1979,17,0,232,0
1979,18,0,245,0
1979,20,0,239,0
1979,22,0,229,0
1979,24,0,206,0
1979,26,0,205,0
1979,28,0,204,0
1979,30,0,198,0
1979,32,0,189,0
1979,34,0,180,0
1979,36,0,170,0
1979,38,0,159,0
1979,40,0,152,0
1980,-10,0,10,0
1980,-9,0,14,0
1980,-8,0,18,0
1980,-7,0,18,0
1980,-6,0,26,0
1980,-3,0,127,0
1980,-2,0,158,0
1980,-1,0,225,0
1980,0,0,278,0
1980,1,0,290,0
1980,2,0,284,0
1980,3,0,293,0
1980,4,0,300,0
1980,5,0,306,0
1980,6,0,300,0
1980,7,0,298,0
1980,8,0,293,0
1980,9,0,273,0
1980,10,0,378,0
1980,11,0,372,0
1980,12,0,362,0
1980,13,0,356,0
1980,14,0,382,0
1980,15,0,305,0
1980,16,0,203,0
1980,17,0,212,0
1980,19,0,213,0
1980,21,0,213,0
1980,23,0,206,0
1980,25,0,192,0
1980,27,0,183,0
1980,29,0,184,0
1980,31,0,179,0
1980,33,0,172,0
1980,35,0,165,0
1980,37,0,158,0
1980,39,0,142,0
1981,-11,0,8,0
1981,-10,0,8,0
1981,-9,0,15,0
1981,-8,0,18,0
1981,-7,0,22,0
1981,-4,0,86,0
1981,-3,0,105,0
1981,-2,0,158,0
1981,-1,0,196,0
1981,0,0,236,0
1981,1,0,242,0
1981,2,0,246,0
1981,3,0,253,0
1981,4,0,253,0
1981,5,0,256,0
1981,6,0,245,0
1981,7,0,247,0
1981,8,0,243,0
1981,9,0,318,0
1981,10,0,303,0
1981,11,0,311,0
1981,12,0,311,0
1981,13,0,338,0
1981,14,0,273,0
1981,15,0,210,0
1981,16,0,235,0
1981,18,0,231,0
1981,20,0,223,0
1981,22,0,219,0
1981,24,0,211,0
1981,26,0,195,0
1981,28,0,192,0
1981,30,0,180,0
1981,32,0,178,0
1981,34,0,174,0
1981,36,0,156,0
1981,38,0,146,0
1982,-12,0,8,0
1982,-11,0,10,0
1982,-10,0,15,0
1982,-9,0,19,0
1982,-8,0,22,0
1982,-5,0,84,0
1982,-4,0,101,0
1982,-3,0,156,0
1982,-2,0,195,0
1982,-1,0,233,0
1982,0,0,278,0
1982,1,0,303,0
1982,2,0,312,0
1982,3,0,312,0
1982,4,0,309,0
1982,5,0,311,0
1982,6,0,307,0
1982,7,0,297,0
1982,8,0,375,0
1982,9,0,360,0
1982,10,0,349,0
1982,11,0,346,0
1982,12,0,380,0
1982,13,0,306,0
1982,14,0,225,0
1982,15,0,228,0
1982,17,0,226,0
1982,19,0,233,0
1982,21,0,221,0
1982,23,0,221,0
1982,25,0,213,0
1982,27,0,207,0
1982,29,0,194,0
1982,31,0,193,0
1982,33,0,173,0
1982,35,0,171,0
1982,37,0,158,0
1983,-13,0,4,0
1983,-12,0,6,0
1983,-11,0,6,0
1983,-10,0,14,0
1983,-9,0,18,0
1983,-6,0,76,0
1983,-5,0,96,0
1983,-4,0,154,0
1983,-3,0,182,0
1983,-2,0,219,0
1983,-1,0,265,0
1983,0,0,315,0
1983,1,0,331,0
1983,2,0,322,0
1983,3,0,329,0
1983,4,0,324,0
1983,5,0,325,0
1983,6,0,319,0
1983,7,0,390,0
1983,8,0,385,0
1983,9,0,385,0
1983,10,0,379,0
1983,11,0,402,0
1983,12,0,327,0
1983,13,0,254,0
1983,14,0,256,0
1983,16,0,254,0
1983,18,0,259,0
1983,20,0,257,0
1983,22,0,251,0
1983,24,0,246,0
1983,26,0,231,0
1983,28,0,228,0
1983,30,0,209,0
1983,32,0,201,0
1983,34,0,190,0
1983,36,0,186,0
1984,-14,0,1,0
1984,-13,0,4,0
1984,-12,0,5,0
1984,-11,0,9,0
1984,-10,0,11,0
1984,-7,0,46,0
1984,-6,0,54,0
1984,-5,0,101,0
1984,-4,0,130,0
1984,-3,0,153,0
1984,-2,0,187,0
1984,-1,0,225,0
1984,0,0,268,0
1984,1,0,280,0
1984,2,0,280,0
1984,3,0,279,0
1984,4,0,286,0
1984,5,0,284,0
1984,6,0,362,0
1984,7,0,359,0
1984,8,0,349,0
1984,9,0,347,0
1984,10,0,383,0
1984,11,0,305,0
1984,12,0,205,0
1984,13,0,216,0
1984,15,0,224,0
1984,17,0,220,0
1984,19,0,208,0
1984,21,0,205,0
1984,23,0,202,0
1984,25,0,188,0
1984,27,0,181,0
1984,29,0,170,0
1984,31,0,155,0
1984,33,0,156,0
1984,35,0,140,0
1985,-15,0,2,0
1985,-14,0,2,0
1985,-13,0,3,0
1985,-12,0,4,0
1985,-11,0,5,0
1985,-8,0,22,0
1985,-7,0,30,0
1985,-6,0,62,0
1985,-5,0,85,0
1985,-4,0,112,0
1985,-3,0,140,0
1985,-2,0,170,0
1985,-1,0,197,0
1985,0,0,225,0
1985,1,0,243,0
1985,2,0,241,0
1985,3,0,224,0
1985,4,0,218,0
1985,5,0,292,0
1985,6,0,292,0
1985,7,0,303,0
1985,8,0,292,0
1985,9,0,304,0
1985,10,0,219,0
1985,11,0,175,0
1985,12,0,197,0
1985,14,0,186,0
1985,16,0,186,0
1985,18,0,175,0
1985,20,0,175,0
1985,22,0,176,0
1985,24,0,177,0
1985,26,0,156,0
1985,28,0,150,0
1985,30,0,150,0
1985,32,0,139,0
1985,34,0,138,0
1986,-16,0,8,0
1986,-15,0,9,0
1986,-14,0,11,0
1986,-13,0,13,0
1986,-12,0,16,0
1986,-9,0,36,0
1986,-8,0,49,0
1986,-7,0,84,0
1986,-6,0,107,0
1986,-5,0,122,0
1986,-4,0,143,0
1986,-3,0,175,0
1986,-2,0,206,0
1986,-1,0,244,0
1986,0,0,286,0
1986,1,0,297,0
1986,2,0,294,0
1986,3,0,294,0
1986,4,0,366,0
1986,5,0,362,0
1986,6,0,354,0
1986,7,0,339,0
1986,8,0,350,0
1986,9,0,280,0
1986,10,0,206,0
1986,11,0,217,0
1986,13,0,217,0
1986,15,0,215,0
1986,17,0,206,0
1986,19,0,193,0
1986,21,0,188,0
1986,23,0,196,0
1986,25,0,186,0
1986,27,0,171,0
1986,29,0,158,0
1986,31,0,159,0
1986,33,0,151,0
1987,-17,0,4,0
1987,-16,0,3,0
1987,-15,0,3,0
1987,-14,0,6,0
1987,-13,0,7,0
1987,-10,0,29,0
1987,-9,0,35,0
1987,-8,0,80,0
1987,-7,0,96,0
1987,-6,0,110,0
1987,-5,0,123,0
1987,-4,0,151,0
1987,-3,0,177,0
1987,-2,0,209,0
1987,-1,0,236,0
1987,0,0,270,0
1987,1,0,289,0
1987,2,0,305,0
1987,3,0,368,0
1987,4,0,371,0
1987,5,0,366,0
1987,6,0,361,0
1987,7,0,365,0
1987,8,0,299,0
1987,9,0,216,0
1987,10,0,231,0
1987,12,0,244,0
1987,14,0,238,0
1987,16,0,231,0
1987,18,0,230,0
1987,20,0,220,0
1987,22,0,206,0
1987,24,0,192,0
1987,26,0,187,0
1987,28,0,174,0
1987,30,0,168,0
1987,32,0,163,0
1988,-18,0,1,0
1988,-17,0,1,0
1988,-16,0,1,0
1988,-15,0,3,0
1988,-14,0,5,0
1988,-11,0,22,0
1988,-10,0,29,0
1988,-9,0,56,0
1988,-8,0,67,0
1988,-7,0,83,0
1988,-6,0,97,0
1988,-5,0,119,0
1988,-4,0,148,0
1988,-3,0,172,0
1988,-2,0,192,0
1988,-1,0,228,0
1988,0,0,273,0
1988,1,0,289,0
1988,2,0,367,0
1988,3,0,347,0
1988,4,0,356,0
1988,5,0,342,0
1988,6,0,372,0
1988,7,0,295,0
1988,8,0,220,0
1988,9,0,228,0
1988,11,0,235,0
1988,13,0,240,0
1988,15,0,241,0
1988,17,0,228,0
1988,19,0,230,0
1988,21,0,232,0
1988,23,0,209,0
1988,25,0,205,0
1988,27,0,195,0
1988,29,0,188,0
1988,31,0,180,0
1989,-19,0,1,0
1989,-18,0,2,0
1989,-17,0,3,0
1989,-16,0,6,0
1989,-15,0,8,0
1989,-12,0,26,0
1989,-11,0,31,0
1989,-10,0,52,0
1989,-9,0,66,0
1989,-8,0,82,0
1989,-7,0,94,0
1989,-6,0,106,0
1989,-5,0,129,0
1989,-4,0,145,0
1989,-3,0,166,0
1989,-2,0,188,0
1989,-1,0,210,0
1989,0,0,251,0
1989,1,0,348,0
1989,2,0,346,0
1989,3,0,357,0
1989,4,0,351,0
1989,5,0,359,0
1989,6,0,277,0
1989,7,0,212,0
1989,8,0,213,0
1989,10,0,220,0
1989,12,0,219,0
1989,14,0,220,0
1989,16,0,228,0
1989,18,0,223,0
1989,20,0,218,0
1989,22,0,213,0
1989,24,0,199,0
1989,26,0,195,0
1989,28,0,188,0
1989,30,0,179,0
1990,-20,0,1,0
1990,-19,0,1,0
1990,-18,0,1,0
1990,-17,0,2,0
1990,-16,0,3,0
1990,-13,0,16,0
1990,-12,0,20,0
1990,-11,0,38,0
1990,-10,0,45,0
1990,-9,0,54,0
1990,-8,0,59,0
1990,-7,0,76,0
1990,-6,0,85,0
1990,-5,0,93,0
1990,-4,0,98,0
1990,-3,0,119,0
1990,-2,0,142,0
1990,-1,0,184,0
1990,0,0,277,0
1990,1,0,317,0
1990,2,0,327,0
1990,3,0,323,0
1990,4,0,347,0
1990,5,0,276,0
1990,6,0,216,0
1990,7,0,222,0
1990,9,0,236,0
1990,11,0,241,0
1990,13,0,230,0
1990,15,0,229,0
1990,17,0,227,0
1990,19,0,240,0
1990,21,0,220,0
1990,23,0,200,0
1990,25,0,185,0
1990,27,0,181,0
1990,29,0,184,0
1991,-19,0,1,0
1991,-18,0,1,0
1991,-17,0,2,0
1991,-14,0,8,0
1991,-13,0,12,0
1991,-12,0,32,0
1991,-11,0,43,0
1991,-10,0,50,0
1991,-9,0,63,0
1991,-8,0,80,0
1991,-7,0,91,0
1991,-6,0,102,0
1991,-5,0,119,0
1991,-4,0,133,0
1991,-3,0,154,0
1991,-2,0,180,0
1991,-1,0,260,0
1991,0,0,321,0
1991,1,0,332,0
1991,2,0,345,0
1991,3,0,371,0
1991,4,0,292,0
1991,5,0,233,0
1991,6,0,236,0
1991,8,0,248,0
1991,10,0,246,0
1991,12,0,243,0
1991,14,0,219,0
1991,16,0,219,0
1991,18,0,228,0
1991,20,0,217,0
1991,22,0,218,0
1991,24,0,208,0
1991,26,0,194,0
1991,28,0,181,0
1992,-21,0,1,0
1992,-20,0,1,0
1992,-19,0,1,0
1992,-18,0,1,0
1992,-15,0,6,0
1992,-14,0,7,0
1992,-13,0,24,0
1992,-12,0,37,0
1992,-11,0,49,0
1992,-10,0,54,0
1992,-9,0,64,0
1992,-8,0,71,0
1992,-7,0,86,0
1992,-6,0,95,0
1992,-5,0,106,0
1992,-4,0,119,0
1992,-3,0,140,0
1992,-2,0,207,0
1992,-1,0,259,0
1992,0,0,320,0
1992,1,0,353,0
1992,2,0,370,0
1992,3,0,290,0
1992,4,0,226,0
1992,5,0,243,0
1992,7,0,253,0
1992,9,0,250,0
1992,11,0,242,0
1992,13,0,241,0
1992,15,0,235,0
1992,17,0,236,0
1992,19,0,232,0
1992,21,0,209,0
1992,23,0,201,0
1992,25,0,200,0
1992,27,0,187,0
1993,-23,0,1,0
1993,-22,0,1,0
1993,-21,0,2,0
1993,-20,0,2,0
1993,-19,0,3,0
1993,-16,0,6,0
1993,-15,0,10,0
1993,-14,0,23,0
1993,-13,0,26,0
1993,-12,0,35,0
1993,-11,0,41,0
1993,-10,0,50,0
1993,-9,0,54,0
1993,-8,0,66,0
1993,-7,0,75,0
1993,-6,0,83,0
1993,-5,0,91,0
1993,-4,0,109,0
1993,-3,0,175,0
1993,-2,0,218,0
1993,-1,0,260,0
1993,0,0,333,0
1993,1,0,390,0
1993,2,0,291,0
1993,3,0,257,0
1993,4,0,259,0
1993,6,0,262,0
1993,8,0,268,0
1993,10,0,269,0
1993,12,0,266,0
1993,14,0,261,0
1993,16,0,253,0
1993,18,0,242,0
1993,20,0,249,0
1993,22,0,241,0
1993,24,0,230,0
1993,26,0,213,0
1994,-17,0,4,0
1994,-16,0,7,0
1994,-15,0,14,0
1994,-14,0,21,0
1994,-13,0,28,0
1994,-12,0,40,0
1994,-11,0,48,0
1994,-10,0,57,0
1994,-9,0,63,0
1994,-8,0,76,0
1994,-7,0,83,0
1994,-6,0,90,0
1994,-5,0,102,0
1994,-4,0,139,0
1994,-3,0,171,0
1994,-2,0,209,0
1994,-1,0,262,0
1994,0,0,335,0
1994,1,0,280,0
1994,2,0,217,0
1994,3,0,239,0
1994,5,0,236,0
1994,7,0,251,0
1994,9,0,242,0
1994,11,0,234,0
1994,13,0,240,0
1994,15,0,234,0
1994,17,0,223,0
1994,19,0,217,0
1994,21,0,214,0
1994,23,0,212,0
1994,25,0,200,0
1995,-21,0,1,0
1995,-18,0,5,0
1995,-17,0,5,0
1995,-16,0,14,0
1995,-15,0,13,0
1995,-14,0,16,0
1995,-13,0,23,0
1995,-12,0,26,0
1995,-11,0,37,0
1995,-10,0,46,0
1995,-9,0,55,0
1995,-8,0,65,0
1995,-7,0,73,0
1995,-6,0,81,0
1995,-5,0,95,0
1995,-4,0,110,0
1995,-3,0,126,0
1995,-2,0,164,0
1995,-1,0,205,0
1995,0,0,237,0
1995,1,0,212,0
1995,2,0,235,0
1995,4,0,262,0
1995,6,0,257,0
1995,8,0,251,0
1995,10,0,253,0
1995,12,0,240,0
1995,14,0,254,0
1995,16,0,242,0
1995,18,0,239,0
1995,20,0,226,0
1995,22,0,215,0
1995,24,0,208,0
1996,-19,0,3,0
1996,-18,0,4,0
1996,-17,0,9,0
1996,-16,0,10,0
1996,-15,0,12,0
1996,-14,0,20,0
1996,-13,0,21,0
1996,-12,0,25,0
1996,-11,0,32,0
1996,-10,0,35,0
1996,-9,0,42,0
1996,-8,0,53,0
1996,-7,0,61,0
1996,-6,0,67,0
1996,-5,0,74,0
1996,-4,0,86,0
1996,-3,0,119,0
1996,-2,0,150,0
1996,-1,0,156,0
1996,0,0,179,0
1996,1,0,197,0
1996,3,0,230,0
1996,5,0,229,0
1996,7,0,232,0
1996,9,0,229,0
1996,11,0,227,0
1996,13,0,231,0
1996,15,0,218,0
1996,17,0,199,0
1996,19,0,186,0
1996,21,0,196,0
1996,23,0,172,0
1997,-20,0,2,0
1997,-19,0,2,0
1997,-18,0,7,0
1997,-17,0,10,0
1997,-16,0,12,0
1997,-15,0,13,0
1997,-14,0,20,0
1997,-13,0,21,0
1997,-12,0,23,0
1997,-11,0,31,0
1997,-10,0,31,0
1997,-9,0,37,0
1997,-8,0,45,0
1997,-7,0,55,0
1997,-6,0,61,0
1997,-5,0,70,0
1997,-4,0,85,0
1997,-3,0,109,0
1997,-2,0,122,0
1997,-1,0,134,0
1997,0,0,188,0
1997,2,0,221,0
1997,4,0,244,0
1997,6,0,239,0
1997,8,0,241,0
1997,10,0,237,0
1997,12,0,235,0
1997,14,0,228,0
1997,16,0,217,0
1997,18,0,211,0
1997,20,0,211,0
1997,22,0,186,0
1998,-20,0,2,0
1998,-19,0,7,0
1998,-18,0,7,0
1998,-17,0,8,0
1998,-16,0,11,0
1998,-15,0,12,0
1998,-14,0,16,0
1998,-13,0,21,0
1998,-12,0,25,0
1998,-11,0,29,0
1998,-10,0,32,0
1998,-9,0,38,0
1998,-8,0,41,0
1998,-7,0,44,0
1998,-6,0,51,0
1998,-5,0,61,0
1998,-4,0,83,0
1998,-3,0,91,0
1998,-2,0,108,0
1998,-1,0,135,0
1998,1,0,181,0
1998,3,0,192,0
1998,5,0,203,0
1998,7,0,195,0
1998,9,0,192,0
1998,11,0,208,0
1998,13,0,195,0
1998,15,0,185,0
1998,17,0,178,0
1998,19,0,180,0
1998,21,0,157,0
1999,-22,0,1,0
1999,-21,0,1,0
1999,-20,0,4,0
1999,-19,0,4,0
1999,-18,0,5,0
1999,-17,0,7,0
1999,-16,0,8,0
1999,-15,0,12,0
1999,-14,0,12,0
1999,-13,0,15,0
1999,-12,0,16,0
1999,-11,0,18,0
1999,-10,0,23,0
1999,-9,0,25,0
1999,-8,0,33,0
1999,-7,0,34,0
1999,-6,0,49,0
1999,-5,0,62,0
1999,-4,0,68,0
1999,-3,0,80,0
1999,-2,0,114,0
1999,0,0,200,0
1999,2,0,226,0
1999,4,0,249,0
1999,6,0,242,0
1999,8,0,244,0
1999,10,0,248,0
1999,12,0,240,0
1999,14,0,220,0
1999,16,0,204,0
1999,18,0,224,0
1999,20,0,206,0
2000,-21,0,1,0
2000,-20,0,2,0
2000,-19,0,4,0
2000,-18,0,8,0
2000,-17,0,11,0
2000,-16,0,13,0
2000,-15,0,16,0
2000,-14,0,17,0
2000,-13,0,19,0
2000,-12,0,27,0
2000,-11,0,26,0
2000,-10,0,33,0
2000,-9,0,39,0
2000,-8,0,44,0
2000,-7,0,57,0
2000,-6,0,77,0
2000,-5,0,86,0
2000,-4,0,95,0
2000,-3,0,125,0
2000,-1,0,182,0
2000,1,0,230,0
2000,3,0,265,0
2000,5,0,251,0
2000,7,0,252,0
2000,9,0,250,0
2000,11,0,242,0
2000,13,0,228,0
2000,15,0,228,0
2000,17,0,245,0
2000,19,0,228,0
2001,-27,0,1,0
2001,-24,0,2,0
2001,-23,0,2,0
2001,-22,0,4,0
2001,-21,0,5,0
2001,-20,0,4,0
2001,-19,0,4,0
2001,-18,0,4,0
2001,-17,0,6,0
2001,-16,0,9,0
2001,-15,0,14,0
2001,-14,0,17,0
2001,-13,0,23,0
2001,-12,0,26,0
2001,-11,0,33,0
2001,-10,0,39,0
2001,-9,0,43,0
2001,-8,0,52,0
2001,-7,0,66,0
2001,-6,0,73,0
2001,-5,0,84,0
2001,-4,0,112,0
2001,-2,0,162,0
2001,0,0,223,0
2001,2,0,257,0
2001,4,0,256,0
2001,6,0,242,0
2001,8,0,265,0
2001,10,0,261,0
2001,12,0,240,0
2001,14,0,230,0
2001,16,0,247,0
2001,18,0,216,0
2002,-23,0,1,0
2002,-22,0,1,0
2002,-21,0,2,0
2002,-20,0,4,0
2002,-19,0,4,0
2002,-18,0,5,0
2002,-17,0,7,0
2002,-16,0,8,0
2002,-15,0,12,0
2002,-14,0,15,0
2002,-13,0,18,0
2002,-12,0,21,0
2002,-11,0,25,0
2002,-10,0,34,0
2002,-9,0,46,0
2002,-8,0,55,0
2002,-7,0,66,0
