event_time,cohort_group,estimation_observations,longitudinal_weight
-3,1998,18,571.1100006103516
-2,1998,22,702.6020011901855
-1,1998,29,1093.821010112762
1,1998,31,1154.786008358002
3,1998,29,1107.310008525848
5,1998,29,1135.939006328583
7,1998,30,1194.230006694794
9,1998,28,1155.158004760742
11,1998,26,1117.897004127502
13,1998,24,1066.449998855591
15,1998,22,933.253999710083
17,1998,22,1083.93599653244
19,1998,21,1002.210995674133
21,1998,20,1073.40901184082
-14,1999,2,64.59999847412109
-13,1999,1,32.29999923706055
-12,1999,1,32.29999923706055
-11,1999,3,85.39999771118164
-10,1999,2,58.59999847412109
-9,1999,3,96.35400009155273
-8,1999,5,164.318000793457
-7,1999,4,116.0620002746582
-6,1999,8,221.3779983520508
-5,1999,10,293.0150012969971
-4,1999,12,349.4039993286133
-3,1999,14,380.4390029907227
-2,1999,20,608.2009992599487
0,1999,47,1437.084992408752
2,1999,44,1382.178990602493
4,1999,42,1393.345006227493
6,1999,45,1454.275004386902
8,1999,46,1577.953986406326
10,1999,40,1334.553984880447
12,1999,38,1370.077004909515
14,1999,38,1383.501012325287
16,1999,33,1221.761012554169
18,1999,32,1141.778011798859
20,1999,26,1059.655990123749
-15,2000,3,105.5999984741211
-13,2000,3,105.5999984741211
-12,2000,6,212.0999946594238
-11,2000,5,200.5999984741211
-10,2000,7,277.4850006103516
-9,2000,8,297.1780014038086
-8,2000,9,354.6430015563965
-7,2000,13,479.846001625061
-6,2000,15,488.9949998855591
-5,2000,17,573.262001991272
-4,2000,19,638.9490022659302
-3,2000,24,931.2049932479858
-1,2000,40,1359.499994754791
1,2000,37,1303.550993442535
3,2000,40,1461.104998469353
5,2000,40,1461.104998469353
7,2000,38,1497.365005016327
9,2000,39,1499.237004995346
11,2000,38,1536.959010362625
13,2000,36,1477.609009981155
15,2000,36,1655.649992346764
17,2000,36,1646.181993842125
19,2000,32,1632.068990707397
-16,2001,1,33.59999847412109
-15,2001,2,64.49999809265137
-14,2001,1,33.59999847412109
-13,2001,1,33.59999847412109
-12,2001,1,37.09999847412109
-11,2001,2,71.27400207519531
-10,2001,2,71.27400207519531
-9,2001,2,71.27400207519531
-8,2001,5,160.5250000953674
-7,2001,9,298.3129982948303
-6,2001,10,330.4129967689514
-5,2001,15,479.6779980659485
-4,2001,21,833.2499952316284
-2,2001,31,1035.523998737335
0,2001,51,1592.54299902916
2,2001,49,1647.427996873856
4,2001,48,1580.75399518013
6,2001,46,1641.565997362137
8,2001,46,1605.52499628067
10,2001,43,1660.273009777069
12,2001,44,1655.044005632401
14,2001,39,1487.345989823341
16,2001,41,1581.421990036964
18,2001,40,1692.75799715519
-17,2002,1,33.59999847412109
-16,2002,1,33.59999847412109
-15,2002,1,33.59999847412109
-14,2002,1,33.59999847412109
-13,2002,1,37.09999847412109
-12,2002,2,80.92600250244141
-11,2002,2,80.92600250244141
-10,2002,2,80.92600250244141
-9,2002,6,176.0119981765747
-8,2002,7,207.362998008728
-7,2002,8,233.0159978866577
-6,2002,13,358.7640008926392
-5,2002,13,472.1330032348633
-3,2002,22,699.2999992370605
-1,2002,31,934.8230032324791
1,2002,32,1014.070005476475
3,2002,31,942.454006254673
5,2002,29,939.3529995679855
7,2002,30,940.0459995865822
9,2002,30,1060.50899541378
11,2002,29,1031.196996331215
13,2002,26,963.673004090786
15,2002,22,844.3620032668114
17,2002,23,809.4330062866211
-17,2003,1,40.29999923706055
-16,2003,1,40.29999923706055
-15,2003,2,71.89999961853027
-14,2003,3,129.1000022888184
-13,2003,3,129.1490020751953
-12,2003,4,149.8440017700195
-11,2003,6,209.415002822876
-10,2003,7,301.3260021209717
-9,2003,9,345.105001449585
-8,2003,10,346.4670028686523
-7,2003,11,440.0630054473877
-6,2003,12,582.1790008544922
-4,2003,19,738.3849968910217
-2,2003,34,1150.065003037453
0,2003,40,1410.227003455162
2,2003,37,1400.387002646923
4,2003,41,1431.112001955509
6,2003,41,1431.112001955509
8,2003,40,1494.834998607635
10,2003,36,1331.287001371384
12,2003,35,1417.784002184868
14,2003,40,1609.620003223419
16,2003,39,1735.492002129555
-17,2004,1,30.29999923706055
-15,2004,1,33.40000152587891
-14,2004,2,50.75399971008301
-13,2004,2,50.75399971008301
-12,2004,2,69.04700088500977
-11,2004,5,143.8900003433228
-10,2004,8,203.6690000593662
-9,2004,9,234.5320009291172
-8,2004,9,201.9849995672703
-7,2004,13,330.0970059931278
-5,2004,20,592.9110088348389
-3,2004,33,972.997012168169
-1,2004,53,1547.000991344452
1,2004,49,1449.000991016626
3,2004,50,1575.88400092721
5,2004,48,1448.226004034281
7,2004,47,1474.987992465496
9,2004,45,1395.554996669292
11,2004,44,1521.591994643211
13,2004,44,1545.842990875244
15,2004,40,1504.474998652935
-14,2005,1,37.12200164794922
-13,2005,3,116.5630035400391
-12,2005,4,145.931999206543
-11,2005,8,230.8240003585815
-10,2005,7,228.4680004119873
-9,2005,10,362.9460020065308
-8,2005,14,519.6650032997131
-6,2005,25,818.875005364418
-4,2005,31,1003.503999352455
-2,2005,50,1608.663008928299
0,2005,70,2225.057005763054
2,2005,64,2211.502992153168
4,2005,65,2146.882994651794
6,2005,59,2201.27298861742
8,2005,54,2032.290990889072
10,2005,45,1809.797006368637
12,2005,45,1826.067004680634
14,2005,44,2027.819995641708
-15,2006,1,37.12099838256836
-14,2006,1,37.12099838256836
-13,2006,1,39.59700012207031
-12,2006,2,42.11500000953674
-11,2006,3,45.58100008964539
-10,2006,4,100.2849986553192
-9,2006,5,141.5650005340576
-7,2006,9,248.8459985256195
-5,2006,18,416.4909980297089
-3,2006,30,762.2280011177063
-1,2006,43,1046.979999303818
1,2006,40,1052.12400329113
3,2006,41,1068.852003931999
5,2006,36,1040.194993257523
7,2006,35,958.1499917507172
9,2006,33,1046.981995820999
11,2006,35,1069.297997713089
13,2006,33,1174.082993268967
-14,2007,1,20.23600006103516
-13,2007,2,35.03600025177002
-12,2007,3,78.9290018081665
-11,2007,4,104.842001914978
-10,2007,5,184.3880023956299
-8,2007,9,287.0410013198853
-6,2007,17,448.3509976863861
-4,2007,29,787.3729985952377
-2,2007,38,1083.215994715691
0,2007,55,1504.294990897179
2,2007,51,1407.9919911623
4,2007,46,1211.474999427795
6,2007,47,1336.924004793167
8,2007,47,1408.454994559288
10,2007,42,1198.717998385429
12,2007,40,1290.680995225906
-22,2008,1,6.800000190734863
-21,2008,1,6.800000190734863
-20,2008,1,6.800000190734863
-19,2008,1,8
-18,2008,1,8.02299976348877
-17,2008,1,8.02299976348877
-16,2008,1,8.02299976348877
-15,2008,2,38.89199924468994
-14,2008,2,38.89199924468994
-13,2008,2,38.89199924468994
-12,2008,3,84.2790002822876
-11,2008,4,149.4320001602173
-9,2008,7,205.5639982223511
-7,2008,13,336.8019990921021
-5,2008,21,558.7140009403229
-3,2008,37,887.1840012073517
-1,2008,47,1159.714999914169
1,2008,49,1271.650998473167
3,2008,47,1231.135998606682
5,2008,47,1233.586995005608
7,2008,45,1292.66400718689
9,2008,40,1145.616005897522
11,2008,41,1317.682006120682
-15,2009,1,57.39300155639648
-14,2009,2,63.49500179290771
-13,2009,2,63.49500179290771
-12,2009,3,97.44000053405762
-10,2009,7,233.0629978179932
-8,2009,13,394.2569961547852
-6,2009,16,487.5410022735596
-4,2009,29,712.5690002441406
-2,2009,47,1200.159993648529
0,2009,69,1593.180997133255
2,2009,63,1692.290009856224
4,2009,60,1548.34900867939
6,2009,62,1764.076007246971
8,2009,59,1586.719006299973
10,2009,54,1644.982003450394
-17,2010,2,85.57699966430664
-16,2010,2,85.57699966430664
-15,2010,2,85.57699966430664
-14,2010,2,85.57699966430664
-13,2010,3,138.7299995422363
-11,2010,7,202.2729986906052
-9,2010,11,285.0319985151291
-7,2010,20,476.4169999361038
-5,2010,32,721.4469994306564
-3,2010,46,1056.569001913071
-1,2010,63,1376.062003433704
1,2010,61,1450.049000740051
3,2010,60,1428.757999897003
5,2010,53,1331.780004024506
7,2010,57,1452.377003788948
9,2010,53,1488.589999914169
-18,2011,1,22.89999961853027
-17,2011,1,22.89999961853027
-16,2011,1,22.89999961853027
-15,2011,1,22.89999961853027
-14,2011,1,27.42600059509277
-12,2011,3,75.53499984741211
-10,2011,4,78.20099973678589
-8,2011,5,134.8290009498596
-6,2011,9,192.8699996471405
-4,2011,16,412.6939988136292
-2,2011,29,802.2720031738281
0,2011,42,1100.378005027771
2,2011,38,1011.298004627228
4,2011,38,1078.864003658295
6,2011,40,1141.014002799988
8,2011,31,874.0940022468567
-16,2012,1,26.40900039672852
-11,2012,5,193.1139984130859
-9,2012,7,270.8309993743896
-7,2012,16,459.3539971113205
-5,2012,28,823.9109969139099
-3,2012,37,1100.695996403694
-1,2012,56,1471.146992206573
1,2012,53,1397.285992145538
3,2012,52,1442.585991501808
5,2012,49,1384.998992562294
7,2012,49,1483.177002191544
-14,2013,2,88.89100074768066
-12,2013,2,88.89100074768066
-10,2013,3,62.49299907684326
-8,2013,11,311.6320009827614
-6,2013,18,476.364008128643
-4,2013,30,806.8739977478981
-2,2013,38,956.344003200531
0,2013,55,1310.398001194
2,2013,45,1166.498004794121
4,2013,45,1099.924998879433
6,2013,42,1178.645996212959
-15,2014,1,33.31600189208984
-13,2014,1,33.31600189208984
-11,2014,5,130.0590000152588
-9,2014,9,204.0790015459061
-7,2014,15,426.6709997653961
-5,2014,19,497.2489993572235
-3,2014,32,843.2649986147881
-1,2014,48,1210.962000668049
1,2014,45,1257.448000431061
3,2014,46,1247.6840031147
5,2014,45,1298.801000118256
-18,2015,2,46.27199935913086
-16,2015,2,46.27199935913086
-14,2015,4,120.3740005493164
-12,2015,7,187.2829990386963
-10,2015,10,298.1690011024475
-8,2015,14,401.661001086235
-6,2015,21,510.4450000524521
-4,2015,32,889.3350042104721
-2,2015,43,1076.204005599022
0,2015,53,1377.201997041702
2,2015,52,1378.04399728775
4,2015,45,1388.229004144669
-13,2016,1,18.50300025939941
-11,2016,8,160.5560038089752
-9,2016,12,282.8129968643188
-7,2016,22,571.9549951553345
-5,2016,27,734.8460034132004
-3,2016,37,871.9560015201569
-1,2016,50,1195.120005846024
1,2016,45,1089.996005773544
3,2016,48,1289.786996394396
-16,2017,1,1.504999995231628
-14,2017,1,25.10400009155273
-12,2017,6,99.62099993228912
-10,2017,12,270.5169981718063
-8,2017,16,330.7059967517853
-6,2017,25,604.0369917154312
-4,2017,40,955.8679889440536
-2,2017,46,1153.638004541397
0,2017,56,1420.892001390457
2,2017,52,1448.120002269745
-17,2018,1,31.22100067138672
-15,2018,3,35.07199919223785
-13,2018,3,35.07199919223785
-11,2018,6,97.11599922180176
-9,2018,9,197.7819976806641
-7,2018,15,423.4709986448288
-5,2018,19,526.7549995183945
-3,2018,33,884.9900065660477
-1,2018,40,1006.366002440453
1,2018,41,1139.071001291275
-22,2019,1,15.37100028991699
-20,2019,1,16.51300048828125
-18,2019,1,16.51300048828125
-16,2019,2,46.57299995422363
-14,2019,2,46.57299995422363
-12,2019,5,105.7779979705811
-10,2019,4,73.7869987487793
-8,2019,6,149.3280000686646
-6,2019,8,200.0019998550415
-4,2019,10,294.5749988555908
-2,2019,12,327.2899980545044
0,2019,12,365.2620000839233
,never_treated,16031,472594.4545721412
