matrix_index,cohort_index,cohort,event_index,event,stata_interaction_name,estimate,marginal_variance
820,20,1989,17,F6event,o.__0000QB,                       0,                       0
821,21,1990,17,F6event,o.__0000QC,                       0,                       0
822,22,1991,17,F6event,__0000QD,     -.31951623779771088,      .33557120700287041
823,23,1992,17,F6event,__0000QE,     -.39238801503176701,      .13282593924116359
824,24,1993,17,F6event,__0000QF,     -.62321072506268116,      .36056146511887849
825,25,1994,17,F6event,__0000QG,     -.68386558532675057,      .17698535564487691
826,26,1995,17,F6event,__0000QH,      -.3643781107069512,      .19355480886514159
827,27,1996,17,F6event,__0000QI,        -.02679840855727,       .1364209895317724
828,28,1997,17,F6event,__0000QJ,      -1.341897627787102,      .33542893519298678
829,29,1998,17,F6event,__0000QK,      .20461563439168451,      .22510786805580529
830,30,1999,17,F6event,__0000QL,      .16340758106815489,      .93445557549395608
831,31,2000,17,F6event,__0000QM,      .91597949543071111,      .45465585096245847
832,32,2001,17,F6event,__0000QN,    -.029177480249688598,      .36743691568797388
833,33,2002,17,F6event,__0000QO,     -.54865248433878033,      .12905179390282859
834,34,2003,17,F6event,__0000QP,      -.2306792902565209,      .76079507592625328
835,35,2004,17,F6event,o.__0000QQ,                       0,                       0
836,36,2005,17,F6event,__0000QR,      -1.963603533508139,       .1214330149523896
837,37,2006,17,F6event,o.__0000QS,                       0,                       0
838,38,2007,17,F6event,__0000QT,     -1.7693716451270429,      .17447059726914599
839,39,2008,17,F6event,o.__0000QU,                       0,                       0
840,40,2009,17,F6event,__0000QV,     -.17514645742391571,      .20205415178798311
841,41,2010,17,F6event,o.__0000QW,                       0,                       0
842,42,2011,17,F6event,__0000QX,      -2.732799732923433,      .29154595135201983
843,43,2012,17,F6event,o.__0000QY,                       0,                       0
844,44,2013,17,F6event,__0000QZ,     .072027569200920405,      .32528790660393331
845,45,2014,17,F6event,o.__0000R0,                       0,                       0
846,46,2015,17,F6event,__0000R1,     -.65125721319311869,       .2351975871982534
847,47,2016,17,F6event,o.__0000R2,                       0,                       0
848,48,2017,17,F6event,__0000R3,     .066023448963447307,       .1650328720998781
849,49,2018,17,F6event,o.__0000R4,                       0,                       0
850,50,2019,17,F6event,__0000R5,     -.43038143353375641,      .82566303788339501
851,1,1970,18,F7event,o.__0000R6,                       0,                       0
852,2,1971,18,F7event,o.__0000R7,                       0,                       0
853,3,1972,18,F7event,o.__0000R8,                       0,                       0
854,4,1973,18,F7event,o.__0000R9,                       0,                       0
855,5,1974,18,F7event,o.__0000RA,                       0,                       0
856,6,1975,18,F7event,o.__0000RB,                       0,                       0
857,7,1976,18,F7event,o.__0000RC,                       0,                       0
858,8,1977,18,F7event,__0000RD,      .75138996441443717,      .47993026217308848
859,9,1978,18,F7event,o.__0000RE,                       0,                       0
860,10,1979,18,F7event,__0000RF,      -1.002256364352107,      .41557561124084608
861,11,1980,18,F7event,__0000RG,      .19284933262913681,      .13166908493240501
862,12,1981,18,F7event,__0000RH,      -.2399180428680481,      .25509014439923039
863,13,1982,18,F7event,__0000RI,      -1.850335135874664,      .62881272971103819
864,14,1983,18,F7event,__0000RJ,     -.90969074983018394,      .40490334304648712
865,15,1984,18,F7event,o.__0000RK,                       0,                       0
866,16,1985,18,F7event,o.__0000RL,                       0,                       0
867,17,1986,18,F7event,o.__0000RM,                       0,                       0
868,18,1987,18,F7event,__0000RN,    -.058028302773761101,       .1038032898148423
869,19,1988,18,F7event,__0000RO,     -.72924029441421756,      .76223419941480797
870,20,1989,18,F7event,__0000RP,      -.4533928713269344,      .20950497737475551
871,21,1990,18,F7event,__0000RQ,      -.9125469271781822,       .8348110585475923
872,22,1991,18,F7event,__0000RR,     -.28797217947047971,      .17448324129645451
873,23,1992,18,F7event,__0000RS,      .17009450455420841,       .1587577946712678
874,24,1993,18,F7event,__0000RT,     -.97497524328673912,      .35015449810052268
875,25,1994,18,F7event,__0000RU,     -.71984637046162592,      .41817763852989048
876,26,1995,18,F7event,__0000RV,      .37728063076242951,      .24299286970198411
877,27,1996,18,F7event,__0000RW,       .8320995567236471,       .4439266662692849
878,28,1997,18,F7event,__0000RX,      -1.086098004252112,       .4033823635157468
879,29,1998,18,F7event,__0000RY,     -.28627810466479692,       .1338469182645867
880,30,1999,18,F7event,__0000RZ,      -.5282138985696464,      .25690304176881062
881,31,2000,18,F7event,o.__0000S0,                       0,                       0
882,32,2001,18,F7event,__0000S1,      .19023760786344421,      .35728752849551509
883,33,2002,18,F7event,o.__0000S2,                       0,                       0
884,34,2003,18,F7event,__0000S3,     -.43292453425834537,      .20055223492838689
885,35,2004,18,F7event,o.__0000S4,                       0,                       0
886,36,2005,18,F7event,__0000S5,     -1.1567102395077971,      .26202796497856118
887,37,2006,18,F7event,o.__0000S6,                       0,                       0
888,38,2007,18,F7event,__0000S7,      -1.593370700174755,      .43275654389545348
889,39,2008,18,F7event,o.__0000S8,                       0,                       0
890,40,2009,18,F7event,__0000S9,     -.40634673562605622,       .1632135909332853
891,41,2010,18,F7event,o.__0000SA,                       0,                       0
892,42,2011,18,F7event,__0000SB,     -.78903595676837035,       .7118821626622186
893,43,2012,18,F7event,o.__0000SC,                       0,                       0
894,44,2013,18,F7event,__0000SD,     .033873275545380901,      .42474162708130048
895,45,2014,18,F7event,o.__0000SE,                       0,                       0
896,46,2015,18,F7event,__0000SF,      .50216648682574527,      .80362044712951053
897,47,2016,18,F7event,o.__0000SG,                       0,                       0
898,48,2017,18,F7event,__0000SH,      -.1052614860792539,       .2253652003269819
899,49,2018,18,F7event,o.__0000SI,                       0,                       0
900,50,2019,18,F7event,__0000SJ,     .070696570155922497,      .42826372503999938
