year,met2013,active_metro,active_puma,n,weight,rooms_sum,capped_rooms_sum,owner_weight,rooms9_weight,rooms_gt9_weight,own3055_n,own3055_weight,own3055_owner_weight,own3055_rooms_sum,own3055_capped_rooms_sum,own2534_n,own2534_weight,own2534_owner_weight,own2534_rooms_sum,own2534_capped_rooms_sum,newparent_n,newparent_weight,newparent_owner_weight,newparent_rooms_sum,newparent_capped_rooms_sum,nochild_n,nochild_weight,nochild_owner_weight,nochild_rooms_sum,nochild_capped_rooms_sum,rooms_large_n,rooms_large_weight,rooms_large_owner_weight,rooms_large_rooms_sum,rooms_large_capped_rooms_sum,rooms_small_n,rooms_small_weight,rooms_small_owner_weight,rooms_small_rooms_sum,rooms_small_capped_rooms_sum
2005,40900,1,-1,7602,733806.0,4019437.0,4019437.0,462899.0,42476.0,0.0,3932.0,393149.0,251281.0,2236478.0,2236478.0,1050.0,131941.0,55769.0,655616.0,655616.0,212.0,20211.0,15616.0,120339.0,120339.0,1536.0,156926.0,88697.0,792352.0,792352.0,560.0,60171.0,38544.0,382411.0,382411.0,1519.0,146630.0,103666.0,884428.0,884428.0
2005,41740,1,-1,10475,1019055.0,5280132.0,5280132.0,591542.0,54943.0,0.0,5436.0,539740.0,317355.0,2883184.0,2883184.0,1616.0,182635.0,64883.0,822648.0,822648.0,320.0,30054.0,20949.0,170430.0,170430.0,2243.0,224084.0,115868.0,1039277.0,1039277.0,757.0,79215.0,44312.0,468544.0,468544.0,2051.0,202459.0,133023.0,1166547.0,1166547.0
2005,40140,0,-1,11719,1189757.0,6603313.0,6603313.0,802736.0,62892.0,0.0,5918.0,648991.0,446858.0,3782201.0,3782201.0,1578.0,219767.0,104849.0,1165354.0,1165354.0,243.0,26177.0,19425.0,148462.0,148462.0,1913.0,192937.0,121991.0,1031336.0,1031336.0,1271.0,152715.0,106929.0,938621.0,938621.0,2275.0,259013.0,181045.0,1521568.0,1521568.0
2005,41860,1,-1,15279,1524729.0,7825819.0,7825819.0,877745.0,91374.0,0.0,8405.0,878612.0,495325.0,4537744.0,4537744.0,2206.0,237502.0,75426.0,1022798.0,1022798.0,516.0,50559.0,34052.0,281383.0,281383.0,3948.0,426623.0,189688.0,1898109.0,1898109.0,809.0,89064.0,55610.0,543192.0,543192.0,3041.0,297478.0,205931.0,1727186.0,1727186.0
2005,12540,0,-1,2383,227027.0,1207035.0,1207035.0,142293.0,9456.0,0.0,1226.0,120165.0,75815.0,664940.0,664940.0,359.0,45119.0,19496.0,224911.0,224911.0,35.0,3546.0,1890.0,16804.0,16804.0,402.0,37651.0,21428.0,199156.0,199156.0,301.0,29876.0,18388.0,170666.0,170666.0,433.0,43825.0,29107.0,243463.0,243463.0
2005,41940,0,-1,5958,570425.0,3012985.0,3012985.0,343689.0,31989.0,0.0,3424.0,336852.0,197455.0,1800656.0,1800656.0,966.0,100637.0,34025.0,430050.0,430050.0,279.0,25253.0,16494.0,133556.0,133556.0,1288.0,130531.0,62682.0,601636.0,601636.0,424.0,44391.0,25747.0,262186.0,262186.0,1499.0,142075.0,95601.0,813602.0,813602.0
2005,41500,0,-1,1517,137480.0,723787.0,723787.0,78825.0,6298.0,0.0,793.0,74302.0,40679.0,402780.0,402780.0,213.0,23373.0,7957.0,110091.0,110091.0,37.0,3119.0,1678.0,15109.0,15109.0,283.0,24596.0,10737.0,115896.0,115896.0,144.0,15514.0,8525.0,91407.0,91407.0,320.0,30379.0,18038.0,171507.0,171507.0
2005,44700,0,-1,2127,201051.0,1096350.0,1096350.0,127245.0,9864.0,0.0,1146.0,111115.0,71517.0,631060.0,631060.0,268.0,33938.0,16219.0,171038.0,171038.0,50.0,5168.0,3150.0,30242.0,30242.0,344.0,34592.0,20159.0,182206.0,182206.0,238.0,22924.0,14617.0,136498.0,136498.0,444.0,43693.0,28632.0,250291.0,250291.0
2005,32900,0,-1,758,70300.0,372929.0,372929.0,41161.0,1996.0,0.0,405.0,38248.0,23379.0,208652.0,208652.0,115.0,13418.0,5115.0,69048.0,69048.0,12.0,1144.0,719.0,6082.0,6082.0,114.0,10028.0,5554.0,50214.0,50214.0,120.0,11438.0,6547.0,63368.0,63368.0,139.0,13407.0,9084.0,76689.0,76689.0
2005,37100,0,-1,2664,248893.0,1434414.0,1434414.0,170049.0,17267.0,0.0,1495.0,139121.0,94039.0,819129.0,819129.0,321.0,35645.0,16918.0,175547.0,175547.0,71.0,6145.0,4549.0,35413.0,35413.0,525.0,50588.0,31238.0,274348.0,274348.0,269.0,26895.0,18509.0,172113.0,172113.0,596.0,52853.0,37383.0,312558.0,312558.0
2005,46700,0,-1,1393,133542.0,761910.0,761910.0,89448.0,6627.0,0.0,732.0,73967.0,50601.0,438178.0,438178.0,171.0,18275.0,8285.0,97520.0,97520.0,32.0,3124.0,2244.0,18819.0,18819.0,262.0,26674.0,17044.0,145685.0,145685.0,99.0,10238.0,8367.0,66885.0,66885.0,284.0,28526.0,19315.0,171664.0,171664.0
2005,39820,0,-1,791,67007.0,358422.0,358422.0,44267.0,2256.0,0.0,336.0,30052.0,19234.0,166951.0,166951.0,76.0,9526.0,3519.0,47229.0,47229.0,10.0,938.0,451.0,3855.0,3855.0,135.0,12444.0,7609.0,63873.0,63873.0,53.0,4573.0,2692.0,29421.0,29421.0,129.0,11485.0,7461.0,62866.0,62866.0
2005,47300,0,-1,1528,117466.0,608957.0,608957.0,69372.0,3160.0,0.0,762.0,59653.0,35608.0,319943.0,319943.0,244.0,22448.0,9983.0,112536.0,112536.0,24.0,1769.0,1188.0,9284.0,9284.0,209.0,16050.0,9241.0,81791.0,81791.0,218.0,17040.0,8882.0,94356.0,94356.0,287.0,22262.0,13744.0,119166.0,119166.0
2005,23420,0,-1,2801,269134.0,1415924.0,1415924.0,154220.0,8299.0,0.0,1437.0,141204.0,82517.0,761598.0,761598.0,398.0,49495.0,18737.0,241613.0,241613.0,39.0,4376.0,3419.0,24497.0,24497.0,442.0,43040.0,23868.0,216094.0,216094.0,325.0,34648.0,16729.0,188244.0,188244.0,516.0,49920.0,32059.0,275103.0,275103.0
2005,33700,0,-1,1658,156299.0,845959.0,845959.0,99100.0,6906.0,0.0,841.0,83578.0,54647.0,471624.0,471624.0,238.0,26411.0,12580.0,135782.0,135782.0,28.0,2396.0,1863.0,13489.0,13489.0,265.0,25345.0,13718.0,132391.0,132391.0,183.0,18827.0,12884.0,113621.0,113621.0,316.0,31957.0,21953.0,182863.0,182863.0
2005,20940,0,-1,471,43989.0,222137.0,222137.0,25162.0,443.0,0.0,236.0,22144.0,12743.0,117260.0,117260.0,54.0,5811.0,3297.0,31020.0,31020.0,11.0,1322.0,462.0,5698.0,5698.0,47.0,4134.0,2364.0,20411.0,20411.0,60.0,6702.0,3036.0,37331.0,37331.0,111.0,10284.0,6213.0,52350.0,52350.0
2005,17020,0,-1,937,79859.0,415215.0,415215.0,45405.0,2712.0,0.0,376.0,32091.0,19194.0,171789.0,171789.0,101.0,11536.0,3678.0,54310.0,54310.0,9.0,807.0,426.0,3532.0,3532.0,161.0,13559.0,7314.0,67691.0,67691.0,43.0,3859.0,1984.0,21169.0,21169.0,158.0,14348.0,9202.0,80242.0,80242.0
2005,42020,0,-1,981,100078.0,529376.0,529376.0,61696.0,4579.0,0.0,416.0,44405.0,28273.0,243537.0,243537.0,98.0,12961.0,4125.0,60084.0,60084.0,15.0,1844.0,928.0,8354.0,8354.0,183.0,18431.0,11196.0,92442.0,92442.0,41.0,5016.0,2795.0,30034.0,30034.0,161.0,18341.0,13056.0,104694.0,104694.0
2005,42220,0,-1,1889,171852.0,922634.0,922634.0,108990.0,8166.0,0.0,957.0,91847.0,57422.0,510031.0,510031.0,206.0,21736.0,7879.0,105740.0,105740.0,55.0,4585.0,3231.0,24283.0,24283.0,409.0,38629.0,21365.0,196843.0,196843.0,116.0,11326.0,7092.0,69178.0,69178.0,367.0,35965.0,23687.0,209439.0,209439.0
2005,42100,0,-1,980,93143.0,465838.0,465838.0,55890.0,3708.0,0.0,496.0,49082.0,27877.0,248201.0,248201.0,110.0,11898.0,2397.0,48087.0,48087.0,24.0,2215.0,1176.0,10945.0,10945.0,238.0,22836.0,10370.0,99473.0,99473.0,52.0,5108.0,2981.0,29670.0,29670.0,183.0,19223.0,12745.0,102366.0,102366.0
2005,42200,0,-1,1454,133246.0,684472.0,684472.0,77276.0,7075.0,0.0,663.0,63750.0,34565.0,335729.0,335729.0,191.0,20470.0,5969.0,88882.0,88882.0,27.0,2580.0,1276.0,12120.0,12120.0,254.0,24471.0,11476.0,113180.0,113180.0,114.0,10974.0,5401.0,63269.0,63269.0,245.0,24178.0,15119.0,133648.0,133648.0
2005,25260,0,-1,445,37659.0,199748.0,199748.0,20988.0,1355.0,0.0,227.0,20784.0,11260.0,109619.0,109619.0,76.0,7959.0,2239.0,38367.0,38367.0,7.0,594.0,113.0,3051.0,3051.0,71.0,7198.0,3439.0,34734.0,34734.0,63.0,6134.0,3563.0,32079.0,32079.0,75.0,6358.0,3244.0,36223.0,36223.0
2005,31460,0,-1,396,39822.0,216138.0,216138.0,26933.0,1710.0,0.0,196.0,20521.0,13818.0,114558.0,114558.0,49.0,7177.0,2038.0,33416.0,33416.0,6.0,954.0,364.0,4537.0,4537.0,64.0,6839.0,4087.0,37400.0,37400.0,55.0,6348.0,4309.0,32159.0,32159.0,68.0,6389.0,4462.0,37288.0,37288.0
2005,34900,0,-1,490,47093.0,258325.0,258325.0,31215.0,2475.0,0.0,258.0,25508.0,14847.0,142234.0,142234.0,48.0,6132.0,2215.0,29931.0,29931.0,13.0,817.0,513.0,4877.0,4877.0,101.0,10837.0,4569.0,55034.0,55034.0,27.0,2527.0,1925.0,15616.0,15616.0,113.0,10646.0,7503.0,62158.0,62158.0
2005,49700,0,-1,617,51874.0,279484.0,279484.0,32018.0,1536.0,0.0,265.0,25095.0,15288.0,137967.0,137967.0,76.0,9108.0,3496.0,47365.0,47365.0,13.0,1414.0,954.0,7861.0,7861.0,94.0,8700.0,5347.0,44020.0,44020.0,45.0,4427.0,2419.0,25790.0,25790.0,109.0,10173.0,6235.0,57492.0,57492.0
2005,19740,1,-1,9196,919937.0,5387624.0,5387624.0,623384.0,145160.0,0.0,5110.0,527106.0,377866.0,3216148.0,3216148.0,1534.0,183203.0,90230.0,936176.0,936176.0,284.0,29939.0,22760.0,197046.0,197046.0,2414.0,255205.0,164870.0,1356881.0,1356881.0,565.0,57847.0,46480.0,419242.0,419242.0,1793.0,182060.0,142447.0,1223557.0,1223557.0
2005,17820,0,-1,2203,208679.0,1251795.0,1251795.0,137589.0,35104.0,0.0,1207.0,116195.0,78288.0,729551.0,729551.0,357.0,46448.0,22138.0,244688.0,244688.0,51.0,4865.0,3324.0,32076.0,32076.0,512.0,52918.0,32517.0,287475.0,287475.0,171.0,15454.0,11312.0,117091.0,117091.0,457.0,42998.0,30246.0,283957.0,283957.0
2005,24300,0,-1,508,48923.0,271572.0,271572.0,34671.0,4523.0,0.0,231.0,22121.0,15444.0,129560.0,129560.0,58.0,7463.0,5102.0,39545.0,39545.0,9.0,759.0,670.0,5085.0,5085.0,100.0,9474.0,7386.0,53959.0,53959.0,29.0,3097.0,1835.0,19411.0,19411.0,99.0,9128.0,5670.0,52066.0,52066.0
2005,39380,0,-1,596,53992.0,310215.0,310215.0,36710.0,4251.0,0.0,263.0,24169.0,15857.0,149794.0,149794.0,67.0,8725.0,4341.0,49265.0,49265.0,9.0,1068.0,794.0,6657.0,6657.0,118.0,10453.0,6615.0,59298.0,59298.0,31.0,3155.0,1915.0,21592.0,21592.0,99.0,9577.0,6344.0,61240.0,61240.0
2005,24540,0,-1,870,75404.0,462588.0,462588.0,55829.0,11842.0,0.0,471.0,40858.0,32456.0,266091.0,266091.0,145.0,16497.0,11182.0,101244.0,101244.0,24.0,2496.0,1694.0,15842.0,15842.0,196.0,17035.0,13146.0,103328.0,103328.0,69.0,5854.0,4615.0,40613.0,40613.0,191.0,16304.0,13355.0,109593.0,109593.0
2005,22660,0,-1,1049,100724.0,605379.0,605379.0,68027.0,15056.0,0.0,529.0,49987.0,39046.0,327012.0,327012.0,170.0,19213.0,8976.0,100687.0,100687.0,22.0,1692.0,1623.0,11907.0,11907.0,238.0,23470.0,18054.0,139046.0,139046.0,52.0,5114.0,3857.0,39739.0,39739.0,213.0,18943.0,15731.0,130719.0,130719.0
2005,14860,0,-1,3215,314444.0,1897780.0,1897780.0,226841.0,55778.0,0.0,1778.0,181880.0,132641.0,1144093.0,1144093.0,348.0,40678.0,18229.0,204680.0,204680.0,123.0,11184.0,9424.0,75544.0,75544.0,606.0,66118.0,39898.0,349781.0,349781.0,275.0,27604.0,22815.0,205477.0,205477.0,752.0,72722.0,57706.0,491274.0,491274.0
2005,35300,0,-1,3031,316460.0,1761845.0,1761845.0,207895.0,27296.0,0.0,1575.0,170562.0,113486.0,984146.0,984146.0,391.0,48586.0,21378.0,235479.0,235479.0,97.0,9180.0,7083.0,57753.0,57753.0,640.0,72755.0,41927.0,361931.0,361931.0,181.0,18760.0,12899.0,122498.0,122498.0,621.0,63568.0,47674.0,408163.0,408163.0
2005,25540,0,-1,4588,439089.0,2520900.0,2520900.0,305961.0,39551.0,0.0,2439.0,238382.0,169497.0,1419401.0,1419401.0,537.0,59740.0,30685.0,310410.0,310410.0,141.0,12225.0,9233.0,77908.0,77908.0,946.0,91619.0,59590.0,474005.0,474005.0,273.0,25845.0,20223.0,180883.0,180883.0,967.0,96289.0,70615.0,611303.0,611303.0
2005,35980,0,-1,1096,100959.0,578376.0,578376.0,68633.0,8317.0,0.0,574.0,57217.0,39271.0,339828.0,339828.0,145.0,15369.0,6794.0,81579.0,81579.0,30.0,3004.0,2234.0,17496.0,17496.0,253.0,25285.0,16854.0,137687.0,137687.0,60.0,5736.0,3639.0,38379.0,38379.0,211.0,20471.0,14850.0,128596.0,128596.0
2005,49340,0,-1,3014,284050.0,1620242.0,1620242.0,187722.0,27534.0,0.0,1674.0,163221.0,113435.0,968231.0,968231.0,405.0,47889.0,22878.0,248124.0,248124.0,90.0,8621.0,7583.0,55638.0,55638.0,632.0,62445.0,33978.0,317547.0,317547.0,204.0,20121.0,14863.0,138217.0,138217.0,675.0,65506.0,52203.0,416893.0,416893.0
2005,37980,1,-1,18833,2121850.0,12848067.0,12848067.0,1494237.0,275552.0,0.0,9982.0,1153735.0,836862.0,7302363.0,7302363.0,2473.0,316224.0,161747.0,1723596.0,1723596.0,587.0,63883.0,52550.0,427228.0,427228.0,3723.0,454878.0,293668.0,2518847.0,2518847.0,1338.0,153900.0,116786.0,1107162.0,1107162.0,3906.0,430692.0,337601.0,2924816.0,2924816.0
2005,41540,0,-1,1602,133317.0,784862.0,784862.0,97092.0,11227.0,0.0,601.0,56477.0,39291.0,350809.0,350809.0,132.0,15785.0,7590.0,84233.0,84233.0,25.0,2624.0,1965.0,17016.0,17016.0,284.0,25850.0,17117.0,150558.0,150558.0,65.0,6403.0,3894.0,42620.0,42620.0,234.0,21579.0,16146.0,138285.0,138285.0
2005,20100,0,-1,518,53250.0,310716.0,310716.0,38838.0,5696.0,0.0,215.0,22106.0,16106.0,139190.0,139190.0,55.0,6280.0,3464.0,37189.0,37189.0,6.0,691.0,388.0,4477.0,4477.0,88.0,8232.0,5614.0,46432.0,46432.0,33.0,3251.0,2505.0,21192.0,21192.0,91.0,10890.0,8046.0,67134.0,67134.0
2005,47900,1,-1,19025,1892063.0,11500949.0,11500949.0,1255714.0,377980.0,0.0,10904.0,1115211.0,766027.0,7008577.0,7008577.0,3043.0,341750.0,157243.0,1769258.0,1769258.0,687.0,67677.0,50265.0,452946.0,452946.0,4805.0,509581.0,309041.0,2778491.0,2778491.0,1266.0,126476.0,93326.0,920433.0,920433.0,4086.0,404549.0,305785.0,2794849.0,2794849.0
2005,45300,1,-1,12076,1073924.0,5707504.0,5707504.0,759756.0,49995.0,0.0,5348.0,492224.0,341167.0,2766609.0,2766609.0,1379.0,149192.0,70677.0,734463.0,734463.0,224.0,17921.0,13519.0,110209.0,110209.0,2505.0,231406.0,144790.0,1154273.0,1154273.0,503.0,49765.0,35960.0,316544.0,316544.0,1997.0,179687.0,134462.0,1102443.0,1102443.0
2005,35840,0,-1,3335,285131.0,1491949.0,1491949.0,214352.0,10969.0,0.0,1223.0,111878.0,79454.0,614423.0,614423.0,249.0,30161.0,15157.0,148590.0,148590.0,43.0,3617.0,2438.0,21484.0,21484.0,582.0,55223.0,37792.0,274320.0,274320.0,122.0,11365.0,7920.0,71643.0,71643.0,428.0,36840.0,27239.0,219304.0,219304.0
2005,23540,0,-1,988,93002.0,486647.0,486647.0,46899.0,4352.0,0.0,392.0,34802.0,21129.0,195210.0,195210.0,157.0,16848.0,4530.0,74737.0,74737.0,17.0,1510.0,1010.0,8807.0,8807.0,187.0,17174.0,9354.0,85290.0,85290.0,43.0,3596.0,2316.0,23152.0,23152.0,151.0,12657.0,9032.0,79943.0,79943.0
2005,15980,0,-1,2599,227753.0,1192875.0,1192875.0,166359.0,6306.0,0.0,928.0,90277.0,61591.0,500348.0,500348.0,254.0,33459.0,14684.0,165123.0,165123.0,33.0,3707.0,3315.0,22333.0,22333.0,461.0,43911.0,28962.0,227110.0,227110.0,106.0,10707.0,6108.0,65136.0,65136.0,312.0,31568.0,23335.0,182384.0,182384.0
2005,39460,0,-1,705,68171.0,358908.0,358908.0,57656.0,1673.0,0.0,229.0,22685.0,18079.0,128167.0,128167.0,32.0,5106.0,2234.0,25811.0,25811.0,6.0,712.0,712.0,3438.0,3438.0,110.0,10300.0,8027.0,52673.0,52673.0,25.0,2648.0,2043.0,17412.0,17412.0,72.0,7726.0,6411.0,44592.0,44592.0
2005,37860,0,-1,1761,167112.0,957413.0,957413.0,117407.0,10985.0,0.0,801.0,74802.0,54668.0,449492.0,449492.0,203.0,20754.0,8955.0,108711.0,108711.0,19.0,1777.0,1097.0,10974.0,10974.0,344.0,31020.0,21352.0,176881.0,176881.0,95.0,8241.0,5730.0,52083.0,52083.0,308.0,31118.0,23558.0,192552.0,192552.0
2005,34940,0,-1,1315,117330.0,621523.0,621523.0,87172.0,4076.0,0.0,469.0,45192.0,32229.0,253390.0,253390.0,112.0,13848.0,5429.0,66943.0,66943.0,28.0,2268.0,1465.0,12604.0,12604.0,200.0,19812.0,12477.0,100146.0,100146.0,52.0,5661.0,4607.0,34318.0,34318.0,190.0,17726.0,13653.0,106717.0,106717.0
