source,age,model_owner_rate,model_current_child_rate,model_mean_rooms,model_population_mass,acs_owner_rate,acs_current_child_u18_rate,acs_mean_rooms,acs_population_weight
ACS_2012_2023,33.0,,,,,0.439319228411249,0.49236059996537873,5.633305880813273,14395764.0
ACS_2012_2023,34.0,,,,,0.463026191761188,0.5312723470285037,5.715017322467257,14248259.0
ACS_2012_2023,35.0,,,,,0.477432707811665,0.5580966227019053,5.77611471415333,14967290.0
ACS_2012_2023,36.0,,,,,0.504146823190334,0.5960427264631386,5.897121081909141,14126140.0
ACS_2012_2023,37.0,,,,,0.523145639883576,0.6144401543736497,5.983751853271828,13933466.0
ACS_2012_2023,38.0,,,,,0.535227922228127,0.633178922718138,6.051171192991294,13955215.0
ACS_2012_2023,39.0,,,,,0.549278689524747,0.6403595590118664,6.125617507203024,13754293.0
ACS_2012_2023,40.0,,,,,0.55481509865131,0.6236768373281978,6.132518907421993,14851443.0
ACS_2012_2023,41.0,,,,,0.576420549631845,0.6460294860436898,6.2492010538526035,13486516.0
ACS_2012_2023,42.0,,,,,0.587448080005771,0.6326149062403029,6.266503820355315,13786414.0
ACS_2012_2023,43.0,,,,,0.595999150625132,0.6170999003553178,6.3175121474210485,13564196.0
ACS_2012_2023,44.0,,,,,0.613464544590461,0.6050376504617085,6.381238148979981,13379650.0
ACS_2012_2023,45.0,,,,,0.619490126670952,0.5689143193406183,6.352397066028345,13873481.0
ACS_2012_2023,46.0,,,,,0.632654769043394,0.5601555949946697,6.431051306186399,13221505.0
ACS_2012_2023,47.0,,,,,0.6381034990141,0.5231818162387345,6.452744700074029,13334007.0
ACS_2012_2023,48.0,,,,,0.648761350653279,0.48453524799461617,6.458232217718614,13453659.0
ACS_2012_2023,49.0,,,,,0.658748930361636,0.444048319997627,6.475470408080029,13485100.0
ACS_2012_2023,50.0,,,,,0.665155463166444,0.380054205014123,6.416898012367448,14446634.0
ACS_2012_2023,51.0,,,,,0.675876328715251,0.3458354363324073,6.512187888006122,13429234.0
ACS_2012_2023,52.0,,,,,0.687800881917593,0.2987282338475555,6.48681713358554,13584337.0
ACS_2012_2023,53.0,,,,,0.689551884611754,0.2529434922975695,6.487377736355592,13469969.0
ACS_2012_2023,54.0,,,,,0.696836088214329,0.2105951025981435,6.501355950614521,13367006.0
ACS_2012_2023,55.0,,,,,0.701878896202973,0.16890652838333067,6.4530250036862435,13462215.0
ACS_2012_2023,56.0,,,,,0.705743565954423,0.1365596579190981,6.45572821350486,12999498.0
ACS_2012_2023,57.0,,,,,0.713537717014206,0.10758672124235123,6.45190125657338,12941783.0
ACS_2012_2023,58.0,,,,,0.717403059442917,0.08476168305002689,6.451703020867737,12946876.0
ACS_2012_2023,59.0,,,,,0.723145985118918,0.0667507360898662,6.452620268983561,12610213.0
ACS_2012_2023,60.0,,,,,0.723830704765643,0.053064262431224724,6.406179493934159,13043204.0
ACS_2012_2023,61.0,,,,,0.737598025738711,0.04094872633872521,6.426401530739129,12099253.0
ACS_2012_2023,62.0,,,,,0.738739110494365,0.03189689800733363,6.415602497378618,12011795.0
ACS_2012_2023,63.0,,,,,0.742095427324147,0.024569858736096604,6.40363421233035,11615777.0
ACS_2012_2023,64.0,,,,,0.746375393465099,0.02136183780167237,6.397967637894432,11263544.0
ACS_2012_2023,65.0,,,,,0.750085283628065,0.017125916580035216,6.378898770883868,10899621.0
ACS_2012_2023,66.0,,,,,0.754678077846819,0.012948730340318865,6.366587098368916,10097824.0
ACS_2012_2023,67.0,,,,,0.756583398284658,0.010546683980620426,6.348233093211807,9733960.0
ACS_2012_2023,68.0,,,,,0.761644835088608,0.008935697204081822,6.356208918596121,9180705.0
ACS_2012_2023,69.0,,,,,0.76446886421843,0.007494569354565558,6.361056059365124,8792233.0
ACS_2012_2023,70.0,,,,,0.764615708096584,0.006716246543352614,6.314545549292694,8731365.0
ACS_2012_2023,71.0,,,,,0.7715010915565,0.005323426147862973,6.324967612178201,7908065.0
ACS_2012_2023,72.0,,,,,0.770215453102251,0.004953132119035711,6.289447483158991,7499699.0
ACS_2012_2023,73.0,,,,,0.774430850439732,0.0036165548020610956,6.292111328355005,7014134.0
ACS_2012_2023,74.0,,,,,0.775887131847209,0.0035600536531729785,6.279849413266648,6617316.0
ACS_2012_2023,75.0,,,,,0.777799495370749,0.00257710628727383,6.2208900864247445,6331520.0
ACS_2012_2023,76.0,,,,,0.775473560889663,0.0022679257706871916,6.189619343462485,5667734.0
ACS_2012_2023,77.0,,,,,0.774028311355692,0.0020765181473226687,6.162672276542338,5076286.0
ACS_2012_2023,78.0,,,,,0.771771255045095,0.0015973318009405025,6.118564654080048,4794245.0
ACS_2012_2023,79.0,,,,,0.764490043151944,0.0009255323680306393,6.081183575776745,4413676.0
ACS_2012_2023,80.0,,,,,0.752585950309426,0.0014558427784181337,6.017807529090311,4238095.0
ACS_2012_2023,81.0,,,,,0.750693350942246,0.001051957055657495,6.007683824574679,3657944.0
ACS_2012_2023,82.0,,,,,0.754533603842514,0.000981347959450866,5.996326812834325,3421824.0
ACS_2012_2023,83.0,,,,,0.750627226717467,0.0005851362082919985,5.951255775246803,3153112.0
ACS_2012_2023,84.0,,,,,0.737772809743116,0.0007668152756298155,5.889777714234902,2867705.0
ACS_2012_2023,85.0,,,,,nan,0.0004093307423145751,5.873292341325724,2601808.0
ACS_2012_2023,86.0,,,,,nan,5.8718486306503594e-05,5.845674001872084,2316136.0
ACS_2012_2023,87.0,,,,,nan,0.00018947764260736743,5.80025858125344,2063568.0
ACS_2012_2023,88.0,,,,,nan,8.267054520122287e-05,5.761664125006683,1814431.0
ACS_2012_2023,89.0,,,,,nan,7.852611617168305e-05,5.678955881532713,1362604.0
ACS_2012_2023,90.0,,,,,nan,0.00014035610348541442,5.6559929191778,1047336.0
ACS_2012_2023,91.0,,,,,nan,0.0,5.6491729158249475,428191.0
ACS_2012_2023,92.0,,,,,nan,0.0004927241703253513,5.859364635058188,1043180.0
ACS_2012_2023,93.0,,,,,nan,0.0,5.6681941623638075,645501.0
ACS_2012_2023,94.0,,,,,nan,0.00024779182278071446,5.600273016673805,2243819.0
ACS_2012_2023,95.0,,,,,nan,0.0008860107810211248,5.506720575267402,953713.0
ACS_2012_2023,96.0,,,,,nan,0.0,5.664306404892179,3107.0
