year,baseline_tfr,policy_tfr,baseline_households,policy_households,baseline_births,policy_births,household_difference_percent,birth_difference_percent
2099,1.8587543984632227,1.8706673397970914,0.6997457505101968,0.7045365711965454,0.07289195490036257,0.07419595635710718,0.6846516299463756,1.788951138060546
2103,1.8646048274299658,1.8773679305545152,0.6865127646603684,0.6918581419753386,0.07190336550591438,0.07329317375816857,0.778627520147368,1.932883450552647
2107,1.8720136381512342,1.8848026886550002,0.6730225656358312,0.6789268672803486,0.07092980760238282,0.07237140303382288,0.8772813789593048,2.032425407836058
2111,1.8796518163750768,1.8917971368944189,0.6595422147238189,0.6660335569655276,0.06999369693148184,0.07145661648557874,0.9842193716784076,2.0900732754964846
2115,1.88739577818124,1.8988556301778872,0.6467125385451119,0.6536692009458542,0.06914128599911278,0.07061617200159863,1.0756962307229223,2.1331480622226007
2119,1.8953431188674585,1.9059341868321344,0.6346942973309826,0.642062557797879,0.06840947670287172,0.06988276347617849,1.1609148684463388,2.153629649450206
2123,1.9019477479424913,1.912432019988238,0.6235354937968417,0.6313006852555169,0.0677042137451142,0.06920703660177432,1.2453487469319846,2.219688810385989
2127,1.9080020692496573,1.9181520158838472,0.6132068517089475,0.6213574891104217,0.06702848125114048,0.06855584748759055,1.329182376021909,2.2786824465369726
2131,1.9142005984604982,1.9233670865299466,0.6036515121368307,0.6121863829262473,0.06638279547740565,0.06791297432882454,1.4138738357839076,2.3050834789560826
2135,1.919302740558622,1.9281800767255395,0.5948175393957866,0.6037274810328104,0.06571496658302985,0.06726899588355299,1.497928532180537,2.3648026946185174
2139,1.9237717414519064,1.9327300365901894,0.5865292784433828,0.5957935674038721,0.06504270364477607,0.06663172990259464,1.579510060448519,2.443050747854625
2143,1.9284524664950107,1.9375105615253636,0.5782077024998659,0.5878129832706727,0.06439999311406329,0.0660250379709544,1.661216329232329,2.523361848832617
2147,1.9332856891802297,1.9423210703131375,0.5700451429282983,0.5799689180507361,0.0637881801491394,0.06544030255369056,1.74087530532403,2.590013386004175
2151,1.9383574041135405,1.9469362985250882,0.5621956028776366,0.5724045019364039,0.06322815569735887,0.06488331501646181,1.8158980622602572,2.6177567585955686
2155,1.943078289186836,1.9513424324585742,0.5547540586000949,0.5652258404233553,0.06269617447551573,0.06435614942043122,1.8876440218726254,2.6476494918581395
2159,1.9475214458984287,1.9554737857246944,0.5477712905271372,0.5584800670951262,0.062187138188540055,0.06385405129244408,1.954972221651774,2.6804788778834743
2163,1.9517581022100314,1.9592817256564805,0.541173641542834,0.5521129586954121,0.061693733187148464,0.06336757887631618,2.0214061278726048,2.713153512837496
2167,1.9560160895189123,1.9629874223756567,0.5348939672543618,0.5460612054319471,0.0612133108985789,0.06289365511190408,2.087748013855406,2.745063432542061
2171,1.9603000041939973,1.9668118034427176,0.5288782035764706,0.5402607298271818,0.0607486660683239,0.06243624918487356,2.1522018063399484,2.7779755931622185
2175,1.9648383432393255,1.9707124693345195,0.5230841704069715,0.5346651610762195,0.06030720425380122,0.06199558468276516,2.213982246917867,2.799633061845208
2179,1.9693464422233413,1.9748269348598573,0.5174877556440178,0.5292572406809666,0.05988208431368924,0.06157879595471753,2.2743504379734603,2.8334211483691085
2183,1.9737671654083249,1.97774045289721,0.512097979820294,0.5240451990662645,0.05947662040031534,0.061145101767037,2.332994801143906,2.8052726525006344
2187,1.97769420585968,1.980408535100112,0.5069048761080995,0.5190087572649286,0.059080762940460066,0.060724428996692316,2.387801287247404,2.782066402711636
2191,1.9808657994390932,1.9830837366284058,0.5019454543851604,0.5141789580678439,0.058684717758454526,0.06032301828408225,2.4372177446388976,2.791698738964632
2195,1.9839995465762899,1.9857556571119181,0.49721478490104043,0.5095599847816158,0.058308026887993664,0.0599395271395751,2.4828706336703865,2.798071446861772
2199,1.9877887606758473,1.9885659819166719,0.49269665733273127,0.5051486350544501,0.05796655306494709,0.05957740808950421,2.5273111835442563,2.7789387834606494
2203,1.9913703699081995,1.9915266859581509,0.48836452545896675,0.500903954444604,0.057634472491818134,0.05923133878754844,2.567637150518398,2.7706791208282455
2207,1.9946675526434676,1.994382831787659,0.4841830870180328,0.4967948545899255,0.05730831460759021,0.05889216682420803,2.604751778829262,2.7637389573624604
2211,1.9977498015996584,1.997115316991409,0.48014193441813524,0.49281104098792605,0.05698844820821304,0.058559667017366646,2.6386169716969166,2.757082985332393
2215,2.0005723446191093,1.9997649565057989,0.47623986919534955,0.48895205078547965,0.05667417668887089,0.05823555526095671,2.669281261900336,2.7550088299605147
2219,2.0034158455444784,2.002313456111998,0.47248420037115507,0.48522355231920916,0.056375410219295846,0.05791986754983998,2.696249300621445,2.739593955123909
2223,2.006279769429125,2.004749264327875,0.46888233196761386,0.4816300576981114,0.05609083734282144,0.05761240336951004,2.718747297856816,2.7126819615634234
2227,2.009005580153512,2.0072975689805737,0.46543243587058336,0.47816802387720103,0.05581492321738468,0.05731896294386952,2.736291462539775,2.6946910248841327
2231,2.011390465109614,2.010005869016292,0.4621225480905684,0.47482692196393167,0.05554093701691243,0.05704330338856856,2.7491352512133638,2.7049712380593505
2235,2.013525294007716,2.012597533434674,0.4589401964094099,0.4715996314410568,0.05527132546536269,0.05677672563930429,2.758406243490974,2.723654917385687
2239,2.0155450454332806,2.0148580298124137,0.45587337570650266,0.46847783143578,0.055010966628121036,0.056511717089931336,2.7649027999810727,2.7280932399452285
2243,2.0175948952952965,2.0170358263085757,0.45291729690318505,0.46545321680564034,0.05476241959684877,0.056253727641145536,2.767816550211144,2.7232325658280043
2247,2.0197839520942944,2.019172553185406,0.45006633399417356,0.4625222564933394,0.054525906676822535,0.05600298603340269,2.7675748125002064,2.7089496472472607
2251,2.021929002931799,2.0213205232140687,0.44731382244043005,0.4596858448858055,0.05429585511314032,0.05576146613134756,2.765848454643516,2.6993055273800026
2255,2.0239688698654796,2.0234560308185627,0.44465469260321916,0.4569423287094502,0.054070498806111644,0.055529057561793035,2.763410869295768,2.697513039248167
2259,2.025947790103936,2.0254009543365035,0.4420853908061744,0.4542855476109038,0.05385135093834392,0.055300428741084165,2.759683323278672,2.6908847735302555
2263,2.0277650982839672,2.027300530607225,0.4396022637891861,0.45171208372086497,0.053636130904895614,0.05507940092410479,2.754721922334369,2.6908540844758244
2267,2.0294270301417434,2.029166383719065,0.43720388893726264,0.4492173921026621,0.053424588246861165,0.054866092256704205,2.747803363460788,2.6982033126436544
2271,2.0311885632933144,2.03109299753999,0.43488510158118626,0.4468079774250546,0.05322267389633595,0.0546628223737684,2.7416151531791444,2.705892755853423
2275,2.0333366973019187,2.0329900527656255,0.432642780191168,0.44448096859110287,0.05303760853917856,0.054466302463510544,2.736250075571367,2.693737450995015
2279,2.0354866091443795,2.0349435352693677,0.4304765638586267,0.4422294518004132,0.052859956711033974,0.054277276083511974,2.73020390156391,2.681272291284631
2283,2.0374387841629593,2.0370411771083115,0.4283794656182601,0.44004911629615123,0.052684279472971496,0.05409806306151395,2.724138670150511,2.6835018010785694
2287,2.0423116756531394,2.039082175887274,0.42634135921510846,0.4379353856634968,0.05258973075107305,0.05392409894006432,2.719423344179628,2.537317019756835
2291,2.042809488739487,2.04115569007915,0.4243626788408322,0.4358869064097046,0.05238876740350788,0.053758060137938865,2.715655297575048,2.6137143557595888
2295,2.0438618549024326,2.0442404624273216,0.4224480311937942,0.4339034577375095,0.05220864530455013,0.053625453363091054,2.711677105310084,2.713742236130079
2299,2.044937384532899,2.045183413499629,0.4205972015771151,0.43198497233629046,0.052036137195686734,0.053443738190131554,2.707524138647277,2.7050451288330724
2303,2.045988548942617,2.0461718690755406,0.4188074420943005,0.43013165679002857,0.051869857833219735,0.053270533891047626,2.7039191660730433,2.700366101506524
2307,2.0470456657647547,2.047189558269862,0.4171112240682636,0.4283413867846446,0.051720057884269956,0.053105549936015906,2.6923664644764145,2.678829275184036
2311,2.048161704117263,2.0481787763730077,0.41545253768125356,0.42661337195382054,0.05157546631518328,0.05294731448988693,2.686428234343796,2.659885159971487
2315,2.0493343443515006,2.049135870550332,0.41383768934120607,0.42495751275716015,0.051436913794015264,0.05279889692365998,2.6870011365218716,2.647871011660863
2319,2.05049960012565,2.0501810948820838,0.41226823620010844,0.4233439582484429,0.051301804917110234,0.05265643004414867,2.6865329598078747,2.6405018872672104
2323,2.0517472076213794,2.051209218928311,0.41074406869085117,0.4217730609322507,0.05117085771176615,0.0525168314575099,2.685125138033473,2.630352129966851
2327,2.053310890161946,2.0523602724227583,0.4092685724138437,0.4202468854385275,0.05105033594818429,0.05238334306523599,2.6824226839442744,2.6111622818793867
2331,2.0545673353424805,2.0533995328884695,0.4078392638023688,0.41876520233846526,0.050923477157215034,0.05224950260496089,2.6789815267494577,2.6039569993463907
2335,2.055776955607646,2.054617753565076,0.4064544264598907,0.41732914162532336,0.05079277144928294,0.052122825401994456,2.675506639243297,2.6185890526560174
2339,2.0569463905753533,2.0554775566621695,0.40511291748085415,0.4159375122840165,0.05066984733743653,0.05198909383322528,2.6719944825442266,2.6036125331170057
2343,2.0582611362523533,2.0566944174488837,0.4038143196649809,0.41458776604230646,0.050557321957003895,0.05186504180519755,2.667920837047988,2.586608225225606
2347,2.059558715333604,2.0579601855047756,0.4025604685178973,0.41328027617642865,0.050451463288638386,0.05174877684915375,2.6629061959308586,2.5714091840969733
2351,2.0605018088978615,2.059258748244878,0.4013456501056261,0.4120111671435522,0.05034212051193044,0.05163874107061126,2.6574393007920083,2.575617684546172
2355,2.061402251247504,2.0602715896570722,0.4001652045365996,0.41078002424874266,0.05023444918651071,0.05152672263539317,2.652609370281267,2.572484559519106
2359,2.0622075119351173,2.061152009211534,0.3990161173625707,0.4095791784146317,0.050127291484830167,0.051414673723359436,2.6472767871837055,2.568226210504232
2363,2.0629189908018644,2.0619186677358683,0.3978978330774433,0.40840985461451723,0.050021229777445234,0.05130295146402386,2.6418896166815697,2.5623554084561073
2367,2.0635688606192586,2.0626026439236886,0.3968106081353037,0.4072713877603488,0.04991744892455274,0.05119263484516034,2.63621471064055,2.5545895234649674
2371,2.064136862365735,2.0631835174312023,0.3957512241704137,0.40616328944044167,0.04981446140323477,0.05108364496553079,2.6309622394356635,2.5478215091443435
2375,2.064572279150295,2.063602788076081,0.39470113005575624,0.4050825055425582,0.04971050388337203,0.05097378871618412,2.630186411003055,2.541283499712521
2379,2.064888716141305,2.0638599037475522,0.39369032581472735,0.4040263371627113,0.04960681507209887,0.0508629982582849,2.625416646089529,2.5322794546682514
2383,2.065081099737509,2.063976480527299,0.3927115287681565,0.402986989087342,0.049503479822841055,0.05075131159758987,2.616541549319207,2.520695068739509
2387,2.065111463458681,2.0638484156998453,0.3917619992899272,0.40197850287809367,0.04939860253034805,0.05063670084597279,2.6078342480087224,2.506342795556038
2391,2.0649539888926998,2.063439363401071,0.3908386516905299,0.4009975853253347,0.049290354735376574,0.05051707260639411,2.5992653466752724,2.488758455083917
2395,2.06465784430101,2.0628604910293022,0.3899351985888053,0.4000401627223735,0.049179225121440746,0.05039403263358432,2.5914470327732753,2.4701639953532917
2399,2.0642479395923714,2.062257996476876,0.38904920675980087,0.39910258464548504,0.04906620249263337,0.050270472324,2.584089033213499,2.4543774944625785
2403,2.0638186820417097,2.0617067647433247,0.3881784167609379,0.3981807464089008,0.048953445090367295,0.05014837180335917,2.57673513417489,2.4409450872886707
2407,2.0629982348019205,2.06086077784242,0.38732064798415533,0.39727079938764104,0.04883189289973513,0.050018950407430075,2.5689700394936787,2.430906191026194
2411,2.061278106219265,2.0595554371205225,0.38647260981505716,0.3963690714430102,0.04868893031266356,0.049877469014081625,2.5607148803349578,2.441086082166266
2415,2.0576682019808765,2.056632848705453,0.38562977260844894,0.3954717541405214,0.048500841036770465,0.04969551396784279,2.552184045723438,2.4632004425791276
2419,2.0568199141530035,2.056348233511168,0.3847924445991558,0.3945780182331952,0.04837654101125957,0.04957526705545415,2.5430784235467963,2.4779077196023014
