stage,id,label,loss,summary,plan,plan_sha256,unit_vector,elapsed_seconds
initial_population,12,initial_11,2290.259904925789,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/initial_population/task_012/summary.json,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/initial_population/plan.json,2fa4a6a87a283a743f97f5ee41273ab2401b01dbcfb22523db25c78c8aa7cbd4,"[0.7226273558611249, 0.3941284984907528, 0.8228161798644421, 0.5919019846097036, 0.6485333658620954, 0.2730446987062822, 0.1959425471957897, 0.356685831493001, 0.8314594933956118, 0.4681974541888058, 0.8511822480399113]",2407.3305990695953
initial_population,7,initial_6,2886.568711103578,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/initial_population/task_007/summary.json,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/initial_population/plan.json,2fa4a6a87a283a743f97f5ee41273ab2401b01dbcfb22523db25c78c8aa7cbd4,"[0.7999310924608848, 0.23572983323561816, 0.588591910067779, 0.6794417508630598, 0.6771505393215739, 0.2108757439898935, 0.1904940803636508, 0.2967712788956589, 0.7178108711647428, 0.43862701089115974, 0.8565473711491564]",2428.202265024185
initial_population,9,initial_8,2297.858680689345,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/initial_population/task_009/summary.json,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/initial_population/plan.json,2fa4a6a87a283a743f97f5ee41273ab2401b01dbcfb22523db25c78c8aa7cbd4,"[0.6953677378557432, 0.23572983323561816, 1.0, 0.6455139024368148, 0.6200222373555684, 0.2940274496142653, 0.20708957550154614, 0.4372171809295702, 0.7157331751843267, 0.46332750429376957, 0.8523956672776853]",2457.3012409210205
initial_population,21,initial_20,1448.482328203762,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/initial_population/task_021/summary.json,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/initial_population/plan.json,2fa4a6a87a283a743f97f5ee41273ab2401b01dbcfb22523db25c78c8aa7cbd4,"[0.7365998214311201, 0.6058715015092473, 1.0, 0.5855449849367385, 0.6400360079974174, 0.25543286285940736, 0.2210841845912972, 0.3254783741984959, 0.7433056208741767, 0.404680761736598, 0.7775032111250071]",2481.1744616031647
initial_population,20,initial_19,2362.280181720126,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/initial_population/task_020/summary.json,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/initial_population/plan.json,2fa4a6a87a283a743f97f5ee41273ab2401b01dbcfb22523db25c78c8aa7cbd4,"[0.8066278129780814, 0.6058715015092473, 0.8228161798644421, 0.7173674949264588, 0.6672317894719109, 0.2958043268346127, 0.28576977033061507, 0.44871289218861293, 0.8310165576290955, 0.5201019845789009, 0.8164267280098684]",2493.3071455955505
initial_population,16,initial_15,2294.138888093585,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/initial_population/task_016/summary.json,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/initial_population/plan.json,2fa4a6a87a283a743f97f5ee41273ab2401b01dbcfb22523db25c78c8aa7cbd4,"[0.8280299812621342, 0.5386655839902419, 0.8228161798644421, 0.716381603894641, 0.6093794668328819, 0.29414348384955125, 0.1912664676566139, 0.389090846214712, 0.827110307671777, 0.5230782435541914, 0.8326205613218068]",2527.374242782593
initial_population,11,initial_10,2518.051707127959,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/initial_population/task_011/summary.json,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/initial_population/plan.json,2fa4a6a87a283a743f97f5ee41273ab2401b01dbcfb22523db25c78c8aa7cbd4,"[0.7679272986670792, 0.3941284984907528, 0.588591910067779, 0.7048672202654432, 0.6605670303701405, 0.23424618181641993, 0.2361421428073586, 0.42547817534789417, 0.823158888227235, 0.48899896894092715, 0.8539546785505605]",2561.834390640259
initial_population,30,initial_29,834.6281484201845,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/initial_population/task_030/summary.json,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/initial_population/plan.json,2fa4a6a87a283a743f97f5ee41273ab2401b01dbcfb22523db25c78c8aa7cbd4,"[0.8067359847408528, 0.8794497447176348, 0.588591910067779, 0.6399372681059493, 0.6522052315466226, 0.33088171037159575, 0.26889678139999773, 0.31964507557066846, 0.7271720434830756, 0.418926459425107, 0.7292878556943205]",2572.1912229061127
initial_population,22,initial_21,2302.463098104547,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/initial_population/task_022/summary.json,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/initial_population/plan.json,2fa4a6a87a283a743f97f5ee41273ab2401b01dbcfb22523db25c78c8aa7cbd4,"[0.806712031325101, 0.6970642492453764, 0.2342242697966632, 0.6046065083554926, 0.6051954546085206, 0.2836226453930996, 0.30868977143470944, 0.3521611714011551, 0.79605994070836, 0.5055282148151267, 0.8526209753198456]",2600.1678323745728
initial_population,26,initial_25,2391.520539307772,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/initial_population/task_026/summary.json,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/initial_population/plan.json,2fa4a6a87a283a743f97f5ee41273ab2401b01dbcfb22523db25c78c8aa7cbd4,"[0.8081943874747578, 0.7882569969815056, 0.2342242697966632, 0.5869844595993347, 0.6099094027397185, 0.3008520889969168, 0.23325033985535423, 0.41689069434192233, 0.8620703212998048, 0.3801847286209694, 0.8422833864023742]",2769.624782562256
initial_population,19,initial_18,2460.2769323947355,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/initial_population/task_019/summary.json,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/initial_population/plan.json,2fa4a6a87a283a743f97f5ee41273ab2401b01dbcfb22523db25c78c8aa7cbd4,"[0.7193633934934152, 0.6058715015092473, 0.588591910067779, 0.6313236949679011, 0.6995594641764905, 0.26943084227541236, 0.19822351132559912, 0.3715276251620534, 0.7820141496201172, 0.4503651329048283, 0.8455091962448669]",2774.1621594429016
initial_population,29,initial_28,2450.272769247039,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/initial_population/task_029/summary.json,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/initial_population/plan.json,2fa4a6a87a283a743f97f5ee41273ab2401b01dbcfb22523db25c78c8aa7cbd4,"[0.7381972919698712, 0.8794497447176348, 0.2342242697966632, 0.6303964972379619, 0.6952126713178101, 0.22960040860044395, 0.17063012795432253, 0.3832570448028566, 0.8242676858454877, 0.4116316084075077, 0.8375126090683267]",2795.9428260326385
initial_population,18,initial_17,2270.694989325569,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/initial_population/task_018/summary.json,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/initial_population/plan.json,2fa4a6a87a283a743f97f5ee41273ab2401b01dbcfb22523db25c78c8aa7cbd4,"[0.819036842129124, 0.6058715015092473, 0.2342242697966632, 0.6528589361294223, 0.5990164783538389, 0.23872837895389226, 0.29781199472375697, 0.33197754591926426, 0.7068707721708211, 0.38401903267182014, 0.8537014641481828]",2834.365317106247
initial_population,8,initial_7,2508.8116171874844,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/initial_population/task_008/summary.json,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/initial_population/plan.json,2fa4a6a87a283a743f97f5ee41273ab2401b01dbcfb22523db25c78c8aa7cbd4,"[0.8184634839847805, 0.23572983323561816, 0.8228161798644421, 0.5967152635205843, 0.6626133473892074, 0.3123846491995877, 0.27353629463427387, 0.3012920868604508, 0.7595725109109054, 0.3679748758045115, 0.8559689020426062]",2843.6440165042877
initial_population,15,initial_14,2510.976506637941,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/initial_population/task_015/summary.json,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/initial_population/plan.json,2fa4a6a87a283a743f97f5ee41273ab2401b01dbcfb22523db25c78c8aa7cbd4,"[0.7840792673461595, 0.5386655839902419, 0.588591910067779, 0.6903581875826345, 0.7317923262056987, 0.318345157944274, 0.2799228492544677, 0.3219797791749503, 0.7124626750505896, 0.44112269892963263, 0.8507954719213084]",2909.8355724811554
initial_population,4,initial_3,4011.125399705374,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/initial_population/task_004/summary.json,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/initial_population/plan.json,2fa4a6a87a283a743f97f5ee41273ab2401b01dbcfb22523db25c78c8aa7cbd4,"[0.7298347949534476, 0.09119274773612923, 0.8228161798644421, 0.6446122057609184, 0.6262393179191741, 0.2312726150474851, 0.285049578742275, 0.40454329398794947, 0.8575159599577757, 0.3721968604009343, 0.8568451790671842]",2986.0895471572876
initial_population,14,initial_13,2488.7014970902956,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/initial_population/task_014/summary.json,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/initial_population/plan.json,2fa4a6a87a283a743f97f5ee41273ab2401b01dbcfb22523db25c78c8aa7cbd4,"[0.7270676476661093, 0.5386655839902419, 0.2342242697966632, 0.620303473187486, 0.6881404785583763, 0.2640010058243678, 0.29843266878400343, 0.3701750702919055, 0.7266708096070086, 0.3968519482535887, 0.855342031601893]",3093.559280872345
initial_population,6,initial_5,3274.4584858516705,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/initial_population/task_006/summary.json,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/initial_population/plan.json,2fa4a6a87a283a743f97f5ee41273ab2401b01dbcfb22523db25c78c8aa7cbd4,"[0.7233084604947735, 0.23572983323561816, 0.2342242697966632, 0.7061961806333804, 0.6974566262256814, 0.23972525101886938, 0.21737653628201734, 0.3853764448282565, 0.8476236400962317, 0.4800176061614371, 0.8572335817433624]",3119.248799800873
initial_population,17,initial_16,2124.70311132968,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/initial_population/task_017/summary.json,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/initial_population/plan.json,2fa4a6a87a283a743f97f5ee41273ab2401b01dbcfb22523db25c78c8aa7cbd4,"[0.7445994272447141, 0.5386655839902419, 1.0, 0.6890945453919853, 0.6019139415800212, 0.27358613849824853, 0.2803129040405209, 0.3706720167054697, 0.8540749436192122, 0.3900327858371333, 0.822836877237953]",3179.5317475795746
initial_population,13,initial_12,2330.543944572234,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/initial_population/task_013/summary.json,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/initial_population/plan.json,2fa4a6a87a283a743f97f5ee41273ab2401b01dbcfb22523db25c78c8aa7cbd4,"[0.7607920993526247, 0.3941284984907528, 1.0, 0.6886420065279203, 0.6459907447437014, 0.3211945773961525, 0.2318811916624068, 0.4255494892636124, 0.8293413328725208, 0.5123998944734754, 0.8429958662266016]",3301.781606912613
initial_population,2,initial_1,3463.987484527132,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/initial_population/task_002/summary.json,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/initial_population/plan.json,2fa4a6a87a283a743f97f5ee41273ab2401b01dbcfb22523db25c78c8aa7cbd4,"[0.8304763154847687, 0.09119274773612923, 0.2342242697966632, 0.5722419950550612, 0.6766602958783071, 0.28901892507364746, 0.15176362568272164, 0.4161662885277254, 0.8541316592112322, 0.39644252096346955, 0.8573596747673868]",3507.494225502014
final_joint_verification,15,jacobian_7_minus,450.76164036923626,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/final_joint_verification/task_015/summary.json,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/final_joint_verification/plan.json,932bc523cd305fa4088cdb03e2abd718f366b9f1c654844a50c37e4e0c0bb4da,"[0.7683658588095569, 0.7907569969815056, 0.99875, 0.6459741522995076, 0.6763282822070025, 0.2728298748873614, 0.22971005973834888, 0.370827428906207, 0.7842191123714463, 0.4446598852075433, 0.5915936716051217]",1841.3479051589966
final_joint_verification,10,jacobian_4_plus,451.14865198624113,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/final_joint_verification/task_010/summary.json,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/final_joint_verification/plan.json,932bc523cd305fa4088cdb03e2abd718f366b9f1c654844a50c37e4e0c0bb4da,"[0.7683658588095569, 0.7907569969815056, 0.99875, 0.6459741522995076, 0.6775782822070024, 0.2728298748873614, 0.22971005973834888, 0.37207742890620704, 0.7842191123714463, 0.4446598852075433, 0.5915936716051217]",1840.5666098594666
final_joint_verification,1,jacobian_0_minus,450.317963422881,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/final_joint_verification/task_001/summary.json,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/final_joint_verification/plan.json,932bc523cd305fa4088cdb03e2abd718f366b9f1c654844a50c37e4e0c0bb4da,"[0.7671158588095581, 0.7907569969815056, 0.99875, 0.6459741522995076, 0.6763282822070025, 0.2728298748873614, 0.22971005973834888, 0.37207742890620704, 0.7842191123714463, 0.4446598852075433, 0.5915936716051217]",1888.8062932491302
final_joint_verification,16,jacobian_7_plus,450.64411581715456,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/final_joint_verification/task_016/summary.json,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/final_joint_verification/plan.json,932bc523cd305fa4088cdb03e2abd718f366b9f1c654844a50c37e4e0c0bb4da,"[0.7683658588095569, 0.7907569969815056, 0.99875, 0.6459741522995076, 0.6763282822070025, 0.2728298748873614, 0.22971005973834888, 0.37332742890620707, 0.7842191123714463, 0.4446598852075433, 0.5915936716051217]",1895.1193313598633
final_joint_verification,4,jacobian_1_plus,450.08390051912284,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/final_joint_verification/task_004/summary.json,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/final_joint_verification/plan.json,932bc523cd305fa4088cdb03e2abd718f366b9f1c654844a50c37e4e0c0bb4da,"[0.7683658588095569, 0.7920069969815056, 0.99875, 0.6459741522995076, 0.6763282822070025, 0.2728298748873614, 0.22971005973834888, 0.37207742890620704, 0.7842191123714463, 0.4446598852075433, 0.5915936716051217]",1898.669182062149
final_joint_verification,18,jacobian_8_plus,451.0677576187549,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/final_joint_verification/task_018/summary.json,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/final_joint_verification/plan.json,932bc523cd305fa4088cdb03e2abd718f366b9f1c654844a50c37e4e0c0bb4da,"[0.7683658588095569, 0.7907569969815056, 0.99875, 0.6459741522995076, 0.6763282822070025, 0.2728298748873614, 0.22971005973834888, 0.37207742890620704, 0.7854691123714462, 0.4446598852075433, 0.5915936716051217]",1960.2497382164001
final_joint_verification,6,jacobian_2_plus,450.05335989491607,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/final_joint_verification/task_006/summary.json,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/final_joint_verification/plan.json,932bc523cd305fa4088cdb03e2abd718f366b9f1c654844a50c37e4e0c0bb4da,"[0.7683658588095569, 0.7907569969815056, 1.0, 0.6459741522995076, 0.6763282822070025, 0.2728298748873614, 0.22971005973834888, 0.37207742890620704, 0.7842191123714463, 0.4446598852075433, 0.5915936716051217]",1959.3070604801178
final_joint_verification,21,jacobian_10_minus,451.0319695748819,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/final_joint_verification/task_021/summary.json,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/final_joint_verification/plan.json,932bc523cd305fa4088cdb03e2abd718f366b9f1c654844a50c37e4e0c0bb4da,"[0.7683658588095569, 0.7907569969815056, 0.99875, 0.6459741522995076, 0.6763282822070025, 0.2728298748873614, 0.22971005973834888, 0.37207742890620704, 0.7842191123714463, 0.4446598852075433, 0.5903436716051217]",1963.619086265564
final_joint_verification,22,jacobian_10_plus,450.41317705099453,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/final_joint_verification/task_022/summary.json,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/final_joint_verification/plan.json,932bc523cd305fa4088cdb03e2abd718f366b9f1c654844a50c37e4e0c0bb4da,"[0.7683658588095569, 0.7907569969815056, 0.99875, 0.6459741522995076, 0.6763282822070025, 0.2728298748873614, 0.22971005973834888, 0.37207742890620704, 0.7842191123714463, 0.4446598852075433, 0.5928436716051217]",1984.0699210166931
final_joint_verification,12,jacobian_5_plus,450.617115232285,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/final_joint_verification/task_012/summary.json,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/final_joint_verification/plan.json,932bc523cd305fa4088cdb03e2abd718f366b9f1c654844a50c37e4e0c0bb4da,"[0.7683658588095569, 0.7907569969815056, 0.99875, 0.6459741522995076, 0.6763282822070025, 0.27407987488736135, 0.22971005973834888, 0.37207742890620704, 0.7842191123714463, 0.4446598852075433, 0.5915936716051217]",2070.468323469162
final_joint_verification,20,jacobian_9_plus,450.5169059914383,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/final_joint_verification/task_020/summary.json,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/final_joint_verification/plan.json,932bc523cd305fa4088cdb03e2abd718f366b9f1c654844a50c37e4e0c0bb4da,"[0.7683658588095569, 0.7907569969815056, 0.99875, 0.6459741522995076, 0.6763282822070025, 0.2728298748873614, 0.22971005973834888, 0.37207742890620704, 0.7842191123714463, 0.44590988520754327, 0.5915936716051217]",2102.8586864471436
final_joint_verification,19,jacobian_9_minus,450.7841422149092,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/final_joint_verification/task_019/summary.json,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/final_joint_verification/plan.json,932bc523cd305fa4088cdb03e2abd718f366b9f1c654844a50c37e4e0c0bb4da,"[0.7683658588095569, 0.7907569969815056, 0.99875, 0.6459741522995076, 0.6763282822070025, 0.2728298748873614, 0.22971005973834888, 0.37207742890620704, 0.7842191123714463, 0.4434098852075433, 0.5915936716051217]",2103.0939226150513
final_joint_verification,3,jacobian_1_minus,451.7007031241624,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/final_joint_verification/task_003/summary.json,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907o/output/model/joint_nested_overnight/search/final_joint_verification/plan.json,932bc523cd305fa4088cdb03e2abd718f366b9f1c654844a50c37e4e0c0bb4da,"[0.7683658588095569, 0.7895069969815056, 0.99875, 0.6459741522995076, 0.6763282822070025, 0.2728298748873614, 0.22971005973834888, 0.37207742890620704, 0.7842191123714463, 0.4446598852075433, 0.5915936716051217]",2106.153717517853
