draw,existing_family_rooms,under18_candidate,candidate_minus_existing
355,0.4308844619118606,0.4196180062989523,-0.011266455612908288
356,0.44879609151419864,0.43649338605019494,-0.012302705464003694
357,0.4655514237379528,0.4538875823996058,-0.01166384133834697
358,0.30161185125925805,0.2912906706193148,-0.01032118063994325
359,0.2892118532243355,0.2770802357021287,-0.012131617522206817
360,0.3218317300133311,0.29969727159505943,-0.022134458418271663
361,0.42256544695458675,0.3985286991495718,-0.02403674780501497
362,0.31212677265233246,0.2978448198459729,-0.014281952806359577
363,0.39674024719243484,0.37613505591347796,-0.02060519127895688
364,0.3685298733769775,0.3556276294164462,-0.012902243960531301
365,0.26438063406820955,0.2569255270427071,-0.00745510702550245
366,0.3227009491799855,0.3170353733266449,-0.005665575853340599
367,0.3339530747166206,0.33119379712317976,-0.0027592775934408564
368,0.3223862978339316,0.3277777045382315,0.005391406704299939
369,0.3825242964532345,0.3548109304646312,-0.0277133659886033
370,0.3111537185314539,0.28503179508455023,-0.026121923446903672
371,0.3617351096904553,0.35447555496428684,-0.00725955472616846
372,0.3598719580140095,0.34415288841731595,-0.015719069596693558
373,0.4166858837061742,0.3971342602687331,-0.0195516234374411
374,0.335441488974741,0.2973028330288763,-0.03813865594586474
375,0.28818090714306166,0.28467694540769717,-0.0035039617353644914
376,0.3321990623265467,0.32367633615925406,-0.00852272616729266
377,0.2625920532090431,0.25884601243451577,-0.003746040774527337
378,0.4294560933188434,0.40841789574652587,-0.021038197572317507
379,0.31869420765982603,0.30912142608826443,-0.009572781571561606
380,0.2704941836740069,0.25628249994017693,-0.014211683733829972
381,0.4279821816960139,0.4141969803175529,-0.013785201378460954
382,0.3045268222322237,0.2915207143429246,-0.013006107889299123
383,0.38231548211259714,0.3631250282556806,-0.019190453856916534
384,0.36525207572637,0.33300551303875814,-0.032246562687611835
385,0.28485717313799963,0.273274373419472,-0.011582799718527603
386,0.34882176512847796,0.32354616290361093,-0.025275602224867022
387,0.3332864062023164,0.33379916468699555,0.0005127584846791322
388,0.33332063661488753,0.32280396161493563,-0.010516674999951903
389,0.20926955965736482,0.1944597602488276,-0.014809799408537216
390,0.41011909151647874,0.39538592950189866,-0.014733162014580081
391,0.3471941791293105,0.32973131917406473,-0.01746285995524577
392,0.33288736346129344,0.3113475890886743,-0.021539774372619114
393,0.3219047784020237,0.3195573533293459,-0.0023474250726778223
394,0.3859034177453706,0.37193591337296183,-0.01396750437240879
395,0.4284552752114621,0.4089057919828001,-0.019549483228662012
396,0.35308130405464055,0.3443214386986355,-0.008759865356005037
397,0.260961231077097,0.26119924127511496,0.0002380101980179461
398,0.36198336585383384,0.35022653646264423,-0.011756829391189605
399,0.4220375699221748,0.41716451496369533,-0.00487305495847945
400,0.3605906593876611,0.3325027062915362,-0.028087953096124885
401,0.40982979178151613,0.39125356537017275,-0.018576226411343377
402,0.3450350180443369,0.3430680690478267,-0.001966948996510176
403,0.37799573030696365,0.3613063015775104,-0.016689428729453226
404,0.3858529985281596,0.38005141101574047,-0.005801587512419104
405,0.42532967741713446,0.4076174262776915,-0.01771225113944297
406,0.2897710491396621,0.2781585001578293,-0.011612548981832838
407,0.222128305220064,0.21806720935130386,-0.004061095868760134
408,0.28481478163995,0.274272060253141,-0.010542721386809006
409,0.4286506984772904,0.4101189959867657,-0.018531702490524715
410,0.32715670938931485,0.31061817127073965,-0.016538538118575197
411,0.39367919140912466,0.37858080915274783,-0.01509838225637683
412,0.23984496663861687,0.2326656314119786,-0.007179335226638273
