first_child_year,never_treated,K,post1997,observations,weight_sum
1991,0,10,1,47,1642.432000398636
1991,0,12,1,44,1632.321995794773
1991,0,14,1,48,1806.109993040562
1991,0,16,1,45,1746.684003531933
1991,0,18,1,40,1573.962004125118
1991,0,20,1,40,1612.050011456013
1991,0,22,1,39,1593.982010662556
1991,0,24,1,37,1624.806001067162
1991,0,26,1,37,1573.019000411034
1991,0,28,1,32,1484.165996789932
1992,0,-17,0,2,60.79999923706055
1992,0,-15,0,2,60.79999923706055
1992,0,-14,0,2,60.79999923706055
1992,0,-13,0,3,105.9999961853027
1992,0,-12,0,3,105.9999961853027
1992,0,-11,0,6,185.3999977111816
1992,0,-7,0,17,408.6999970674515
1992,0,-6,0,20,568.3999931812286
1992,0,-5,0,22,556.0999934673309
1992,0,-4,0,24,640.5999934673309
1992,0,-3,0,27,792.299996137619
1992,0,-2,0,39,1169.260012030602
1992,0,-1,0,41,1214.328012347221
1992,0,0,0,44,1249.318011522293
1992,0,1,0,44,1363.778009057045
1992,0,2,0,46,1414.763010323048
1992,0,3,0,42,1370.637008011341
1992,0,4,0,43,1342.216007769108
1992,0,5,1,34,1326.688008546829
1992,0,7,1,33,1207.59800863266
1992,0,9,1,32,1213.668008327484
1992,0,11,1,31,1210.234995126724
1992,0,13,1,29,1057.093994379044
1992,0,15,1,31,1263.423001050949
1992,0,17,1,30,1304.829001665115
1992,0,19,1,30,1344.795010566711
1992,0,21,1,30,1321.173010826111
1992,0,23,1,26,1274.341006278992
1992,0,25,1,26,1328.089004516602
1992,0,27,1,22,1257.37099313736
1993,0,-15,0,1,27.10000038146973
1993,0,-14,0,1,29
1993,0,-13,0,1,29
1993,0,-12,0,3,78.69999885559082
1993,0,-8,0,10,264.9999966621399
1993,0,-7,0,11,276.5999975204468
1993,0,-6,0,16,450.099995136261
1993,0,-5,0,18,520.099995136261
1993,0,-4,0,23,747.3000049591064
1993,0,-3,0,27,932.1140172481537
1993,0,-2,0,31,1023.441015958786
1993,0,-1,0,38,1251.335020303726
1993,0,0,0,49,1528.147996783257
1993,0,1,0,50,1579.513994574547
1993,0,2,0,49,1483.107995867729
1993,0,3,0,49,1529.70799767971
1993,0,4,1,45,1652.778996109962
1993,0,6,1,42,1493.710997223854
1993,0,8,1,42,1563.1279951334
1993,0,10,1,41,1598.346987009048
1993,0,12,1,41,1619.342987060547
1993,0,14,1,39,1633.771000385284
1993,0,16,1,39,1647.422999382019
1993,0,18,1,35,1526.34599840641
1993,0,20,1,32,1366.910997033119
1993,0,22,1,33,1571.015001177788
1993,0,24,1,27,1243.037004351616
1993,0,26,1,29,1497.007999897003
1994,0,-19,0,2,22.59999966621399
1994,0,-17,0,3,48.59999966621399
1994,0,-16,0,3,72.89999961853027
1994,0,-15,0,4,109.5999984741211
1994,0,-14,0,4,109.5999984741211
1994,0,-13,0,5,136.7999992370605
1994,0,-9,0,10,277.8999977111816
1994,0,-8,0,12,319.7999954223633
1994,0,-7,0,13,349.7999954223633
1994,0,-6,0,20,558.9999942779541
1994,0,-5,0,27,812.2999978065491
1994,0,-4,0,29,894.0020046234131
1994,0,-3,0,31,927.9860038161278
1994,0,-2,0,37,1045.595004618168
1994,0,-1,0,42,1271.403002142906
1994,0,0,0,56,1534.242005109787
1994,0,1,0,54,1475.575007200241
1994,0,2,0,51,1440.255004882813
1994,0,3,1,40,1348.321998357773
1994,0,5,1,40,1290.942996144295
1994,0,7,1,41,1270.060997128487
1994,0,9,1,41,1380.494000077248
1994,0,11,1,41,1400.495999455452
1994,0,13,1,39,1452.044008731842
1994,0,15,1,37,1260.098011851311
1994,0,17,1,37,1417.530012488365
1994,0,19,1,29,1088.094010233879
1994,0,21,1,32,1388.045000314713
1994,0,23,1,31,1362.516000032425
1994,0,25,1,28,1311.200019717216
1995,0,-18,0,1,36.20000076293945
1995,0,-17,0,1,36.20000076293945
1995,0,-16,0,1,38.70000076293945
1995,0,-15,0,1,38.70000076293945
1995,0,-14,0,1,38.70000076293945
1995,0,-10,0,4,122.2999992370605
1995,0,-9,0,6,146.8999989032745
1995,0,-8,0,7,179.1999981403351
1995,0,-7,0,6,156.2999985218048
1995,0,-6,0,9,203.1999989748001
1995,0,-5,0,15,358.1510033607483
1995,0,-4,0,17,436.9350020885468
1995,0,-3,0,19,469.7940025925636
1995,0,-2,0,25,580.5080030560493
1995,0,-1,0,33,752.9020004868507
1995,0,0,0,43,934.4680008292198
1995,0,1,0,42,914.5230011343956
1995,0,2,1,32,895.110992193222
1995,0,4,1,33,946.0879895687103
1995,0,6,1,32,944.6419895887375
1995,0,8,1,30,908.2319973707199
1995,0,10,1,31,868.5789932012558
1995,0,12,1,29,844.69899725914
1995,0,14,1,30,903.2400014400482
1995,0,16,1,29,917.1790030002594
1995,0,18,1,28,884.2520053386688
1995,0,20,1,25,821.832013130188
1995,0,22,1,26,890.9480148553848
1995,0,24,1,25,903.9940041303635
1996,0,-16,0,1,5.199999809265137
1996,0,-15,0,2,7.799999713897705
1996,0,-11,0,3,70.99999761581421
1996,0,-10,0,3,70.99999761581421
1996,0,-9,0,3,70.99999761581421
1996,0,-8,0,5,129.8999991416931
1996,0,-7,0,6,157.4999971389771
1996,0,-6,0,9,296.068998336792
1996,0,-5,0,11,341.3889989852905
1996,0,-4,0,15,459.9890022277832
1996,0,-3,0,25,801.7080019712448
1996,0,-2,0,30,852.1710028648376
1996,0,-1,0,31,893.7710028886795
1996,0,0,0,41,1074.415003538132
1996,0,1,1,37,1204.633996009827
1996,0,3,1,36,1179.152996063232
1996,0,5,1,37,1228.233995437622
1996,0,7,1,36,1265.356998562813
1996,0,9,1,33,1162.346997618675
1996,0,11,1,33,1212.139001965523
1996,0,13,1,35,1301.823999524117
1996,0,15,1,34,1366.036995887756
1996,0,17,1,33,1302.80499458313
1996,0,19,1,31,1369.981001615524
1996,0,21,1,30,1240.377995610237
1996,0,23,1,30,1380.810012936592
1997,0,-22,0,1,28.29999923706055
1997,0,-19,0,1,28.29999923706055
1997,0,-18,0,1,32.29999923706055
1997,0,-17,0,2,60.69999885559082
1997,0,-16,0,4,91.69999885559082
1997,0,-12,0,4,131.5
1997,0,-11,0,5,133.9000000953674
1997,0,-10,0,5,141.3000016212463
1997,0,-9,0,5,147.7000031471252
1997,0,-8,0,6,179.4999995231628
1997,0,-7,0,11,371.8430030345917
1997,0,-6,0,12,412.9740035533905
1997,0,-5,0,16,561.9850032329559
1997,0,-4,0,17,619.1380047798157
1997,0,-3,0,20,669.7230010032654
1997,0,-2,0,24,795.6210018992424
1997,0,-1,0,30,976.1580006480217
1997,0,0,1,46,1625.217008829117
1997,0,2,1,42,1466.66800904274
1997,0,4,1,44,1566.508009195328
1997,0,6,1,41,1533.971987783909
1997,0,8,1,44,1647.551989614964
1997,0,10,1,43,1692.521002292633
1997,0,12,1,43,1688.646002292633
1997,0,14,1,37,1568.387985289097
1997,0,16,1,37,1623.543981611729
1997,0,18,1,32,1512.955015540123
1997,0,20,1,35,1641.531013846397
1997,0,22,1,30,1555.387989044189
1998,0,-11,0,1,35.59999847412109
1998,0,-10,0,3,114.2000007629395
1998,0,-9,0,2,79.20000076293945
1998,0,-8,0,4,161.6870002746582
1998,0,-7,0,7,252.8810048103333
1998,0,-6,0,6,207.4720005989075
1998,0,-5,0,10,384.4959998130798
1998,0,-4,0,15,520.4550004005432
1998,0,-3,0,18,571.1100006103516
1998,0,-2,0,22,702.6020011901855
1998,0,-1,1,29,1093.821010112762
1998,0,1,1,31,1154.786008358002
1998,0,3,1,29,1107.310008525848
1998,0,5,1,29,1135.939006328583
1998,0,7,1,30,1194.230006694794
1998,0,9,1,28,1155.158004760742
1998,0,11,1,26,1117.897004127502
1998,0,13,1,24,1066.449998855591
1998,0,15,1,22,933.253999710083
1998,0,17,1,22,1083.93599653244
1998,0,19,1,21,1002.210995674133
1998,0,21,1,20,1073.40901184082
1999,0,-14,0,2,64.59999847412109
1999,0,-13,0,1,32.29999923706055
1999,0,-12,0,1,32.29999923706055
1999,0,-11,0,3,85.39999771118164
1999,0,-10,0,2,58.59999847412109
1999,0,-9,0,3,96.35400009155273
1999,0,-8,0,5,164.318000793457
1999,0,-7,0,4,116.0620002746582
1999,0,-6,0,8,221.3779983520508
1999,0,-5,0,10,293.0150012969971
1999,0,-4,0,12,349.4039993286133
1999,0,-3,0,14,380.4390029907227
1999,0,-2,1,20,608.2009992599487
1999,0,0,1,47,1437.084992408752
1999,0,2,1,44,1382.178990602493
1999,0,4,1,42,1393.345006227493
1999,0,6,1,45,1454.275004386902
1999,0,8,1,46,1577.953986406326
1999,0,10,1,40,1334.553984880447
1999,0,12,1,38,1370.077004909515
1999,0,14,1,38,1383.501012325287
1999,0,16,1,33,1221.761012554169
1999,0,18,1,32,1141.778011798859
1999,0,20,1,26,1059.655990123749
2000,0,-15,0,3,105.5999984741211
2000,0,-13,0,3,105.5999984741211
2000,0,-12,0,6,212.0999946594238
2000,0,-11,0,5,200.5999984741211
2000,0,-10,0,7,277.4850006103516
2000,0,-9,0,8,297.1780014038086
2000,0,-8,0,9,354.6430015563965
2000,0,-7,0,13,479.846001625061
2000,0,-6,0,15,488.9949998855591
2000,0,-5,0,17,573.262001991272
2000,0,-4,0,19,638.9490022659302
2000,0,-3,1,24,931.2049932479858
2000,0,-1,1,40,1359.499994754791
2000,0,1,1,37,1303.550993442535
2000,0,3,1,40,1461.104998469353
2000,0,5,1,40,1461.104998469353
2000,0,7,1,38,1497.365005016327
2000,0,9,1,39,1499.237004995346
2000,0,11,1,38,1536.959010362625
2000,0,13,1,36,1477.609009981155
2000,0,15,1,36,1655.649992346764
2000,0,17,1,36,1646.181993842125
2000,0,19,1,32,1632.068990707397
2001,0,-16,0,1,33.59999847412109
2001,0,-15,0,2,64.49999809265137
2001,0,-14,0,1,33.59999847412109
2001,0,-13,0,1,33.59999847412109
2001,0,-12,0,1,37.09999847412109
2001,0,-11,0,2,71.27400207519531
2001,0,-10,0,2,71.27400207519531
2001,0,-9,0,2,71.27400207519531
2001,0,-8,0,5,160.5250000953674
2001,0,-7,0,9,298.3129982948303
2001,0,-6,0,10,330.4129967689514
2001,0,-5,0,15,479.6779980659485
2001,0,-4,1,21,833.2499952316284
2001,0,-2,1,31,1035.523998737335
2001,0,0,1,51,1592.54299902916
2001,0,2,1,49,1647.427996873856
2001,0,4,1,48,1580.75399518013
2001,0,6,1,46,1641.565997362137
2001,0,8,1,46,1605.52499628067
2001,0,10,1,43,1660.273009777069
2001,0,12,1,44,1655.044005632401
2001,0,14,1,39,1487.345989823341
2001,0,16,1,41,1581.421990036964
2001,0,18,1,40,1692.75799715519
2002,0,-17,0,1,33.59999847412109
2002,0,-16,0,1,33.59999847412109
2002,0,-15,0,1,33.59999847412109
2002,0,-14,0,1,33.59999847412109
2002,0,-13,0,1,37.09999847412109
2002,0,-12,0,2,80.92600250244141
2002,0,-11,0,2,80.92600250244141
2002,0,-10,0,2,80.92600250244141
2002,0,-9,0,6,176.0119981765747
2002,0,-8,0,7,207.362998008728
2002,0,-7,0,8,233.0159978866577
2002,0,-6,0,13,358.7640008926392
2002,0,-5,1,13,472.1330032348633
2002,0,-3,1,22,699.2999992370605
2002,0,-1,1,31,934.8230032324791
2002,0,1,1,32,1014.070005476475
2002,0,3,1,31,942.454006254673
2002,0,5,1,29,939.3529995679855
2002,0,7,1,30,940.0459995865822
2002,0,9,1,30,1060.50899541378
2002,0,11,1,29,1031.196996331215
2002,0,13,1,26,963.673004090786
2002,0,15,1,22,844.3620032668114
2002,0,17,1,23,809.4330062866211
2003,0,-17,0,1,40.29999923706055
2003,0,-16,0,1,40.29999923706055
2003,0,-15,0,2,71.89999961853027
2003,0,-14,0,3,129.1000022888184
2003,0,-13,0,3,129.1490020751953
2003,0,-12,0,4,149.8440017700195
2003,0,-11,0,6,209.415002822876
2003,0,-10,0,7,301.3260021209717
2003,0,-9,0,9,345.105001449585
2003,0,-8,0,10,346.4670028686523
2003,0,-7,0,11,440.0630054473877
2003,0,-6,1,12,582.1790008544922
2003,0,-4,1,19,738.3849968910217
2003,0,-2,1,34,1150.065003037453
2003,0,0,1,40,1410.227003455162
2003,0,2,1,37,1400.387002646923
2003,0,4,1,41,1431.112001955509
2003,0,6,1,41,1431.112001955509
2003,0,8,1,40,1494.834998607635
2003,0,10,1,36,1331.287001371384
2003,0,12,1,35,1417.784002184868
2003,0,14,1,40,1609.620003223419
2003,0,16,1,39,1735.492002129555
2004,0,-17,0,1,30.29999923706055
2004,0,-15,0,1,33.40000152587891
2004,0,-14,0,2,50.75399971008301
2004,0,-13,0,2,50.75399971008301
2004,0,-12,0,2,69.04700088500977
2004,0,-11,0,5,143.8900003433228
2004,0,-10,0,8,203.6690000593662
2004,0,-9,0,9,234.5320009291172
2004,0,-8,0,9,201.9849995672703
2004,0,-7,1,13,330.0970059931278
2004,0,-5,1,20,592.9110088348389
2004,0,-3,1,33,972.997012168169
2004,0,-1,1,53,1547.000991344452
2004,0,1,1,49,1449.000991016626
2004,0,3,1,50,1575.88400092721
2004,0,5,1,48,1448.226004034281
2004,0,7,1,47,1474.987992465496
2004,0,9,1,45,1395.554996669292
2004,0,11,1,44,1521.591994643211
2004,0,13,1,44,1545.842990875244
2004,0,15,1,40,1504.474998652935
2005,0,-14,0,1,37.12200164794922
2005,0,-13,0,3,116.5630035400391
2005,0,-12,0,4,145.931999206543
2005,0,-11,0,8,230.8240003585815
2005,0,-10,0,7,228.4680004119873
2005,0,-9,0,10,362.9460020065308
2005,0,-8,1,14,519.6650032997131
2005,0,-6,1,25,818.875005364418
2005,0,-4,1,31,1003.503999352455
2005,0,-2,1,50,1608.663008928299
2005,0,0,1,71,2259.204005122185
2005,0,2,1,64,2211.502992153168
2005,0,4,1,65,2146.882994651794
2005,0,6,1,59,2201.27298861742
2005,0,8,1,54,2032.290990889072
2005,0,10,1,45,1809.797006368637
2005,0,12,1,45,1826.067004680634
2005,0,14,1,44,2027.819995641708
2006,0,-15,0,1,37.12099838256836
2006,0,-14,0,1,37.12099838256836
2006,0,-13,0,1,39.59700012207031
2006,0,-12,0,2,42.11500000953674
2006,0,-11,0,3,45.58100008964539
2006,0,-10,0,4,100.2849986553192
2006,0,-9,1,5,141.5650005340576
2006,0,-7,1,9,248.8459985256195
2006,0,-5,1,18,416.4909980297089
2006,0,-3,1,30,762.2280011177063
2006,0,-1,1,43,1046.979999303818
2006,0,1,1,40,1052.12400329113
2006,0,3,1,41,1068.852003931999
2006,0,5,1,36,1040.194993257523
2006,0,7,1,35,958.1499917507172
2006,0,9,1,33,1046.981995820999
2006,0,11,1,35,1069.297997713089
2006,0,13,1,33,1174.082993268967
2007,0,-14,0,1,20.23600006103516
2007,0,-13,0,2,35.03600025177002
2007,0,-12,0,3,78.9290018081665
2007,0,-11,0,4,104.842001914978
2007,0,-10,1,5,184.3880023956299
2007,0,-8,1,9,287.0410013198853
2007,0,-6,1,17,448.3509976863861
2007,0,-4,1,29,787.3729985952377
2007,0,-2,1,38,1083.215994715691
2007,0,0,1,55,1504.294990897179
2007,0,2,1,51,1407.9919911623
2007,0,4,1,46,1211.474999427795
2007,0,6,1,47,1336.924004793167
2007,0,8,1,47,1408.454994559288
2007,0,10,1,42,1198.717998385429
2007,0,12,1,40,1290.680995225906
2008,0,-22,0,1,6.800000190734863
2008,0,-21,0,1,6.800000190734863
2008,0,-20,0,1,6.800000190734863
2008,0,-19,0,1,8
2008,0,-18,0,1,8.02299976348877
2008,0,-17,0,1,8.02299976348877
2008,0,-16,0,1,8.02299976348877
2008,0,-15,0,2,38.89199924468994
2008,0,-14,0,2,38.89199924468994
2008,0,-13,0,2,38.89199924468994
2008,0,-12,0,3,84.2790002822876
2008,0,-11,1,4,149.4320001602173
2008,0,-9,1,7,205.5639982223511
2008,0,-7,1,13,336.8019990921021
2008,0,-5,1,21,558.7140009403229
2008,0,-3,1,37,887.1840012073517
2008,0,-1,1,47,1159.714999914169
2008,0,1,1,49,1271.650998473167
2008,0,3,1,47,1231.135998606682
2008,0,5,1,47,1233.586995005608
2008,0,7,1,45,1292.66400718689
2008,0,9,1,40,1145.616005897522
2008,0,11,1,41,1317.682006120682
2009,0,-15,0,1,57.39300155639648
2009,0,-14,0,2,63.49500179290771
2009,0,-13,0,2,63.49500179290771
2009,0,-12,1,3,97.44000053405762
2009,0,-10,1,7,233.0629978179932
2009,0,-8,1,13,394.2569961547852
2009,0,-6,1,16,487.5410022735596
2009,0,-4,1,29,712.5690002441406
2009,0,-2,1,48,1222.223992824554
2009,0,0,1,69,1593.180997133255
2009,0,2,1,63,1692.290009856224
2009,0,4,1,60,1548.34900867939
2009,0,6,1,62,1764.076007246971
2009,0,8,1,59,1586.719006299973
2009,0,10,1,54,1644.982003450394
2010,0,-17,0,2,85.57699966430664
2010,0,-16,0,2,85.57699966430664
2010,0,-15,0,2,85.57699966430664
2010,0,-14,0,2,85.57699966430664
2010,0,-13,1,3,138.7299995422363
2010,0,-11,1,7,202.2729986906052
2010,0,-9,1,11,285.0319985151291
2010,0,-7,1,20,476.4169999361038
2010,0,-5,1,32,721.4469994306564
2010,0,-3,1,46,1056.569001913071
2010,0,-1,1,64,1377.843003451824
2010,0,1,1,61,1450.049000740051
2010,0,3,1,60,1428.757999897003
2010,0,5,1,53,1331.780004024506
2010,0,7,1,57,1452.377003788948
2010,0,9,1,53,1488.589999914169
2011,0,-18,0,1,22.89999961853027
2011,0,-17,0,1,22.89999961853027
2011,0,-16,0,1,22.89999961853027
2011,0,-15,0,1,22.89999961853027
2011,0,-14,1,1,27.42600059509277
2011,0,-12,1,3,75.53499984741211
2011,0,-10,1,4,78.20099973678589
2011,0,-8,1,5,134.8290009498596
2011,0,-6,1,9,192.8699996471405
2011,0,-4,1,16,412.6939988136292
2011,0,-2,1,29,802.2720031738281
2011,0,0,1,42,1100.378005027771
2011,0,2,1,38,1011.298004627228
2011,0,4,1,38,1078.864003658295
2011,0,6,1,40,1141.014002799988
2011,0,8,1,31,874.0940022468567
2012,0,-16,0,1,26.40900039672852
2012,0,-11,1,5,193.1139984130859
2012,0,-9,1,7,270.8309993743896
2012,0,-7,1,16,459.3539971113205
2012,0,-5,1,28,823.9109969139099
2012,0,-3,1,37,1100.695996403694
2012,0,-1,1,56,1471.146992206573
2012,0,1,1,53,1397.285992145538
2012,0,3,1,52,1442.585991501808
2012,0,5,1,49,1384.998992562294
2012,0,7,1,49,1483.177002191544
2013,0,-14,1,2,88.89100074768066
2013,0,-12,1,2,88.89100074768066
2013,0,-10,1,3,62.49299907684326
2013,0,-8,1,11,311.6320009827614
2013,0,-6,1,18,476.364008128643
2013,0,-4,1,30,806.8739977478981
2013,0,-2,1,39,976.518002986908
2013,0,0,1,56,1317.058001041412
2013,0,2,1,45,1166.498004794121
2013,0,4,1,45,1099.924998879433
2013,0,6,1,42,1178.645996212959
2014,0,-15,1,1,33.31600189208984
2014,0,-13,1,1,33.31600189208984
2014,0,-11,1,5,130.0590000152588
2014,0,-9,1,9,204.0790015459061
2014,0,-7,1,15,426.6709997653961
2014,0,-5,1,19,497.2489993572235
2014,0,-3,1,32,843.2649986147881
2014,0,-1,1,48,1210.962000668049
2014,0,1,1,45,1257.448000431061
2014,0,3,1,46,1247.6840031147
2014,0,5,1,45,1298.801000118256
2015,0,-18,1,2,46.27199935913086
2015,0,-16,1,2,46.27199935913086
2015,0,-14,1,4,120.3740005493164
2015,0,-12,1,7,187.2829990386963
2015,0,-10,1,10,298.1690011024475
2015,0,-8,1,14,401.661001086235
2015,0,-6,1,21,510.4450000524521
2015,0,-4,1,32,889.3350042104721
2015,0,-2,1,44,1101.009005904198
2015,0,0,1,54,1381.702996969223
2015,0,2,1,52,1378.04399728775
2015,0,4,1,45,1388.229004144669
2016,0,-13,1,1,18.50300025939941
2016,0,-11,1,8,160.5560038089752
2016,0,-9,1,12,282.8129968643188
2016,0,-7,1,22,571.9549951553345
2016,0,-5,1,27,734.8460034132004
2016,0,-3,1,38,875.096001625061
2016,0,-1,1,51,1197.602005958557
2016,0,1,1,45,1089.996005773544
2016,0,3,1,48,1289.786996394396
2017,0,-16,1,1,1.504999995231628
2017,0,-14,1,1,25.10400009155273
2017,0,-12,1,6,99.62099993228912
2017,0,-10,1,12,270.5169981718063
2017,0,-8,1,16,330.7059967517853
2017,0,-6,1,25,604.0369917154312
2017,0,-4,1,40,955.8679889440536
2017,0,-2,1,46,1153.638004541397
2017,0,0,1,61,1535.826999664307
2017,0,2,1,52,1448.120002269745
2018,0,-17,1,1,31.22100067138672
2018,0,-15,1,3,35.07199919223785
2018,0,-13,1,3,35.07199919223785
2018,0,-11,1,6,97.11599922180176
2018,0,-9,1,9,197.7819976806641
2018,0,-7,1,16,462.532998919487
2018,0,-5,1,19,526.7549995183945
2018,0,-3,1,33,884.9900065660477
2018,0,-1,1,41,1008.815002322197
2018,0,1,1,41,1139.071001291275
2019,0,-22,1,1,15.37100028991699
2019,0,-20,1,1,16.51300048828125
2019,0,-18,1,1,16.51300048828125
2019,0,-16,1,2,46.57299995422363
2019,0,-14,1,2,46.57299995422363
2019,0,-12,1,5,105.7779979705811
2019,0,-10,1,4,73.7869987487793
2019,0,-8,1,6,149.3280000686646
2019,0,-6,1,8,200.0019998550415
2019,0,-4,1,10,294.5749988555908
2019,0,-2,1,12,327.2899980545044
2019,0,0,1,18,611.7149953842163
,1,,0,8828,229009.1587466002
,1,,1,7590,254200.49682796
