stage,case_id,label,loss,tfr,childless_rate,mean_age_first_birth,share_first_births_age30plus,housing_increment_0to1,prime30_55_parent_3plus_minus_1to2_mean_rooms,own_family_gap,own_rate,aggregate_mean_occupied_rooms_18_85,aggregate_wealth_to_annual_gross_labor_earnings,annual_bequest_flow_to_aggregate_wealth,old_total_wealth_to_annual_income_p90_p50_7684
round1,13,coordinate_5_plus,28.587974547700586,1.921702870785579,0.18921216252074727,26.247367100060835,0.2369692353554569,0.43952200964717214,0.40461759055207747,0.1648593484716433,0.5472182878797875,6.318732710162618,7.033370382052632,0.008486492352717659,3.3050017679960413
round1,14,coordinate_6_minus,29.347768209090717,1.921700507367817,0.18921233476005425,26.247438323877596,0.23697312531308232,0.4393630523252785,0.4043851349863825,0.16481094751297148,0.5468533666192247,6.319865047898604,7.0166189883914925,0.008421946193629055,3.274183344740116
round1,15,coordinate_6_plus,29.40393668461677,1.9217023694051512,0.1892113838198174,26.247463885031408,0.2369745736325248,0.43933164604048525,0.4044231172883377,0.16480563341677218,0.5467898980597764,6.320166806288363,7.014258359933395,0.008411966227774919,3.274095788543306
round1,16,coordinate_7_minus,28.98791892587007,1.921701982267455,0.18918860739349772,26.247218297933298,0.2369638474922801,0.4371410142347969,0.4016771226654994,0.16441272167262022,0.5469076206672825,6.319122731219664,7.015633792754116,0.008417148862974276,3.2743768288020365
round1,17,coordinate_7_plus,29.818088396435034,1.9216954756750937,0.18923787829539393,26.247706014386452,0.23698602926504794,0.44147460052779586,0.40715640009053544,0.16522595825686798,0.5467361000641779,6.321076897249011,7.014855234673992,0.008416947629743007,3.2741982517648776
round1,18,coordinate_8_minus,29.550049594027442,1.9215304493549574,0.18796795302159985,26.256683387158567,0.23759953789895014,0.43936602388175494,0.405882890708269,0.16491980982993926,0.5468200330210926,6.320197897052245,7.015471790966687,0.008417009924921344,3.2741503707175172
round1,19,coordinate_8_plus,29.266203354586683,1.9218749390720604,0.1904640796456543,26.238100372360634,0.23634170025747894,0.43940627119291964,0.40287901162717255,0.16471097190223272,0.5468344111599819,6.31987331745909,7.0154235894550645,0.00841720997194839,3.2741600074853574
round1,20,coordinate_9_minus,29.566312305818222,1.9216985871063996,0.18917782982284742,26.247195528737112,0.23696317811567633,0.43749741809826403,0.40457498706053574,0.16447172337885196,0.5468819547526689,6.319303652907869,7.015591734628833,0.008417205593855753,3.2743335802202416
round1,21,coordinate_9_plus,29.187443426691733,1.921696340064929,0.18924930570912257,26.24772569374111,0.23698630835481882,0.44112887544934587,0.40423363757462294,0.16516365023339047,0.5467621212357642,6.320886720237477,7.014882458505676,0.008416953718397393,3.274245383679228
round1,22,coordinate_10_minus,29.680466446934393,1.91788335601023,0.18991469521247448,26.239173744380775,0.23631208379972962,0.4386212238661704,0.40486831351965247,0.16517759617858407,0.5468262009508608,6.319664732747907,7.015241338715556,0.008416940200030457,3.2744030063944463
round1,23,coordinate_10_plus,29.137698745763366,1.925511700648118,0.18851064855588576,26.255695103010954,0.2376334241057683,0.44010386517525113,0.4038958863364499,0.16443329985695576,0.5468125546769447,6.3203156900485515,7.015587085154423,0.00841709487953227,3.2738763650051683
round2,1,all_improving_coordinates_scale_0.5,30.398471066868698,1.9235542301067938,0.18946806122759388,26.245768478479768,0.23690938495257516,0.4404253708768815,0.40256175186576204,0.16502982473205308,0.5477249944600201,6.318389694331322,7.052617580313338,0.008521958761661274,3.1978682632784285
round2,2,all_improving_coordinates_scale_1,30.248941673106934,1.9254059269610115,0.18972506706059242,26.244136544368885,0.2368482575570308,0.43919294580279367,0.40034658165431036,0.1649670218133143,0.5483063607583866,6.318329984762719,7.072787527879103,0.008557378292148119,3.189871105568987
round2,3,all_improving_coordinates_scale_2,28.454142194567996,1.9291174494595846,0.19024175044097424,26.240795549533612,0.2367218585730997,0.4399317236842677,0.3964074164927256,0.16529983471838094,0.5492590364413131,6.31733398982469,7.111233602155042,0.008626466118149434,3.227082703372186
round2,4,top_three_improving_coordinates_scale_0.5,30.550562793399155,1.9236124491498354,0.18884901216207484,26.251318982035837,0.23729047007072854,0.4389928994608363,0.40311823504937294,0.1645207002187653,0.547459937283542,6.317834304575819,7.042292635330644,0.008521455457582528,3.198056477074778
round2,5,top_three_improving_coordinates_scale_1,30.402542440031475,1.9255221023956235,0.1884857723513014,26.255277114911365,0.23761227907322052,0.43842379793486774,0.4016728782295358,0.16417323069766804,0.5477080975242185,6.316866470630081,7.051677262695719,0.008556812470186106,3.1903752805420327
round2,6,top_three_improving_coordinates_scale_2,28.787193723167874,1.9293280304809612,0.18776350451237367,26.263181747011053,0.2382556478006692,0.43729177994746316,0.39871187030830946,0.16344702203224715,0.5481728399140772,6.31482206701517,7.070289932132834,0.008625068153996825,3.227633373607274
round2,7,child_space_rebalance_0.025,26.80035821231549,1.9217025699581414,0.18937189004573904,26.248480130829268,0.23701949791218996,0.44609620719452714,0.3983167992804155,0.16610767833363005,0.5470556822034272,6.321227507560548,7.032499806620846,0.008486068361220013,3.304772135163847
round2,8,child_space_rebalance_0.05,25.301382923250372,1.9216960533977754,0.1895342531542927,26.249562828786797,0.2370679068240142,0.4527444762918176,0.39200478189288024,0.1673478107389128,0.5468711647901401,6.323584303701025,7.031916746745531,0.008485672593831463,3.3043811244280747
round2,9,child_space_rebalance_0.1,23.15344472757269,1.9216975578798428,0.18985895060790128,26.251702786396663,0.23716275185854563,0.46604419298872113,0.37919818852699816,0.1695784661356256,0.5466182046608248,6.3285941535538965,7.0311956981510075,0.008484568648442574,3.303594814389452
round2,10,child_space_rebalance_0.025_with_successful_moves,29.081951730438597,1.9254043682374562,0.18987271347007934,26.24518888702134,0.2368949708831297,0.44622331885125455,0.39693268013438576,0.16626591501853044,0.5481010441507587,6.320840981450728,7.0721812578056875,0.008556860614118509,3.189232880603338
round2,11,child_space_rebalance_0.05_with_successful_moves,27.658811101586025,1.925406355418524,0.19003298628123735,26.246264910048673,0.236942472536265,0.4528186709393376,0.39063055938640545,0.16752324877193775,0.5479238052247447,6.323185221506251,7.071715593851953,0.008556519124272084,3.188606807997602
round2,12,child_space_rebalance_0.1_with_successful_moves,25.765724679524013,1.9254023330879204,0.19035752058868083,26.24841033155361,0.2370385640764808,0.46488507526499845,0.3780661308129689,0.17001975164595823,0.5475463252426426,6.327998519474158,7.07038963329588,0.008555596090648265,3.1876554126278593
