family,contrast,kind,base_arm,comparison_arm,birth_flow_base,birth_flow_comparison,birth_flow_difference,birth_flow_pct_change,first_birth_flow_base,first_birth_flow_comparison,first_birth_flow_difference,first_birth_flow_pct_change,cumulative_explicit_births_per_initial_household_base,cumulative_explicit_births_per_initial_household_comparison,cumulative_explicit_births_per_initial_household_difference,cumulative_explicit_births_per_initial_household_pct_change,ownership_base,ownership_comparison,ownership_difference,ownership_pp_change,mean_rooms_base,mean_rooms_comparison,mean_rooms_difference,first_birth_mean_age_base,first_birth_mean_age_comparison,first_birth_mean_age_difference
original,credit_dose_5_cap6,credit_dose,arm_03_phi0.8_lambda0_cap6,arm_12_phi0.8_lambda5_cap6,0.1155903878306699,0.12377387987346156,0.00818349204279166,7.0797340474190396,0.050649833856012405,0.05758031473240796,0.006930480876395556,13.683126574704186,1.8724107636556737,1.9289838301368873,0.05657306648121363,3.021402545815377,0.5664112010865031,0.5791362968754746,0.012725095788971519,1.2725095788971519,6.639867627691228,6.777146211046253,0.13727858335502496,24.095245727448187,23.32571517816152,-0.7695305492866673
stationary_new_income,baseline_vs_mortgageonly,mortgage_only,arm_03_phi0.8_lambda0_cap6,arm_39_phi1_lambda0_cap6,0.1144749497830227,0.11467402282837033,0.00019907304534763637,0.17390096761340512,0.0487249230810764,0.04886384071826955,0.00013891763719314776,0.2851059137886969,1.854342148733761,1.8559189651891157,0.0015768164553546793,0.08503373859194419,0.5407538684910874,0.5904955726456431,0.0497417041545557,4.9741704154555695,6.492546602042798,6.551764642736563,0.05921804069376524,25.49105090800037,25.48247479981412,-0.008576108186250764
stationary_new_income,baseline_vs_creditmoderate,credit_moderate,arm_03_phi0.8_lambda0_cap6,arm_06_phi0.8_lambda0.25_cap6,0.1144749497830227,0.11484267546115463,0.0003677256781319388,0.3212280755125363,0.0487249230810764,0.049136002192984474,0.0004110791119080748,0.8436731879987835,1.854342148733761,1.814496117156238,-0.03984603157752309,-2.148796089477445,0.5407538684910874,0.5413036890374407,0.0005498205463533301,0.05498205463533301,6.492546602042798,6.55706501691035,0.06451841486755239,25.49105090800037,25.233904309488715,-0.2571465985116568
stationary_new_income,baseline_vs_credit1,credit_1,arm_03_phi0.8_lambda0_cap6,arm_09_phi0.8_lambda1_cap6,0.1144749497830227,0.11462236035252979,0.00014741056950709486,0.12877102788557693,0.0487249230810764,0.04893694673992566,0.00021202365884925856,0.43514416327852246,1.854342148733761,1.7794101782244853,-0.07493197050927569,-4.04089237579176,0.5407538684910874,0.5413831727810857,0.0006293042899983003,0.06293042899983003,6.492546602042798,6.594373717522741,0.10182711547994305,25.49105090800037,25.147934081045594,-0.34311682695477685
stationary_new_income,baseline_vs_credit5,credit_5,arm_03_phi0.8_lambda0_cap6,arm_12_phi0.8_lambda5_cap6,0.1144749497830227,0.11462236035252979,0.00014741056950709486,0.12877102788557693,0.0487249230810764,0.04893694673992566,0.00021202365884925856,0.43514416327852246,1.854342148733761,1.7794101782244853,-0.07493197050927569,-4.04089237579176,0.5407538684910874,0.5413831727810857,0.0006293042899983003,0.06293042899983003,6.492546602042798,6.594373717522741,0.10182711547994305,25.49105090800037,25.147934081045594,-0.34311682695477685
stationary_new_income,baseline_vs_rentalonly,rental_only,arm_03_phi0.8_lambda0_cap6,arm_05_phi0.8_lambda0_cap10,0.1144749497830227,0.11519773851339868,0.0007227887303759839,0.6313946690922112,0.0487249230810764,0.049257128542364303,0.0005322054612879046,1.0922653698238527,1.854342148733761,1.8599251040150455,0.005582955281284496,0.301074711864624,0.5407538684910874,0.47886006851217255,-0.061893799978914865,-6.1893799978914865,6.492546602042798,6.645730414671374,0.15318381262857628,25.49105090800037,25.450290793895576,-0.04076011410479552
stationary_new_income,baseline_vs_combined,combined,arm_03_phi0.8_lambda0_cap6,arm_50_phi1_lambda5_cap10,0.1144749497830227,0.11539771516179113,0.0009227653787684392,0.8060849823629201,0.0487249230810764,0.049503097078605895,0.0007781739975294966,1.5970758870868629,1.854342148733761,1.785582235936985,-0.06875991279677596,-3.7080488540762957,0.5407538684910874,0.5209405536189518,-0.019813314872135668,-1.9813314872135668,6.492546602042798,6.773353365585674,0.28080676354287615,25.49105090800037,25.103591838719616,-0.38745906928075513
stationary_new_income,mortgage_increment_cap6,mortgage_increment,arm_03_phi0.8_lambda0_cap6,arm_39_phi1_lambda0_cap6,0.1144749497830227,0.11467402282837033,0.00019907304534763637,0.17390096761340512,0.0487249230810764,0.04886384071826955,0.00013891763719314776,0.2851059137886969,1.854342148733761,1.8559189651891157,0.0015768164553546793,0.08503373859194419,0.5407538684910874,0.5904955726456431,0.0497417041545557,4.9741704154555695,6.492546602042798,6.551764642736563,0.05921804069376524,25.49105090800037,25.48247479981412,-0.008576108186250764
stationary_new_income,mortgage_increment_cap8,mortgage_increment,arm_03_phi0.8_lambda0_cap6,arm_40_phi1_lambda0_cap8,0.1144749497830227,0.1151256394405992,0.0006506896575765031,0.5684122673212055,0.0487249230810764,0.04919848209668315,0.0004735590156067504,0.9719030542516549,1.854342148733761,1.8596824904720988,0.0053403417383377505,0.2879911747669883,0.5407538684910874,0.5502161019729958,0.009462233481908333,0.9462233481908333,6.492546602042798,6.61225647410691,0.11970987206411188,25.49105090800037,25.457047074547873,-0.034003833452498355
stationary_new_income,mortgage_increment_cap10,mortgage_increment,arm_03_phi0.8_lambda0_cap6,arm_41_phi1_lambda0_cap10,0.1144749497830227,0.11522579199462525,0.0007508422116025565,0.6559008875091976,0.0487249230810764,0.04926783243986971,0.0005429093587933087,1.1142333829648798,1.854342148733761,1.8602563697108387,0.005914220977077722,0.3189390362030142,0.5407538684910874,0.5205806643801646,-0.020173204110922827,-2.0173204110922827,6.492546602042798,6.6712985934252265,0.1787519913824287,25.49105090800037,25.450723966994534,-0.040326941005837114
stationary_new_income,credit_dose_025_cap6,credit_dose,arm_03_phi0.8_lambda0_cap6,arm_06_phi0.8_lambda0.25_cap6,0.1144749497830227,0.11484267546115463,0.0003677256781319388,0.3212280755125363,0.0487249230810764,0.049136002192984474,0.0004110791119080748,0.8436731879987835,1.854342148733761,1.814496117156238,-0.03984603157752309,-2.148796089477445,0.5407538684910874,0.5413036890374407,0.0005498205463533301,0.05498205463533301,6.492546602042798,6.55706501691035,0.06451841486755239,25.49105090800037,25.233904309488715,-0.2571465985116568
stationary_new_income,credit_dose_1_cap6,credit_dose,arm_03_phi0.8_lambda0_cap6,arm_09_phi0.8_lambda1_cap6,0.1144749497830227,0.11462236035252979,0.00014741056950709486,0.12877102788557693,0.0487249230810764,0.04893694673992566,0.00021202365884925856,0.43514416327852246,1.854342148733761,1.7794101782244853,-0.07493197050927569,-4.04089237579176,0.5407538684910874,0.5413831727810857,0.0006293042899983003,0.06293042899983003,6.492546602042798,6.594373717522741,0.10182711547994305,25.49105090800037,25.147934081045594,-0.34311682695477685
stationary_new_income,credit_dose_5_cap6,credit_dose,arm_03_phi0.8_lambda0_cap6,arm_12_phi0.8_lambda5_cap6,0.1144749497830227,0.11462236035252979,0.00014741056950709486,0.12877102788557693,0.0487249230810764,0.04893694673992566,0.00021202365884925856,0.43514416327852246,1.854342148733761,1.7794101782244853,-0.07493197050927569,-4.04089237579176,0.5407538684910874,0.5413831727810857,0.0006293042899983003,0.06293042899983003,6.492546602042798,6.594373717522741,0.10182711547994305,25.49105090800037,25.147934081045594,-0.34311682695477685
refit_new_income,baseline_vs_mortgageonly,mortgage_only,arm_03_phi0.8_lambda0_cap6,arm_39_phi1_lambda0_cap6,0.11468350159909416,0.11494767755231954,0.000264175953225379,0.2303521862707658,0.048909241397947056,0.049120059238826785,0.000210817840879729,0.43103886883957276,1.8577204111669925,1.8592224961947672,0.0015020850277747133,0.08085635592662843,0.4908400458124063,0.5042150175253652,0.013374971712958927,1.3374971712958927,7.0989387779377795,7.145550534214508,0.046611756276728755,24.70009336511201,24.68198324887937,-0.01811011623264136
refit_new_income,baseline_vs_creditmoderate,credit_moderate,arm_03_phi0.8_lambda0_cap6,arm_06_phi0.8_lambda0.25_cap6,0.11468350159909416,0.11750063599300378,0.002817134393909626,2.4564426047590127,0.048909241397947056,0.05161335420451452,0.0027041128065674602,5.528838168978356,1.8577204111669925,1.8434356882343859,-0.01428472293260663,-0.7689382560873703,0.4908400458124063,0.49115954180462684,0.00031949599222053093,0.03194959922205309,7.0989387779377795,7.187921935893006,0.08898315795522649,24.70009336511201,24.239943781868938,-0.46014958324307287
refit_new_income,baseline_vs_credit1,credit_1,arm_03_phi0.8_lambda0_cap6,arm_09_phi0.8_lambda1_cap6,0.11468350159909416,0.11741247289230274,0.002728971293208579,2.3795674662502098,0.048909241397947056,0.051551354709236386,0.002642113311289329,5.402073791723594,1.8577204111669925,1.8128502473669104,-0.04487016380008213,-2.4153345966573814,0.4908400458124063,0.491181156517629,0.0003411107052226914,0.03411107052226914,7.0989387779377795,7.231410746583832,0.13247196864605293,24.70009336511201,24.16413883670575,-0.5359545284062612
refit_new_income,baseline_vs_credit5,credit_5,arm_03_phi0.8_lambda0_cap6,arm_12_phi0.8_lambda5_cap6,0.11468350159909416,0.11741247289230274,0.002728971293208579,2.3795674662502098,0.048909241397947056,0.051551354709236386,0.002642113311289329,5.402073791723594,1.8577204111669925,1.8128502473669104,-0.04487016380008213,-2.4153345966573814,0.4908400458124063,0.491181156517629,0.0003411107052226914,0.03411107052226914,7.0989387779377795,7.231410746583832,0.13247196864605293,24.70009336511201,24.16413883670575,-0.5359545284062612
refit_new_income,baseline_vs_rentalonly,rental_only,arm_03_phi0.8_lambda0_cap6,arm_05_phi0.8_lambda0_cap10,0.11468350159909416,0.11670817906901719,0.0020246774699230335,1.765447899385575,0.048909241397947056,0.050388817698215405,0.0014795763002683482,3.025146696162939,1.8577204111669925,1.8752453408259089,0.01752492965891639,0.9433566834692542,0.4908400458124063,0.3160850899645863,-0.17475495584782003,-17.475495584782003,7.0989387779377795,7.42277974304072,0.32384096510294036,24.70009336511201,24.61051189262046,-0.08958147249155246
refit_new_income,baseline_vs_combined,combined,arm_03_phi0.8_lambda0_cap6,arm_50_phi1_lambda5_cap10,0.11468350159909416,0.11959524044268383,0.004911738843589669,4.282864383370444,0.048909241397947056,0.05318061840867122,0.004271377010724164,8.733271849322644,1.8577204111669925,1.830502618165759,-0.027217793001233392,-1.4651178313821456,0.4908400458124063,0.32066869515144253,-0.17017135066096378,-17.01713506609638,7.0989387779377795,7.567799859064492,0.4688610811267129,24.70009336511201,24.06052641473391,-0.6395669503781001
refit_new_income,mortgage_increment_cap6,mortgage_increment,arm_03_phi0.8_lambda0_cap6,arm_39_phi1_lambda0_cap6,0.11468350159909416,0.11494767755231954,0.000264175953225379,0.2303521862707658,0.048909241397947056,0.049120059238826785,0.000210817840879729,0.43103886883957276,1.8577204111669925,1.8592224961947672,0.0015020850277747133,0.08085635592662843,0.4908400458124063,0.5042150175253652,0.013374971712958927,1.3374971712958927,7.0989387779377795,7.145550534214508,0.046611756276728755,24.70009336511201,24.68198324887937,-0.01811011623264136
refit_new_income,mortgage_increment_cap8,mortgage_increment,arm_03_phi0.8_lambda0_cap6,arm_40_phi1_lambda0_cap8,0.11468350159909416,0.1163390931824649,0.0016555915833707385,1.4436179226182677,0.048909241397947056,0.0501557918824026,0.0012465504844555442,2.5487013268373104,1.8577204111669925,1.8715447807918566,0.013824369624864108,0.744157707573434,0.4908400458124063,0.4338322906733978,-0.05700775513900852,-5.700775513900852,7.0989387779377795,7.269297490604234,0.17035871266645408,24.70009336511201,24.623990525251212,-0.07610283986079835
refit_new_income,mortgage_increment_cap10,mortgage_increment,arm_03_phi0.8_lambda0_cap6,arm_41_phi1_lambda0_cap10,0.11468350159909416,0.11670944393385249,0.002025942334758335,1.7665508172575173,0.048909241397947056,0.050389279315770086,0.0014800379178230294,3.0260905209728906,1.8577204111669925,1.875254103062945,0.017533691895952552,0.943828349549003,0.4908400458124063,0.32065129067813514,-0.17018875513427117,-17.01887551342712,7.0989387779377795,7.4274528972813405,0.328514119343561,24.70009336511201,24.61053670017802,-0.0895566649339905
refit_new_income,credit_dose_025_cap6,credit_dose,arm_03_phi0.8_lambda0_cap6,arm_06_phi0.8_lambda0.25_cap6,0.11468350159909416,0.11750063599300378,0.002817134393909626,2.4564426047590127,0.048909241397947056,0.05161335420451452,0.0027041128065674602,5.528838168978356,1.8577204111669925,1.8434356882343859,-0.01428472293260663,-0.7689382560873703,0.4908400458124063,0.49115954180462684,0.00031949599222053093,0.03194959922205309,7.0989387779377795,7.187921935893006,0.08898315795522649,24.70009336511201,24.239943781868938,-0.46014958324307287
refit_new_income,credit_dose_1_cap6,credit_dose,arm_03_phi0.8_lambda0_cap6,arm_09_phi0.8_lambda1_cap6,0.11468350159909416,0.11741247289230274,0.002728971293208579,2.3795674662502098,0.048909241397947056,0.051551354709236386,0.002642113311289329,5.402073791723594,1.8577204111669925,1.8128502473669104,-0.04487016380008213,-2.4153345966573814,0.4908400458124063,0.491181156517629,0.0003411107052226914,0.03411107052226914,7.0989387779377795,7.231410746583832,0.13247196864605293,24.70009336511201,24.16413883670575,-0.5359545284062612
refit_new_income,credit_dose_5_cap6,credit_dose,arm_03_phi0.8_lambda0_cap6,arm_12_phi0.8_lambda5_cap6,0.11468350159909416,0.11741247289230274,0.002728971293208579,2.3795674662502098,0.048909241397947056,0.051551354709236386,0.002642113311289329,5.402073791723594,1.8577204111669925,1.8128502473669104,-0.04487016380008213,-2.4153345966573814,0.4908400458124063,0.491181156517629,0.0003411107052226914,0.03411107052226914,7.0989387779377795,7.231410746583832,0.13247196864605293,24.70009336511201,24.16413883670575,-0.5359545284062612
