window_start_year,period_fertility,completed_fertility_reconstructed,housing_index,supply_index,households_index,housing_per_household_index,relative_market_residual
2303,2.0554861678345446,2.0490355488785403,55.90572888270921,54.79957883606195,41.23194152175637,135.58839777944996,0.020185374963490457
2307,2.0575830199844156,2.0506584842450066,55.7628037087769,54.521649975582,41.075041718817616,135.75836170905316,0.02276441989101143
2311,2.058984113662973,2.0525325170320565,55.59098450079063,54.31830491189146,40.924496201451525,135.83792022055218,0.023430031385617753
2315,2.0602961138267286,2.0544355866727044,55.43881580992087,54.04793471471001,40.78100120209215,135.9427531835014,0.0257342135745348
2319,2.061582468584654,2.05631951970168,55.287085800469114,53.78706072522937,40.64388507759723,136.02805365411083,0.027888214284521234
2323,2.062960329771076,2.0578532854775284,55.14231125536282,53.52621527982093,40.51349378520227,136.10850633549603,0.0301926068767119
2327,2.064495014083274,2.06009986214111,55.00495215046119,53.272791435418,40.389763919592866,136.18537672060663,0.032514923066178626
2331,2.066189235045143,2.061502829880313,54.879464174814764,53.02435214008663,40.27142731740044,136.27394862933627,0.034986038675721344
2335,2.0678333168796668,2.0626912932513,54.76162990031948,52.78395526352458,40.1579970842229,136.365441198346,0.037467344516365166
2339,2.0693408980816104,2.064182999300463,54.649999805324754,52.549721755207926,40.049011111927996,136.45780079960096,0.0399674437840137
2343,2.070744009351574,2.0657103402754347,54.544594772570974,52.3210121601638,39.94443526879539,136.55117266154278,0.04249884550399006
2347,2.0720381007968114,2.0672457349351623,54.44572641983482,52.0939623199316,39.844445474718704,136.6457125231687,0.045144657752466955
2351,2.0732315069524296,2.068782528531884,54.34118222128331,51.87229117922057,39.74909605826241,136.71048554571527,0.04759556568520654
2355,2.0743253815734173,2.070241503995952,54.24096479032136,51.658091126615766,39.657568683546494,136.77329849226325,0.049999401978963465
2359,2.0753300531300436,2.071693310643776,54.14056144883087,51.4529339139022,39.56834293945118,136.82797263377594,0.05223467993926176
2363,2.07632848687666,2.0729642603493916,54.04512962914121,51.24971855814391,39.48337139881532,136.88073666060546,0.05454490579935266
2367,2.077448343863794,2.073989784107539,53.95710759033491,51.05097645871529,39.40248125049477,136.9383497635885,0.05692606357823135
2371,2.078723296266314,2.0751277211373633,53.88005557968971,50.85603554371837,39.326126758511016,137.00829453800435,0.059462362798054565
2375,2.079894925156288,2.076296538366714,53.806478598080474,50.666679084257936,39.253474159463295,137.07443672245944,0.061969712058710054
2379,2.081018527302861,2.0774711443737894,53.73812494748255,50.48453627778156,39.18375385198624,137.14389170183742,0.06444723294671321
2383,2.0819843595625134,2.078237639449683,53.67029527621514,50.30667333242938,39.116413708534566,137.20658462231458,0.0668623409375283
2387,2.0829511303080284,2.079024941773998,53.60335697589728,50.133329537884464,39.05200458144304,137.26147364370848,0.0692159780728428
2391,2.083919785780499,2.080302292365183,53.53440261109322,49.963192749753475,38.990653298528464,137.3006043299963,0.07147681452677723
2395,2.0850331017719776,2.081457250669395,53.50676083209544,49.78461295360938,38.93223241360445,137.43563498659807,0.07476502593189664
2399,2.08450458949563,2.082540345505607,53.43010283355958,49.733136012588915,38.877032834164034,137.43359237695404,0.0743360889213753
2403,2.082766733931701,2.0836081391470755,52.95166760081602,49.68569162668262,38.82478006198842,136.38626546312003,0.06573272640889387
