scope,stage,case,loss,occupied_value_decreases,summary_sha256
search,polish_1_coordinates,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/search/polish_1_coordinates/task_012,20.305499884701835,0,c4b0cbed54caca9c60aa1525d7e3804d33ce7ad7aeced9976110e82433e686b4
search,polish_1_coordinates,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/search/polish_1_coordinates/task_013,20.356160762070402,0,0fd56c58f4e8896d82e73afec0ffebb9476f3abcd9e2bc5c3d76105f0a7d258b
search,polish_1_coordinates,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/search/polish_1_coordinates/task_014,20.362226201838073,0,464489411594ff5d4df8da761693a86968a7ea71ea3c3dab6428f1ed8344b3c8
search,polish_1_coordinates,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/search/polish_1_coordinates/task_015,20.36065782387311,0,9a729903f7aa799fb442f5205f2f1d50bd3772c5156b5e403de31b24c8760fbb
search,polish_1_coordinates,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/search/polish_1_coordinates/task_016,20.361412803378048,0,ea04effa7d9fd08bd38c211add48ea9d31a9c2fb0fb139d8729aecede266e94a
search,polish_1_coordinates,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/search/polish_1_coordinates/task_017,20.37012674160821,0,c3002ac129b36c6553d69fd66e636b9cfbd74fc5e4dfa82a78f9206100805c4b
search,polish_1_coordinates,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/search/polish_1_coordinates/task_018,20.353691127770812,0,026b5de82d89500ea08e3a4225ed46f0fd4af046c178fe0ac7ab32c936eceba8
search,polish_1_coordinates,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/search/polish_1_coordinates/task_019,20.371076236582116,0,0ea6a2e994464bc422c7d0112f02dc911ffd8d0bbbd88882c8ffa97ccd49e1ed
search,polish_1_coordinates,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/search/polish_1_coordinates/task_020,20.353074118218014,0,090ac58df06e34d09d1ea4418a816b1751e034788db3d68e1e417db636075bd1
search,polish_1_coordinates,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/search/polish_1_coordinates/task_021,20.377343490864174,0,4ffae8954f75251cfa17f4420562859eab0af6352e495a6b150792b45cc6d38c
search,polish_1_coordinates,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/search/polish_1_coordinates/task_022,20.3467155531416,0,6cef53154541cf99aaf590093c4c77c90af6d2b0648267f0f592940304dc16d1
search,polish_1_joint,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/search/polish_1_joint/task_001,19.786088251967485,0,4aa328bb11e8f9dc08a40927766681d6a710bf39f9f83a0c7e662bb0c9d403ca
search,polish_1_joint,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/search/polish_1_joint/task_002,19.606872065258408,0,ed76164e7238a3c520ab2753e8ac3638fe38c81b2adc62789b3c7d695d996611
search,polish_1_joint,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/search/polish_1_joint/task_003,20.123248959517838,0,085825ec380c37248b568cc299b807b322bff94738479f54d48b996cab9b7816
search,polish_1_joint,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/search/polish_1_joint/task_004,27.883314738856935,0,695e208b972b46d1aa9d64d962169d07acc19c28951663ba4d440cad42f829d9
search,polish_1_joint,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/search/polish_1_joint/task_005,19.804905341034306,0,a030d7a89b2b571899bcd175c82049e715b5e90a6df246cc880d0d1060216f3e
search,polish_1_joint,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/search/polish_1_joint/task_006,19.64558703768287,0,6f91753d0a29b5ae167af0d92c91907a6722ea0d0d77afd9cfd34b36dd708fd8
search,polish_1_joint,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/search/polish_1_joint/task_007,20.200055935271067,0,e03d57eae2b173214bc282fd6d2e2ae342430bd4c2839af78d371ec104daddaa
search,polish_1_joint,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/search/polish_1_joint/task_008,28.074269348766286,0,ba397b7aba157c1e23605511ac92e9d374263840c6092510100c384b20316be9
search,polish_1_joint,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/search/polish_1_joint/task_009,19.788194509871335,0,62885211686ee4f85abd2068a553842fa2acdedfbcf8bffceb0056198e79cd5c
search,polish_1_joint,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/search/polish_1_joint/task_010,19.61172926246558,0,aa294eae1a2ed78c3146901385bce98835c508e8f64c566bba4d01a988735023
search,polish_1_joint,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/search/polish_1_joint/task_011,20.129463777380572,0,9585220064a0c779631a6d98cf6e69fd21b23e6b06de294f05a03c36274a3f4b
search,polish_1_joint,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/search/polish_1_joint/task_012,27.85752306737182,0,aa179e8744405a5145167db19d7057fcfcdd43883cd6b4e776fa6a617b12fc3b
search,polish_2_coordinates,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/search/polish_2_coordinates/task_001,19.583589413472282,0,655cf0c9b803377bce243669299bb394500f288166c4ea309a5ccdf4de625311
search,polish_2_coordinates,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/search/polish_2_coordinates/task_002,19.651534004770937,0,dfe9d624579ba91038902e57c6bc37071bf139caccb789324133021e178f9c5d
search,polish_2_coordinates,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/search/polish_2_coordinates/task_003,19.759934299428647,0,eebb6efe749ab15c413373864845091be0ef9df8ae4f61d58dadf7d246be220a
search,polish_2_coordinates,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/search/polish_2_coordinates/task_004,19.64269483235713,0,ee9e368b406db3e367748b67a1f0df6046c45148139b8f7e54efb5aa50bcd113
search,polish_2_coordinates,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/search/polish_2_coordinates/task_005,19.783320306765454,0,0c9a9b5a07e314910d91ac82bb1badb7f0d5d32e17e4f0b68e255cc553a3da7a
search,polish_2_coordinates,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/search/polish_2_coordinates/task_006,19.53728507546636,0,9c29ac6394e48f6a924b70b96a105875f160c21e53939e716c92db33f89e064d
search,polish_2_coordinates,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/search/polish_2_coordinates/task_007,20.081677464078094,0,a65e7020e751cd4b0d287011b0c18240cb1327d40d6b2d27dff8f5d5d5b419e3
search,polish_2_coordinates,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/search/polish_2_coordinates/task_008,20.25505137455373,0,673b5cce32d964f398373d9479ff3f044b5437b360096829ab57334863c189ed
search,polish_2_coordinates,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/search/polish_2_coordinates/task_009,19.49510307647427,0,ba71d25f0ad9e6ef5dede2c2cba4a91f677a2b4b2e2e8792b1c50cfead5ca555
search,polish_2_coordinates,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/search/polish_2_coordinates/task_010,19.759419542768864,0,ff569eeccfca8a19170ea7e2d6a47804b24586626dfb0746f33b0a61be67a79a
search,polish_2_coordinates,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/search/polish_2_coordinates/task_011,19.660436558120214,0,ece27ca0074a2d8d9273df886b1efa5da993ba640d202881a652dedbf0867865
search,polish_2_coordinates,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/search/polish_2_coordinates/task_012,19.553881155963758,0,76214ed0e229bb67d463263a98fd1e9345e1caf8e798555c3e55fc66283d3abd
search,polish_2_coordinates,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/search/polish_2_coordinates/task_013,19.601462623780254,0,5c1e4e996ba3d9a2a651ae642833dc90841372ae997bc17c8581ad6da4ac8193
search,polish_2_coordinates,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/search/polish_2_coordinates/task_014,19.61172926244805,0,70ec9bc675b578b240a44a7806007587f78fe793d17ea956078c5264f37b15de
search,polish_2_coordinates,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/search/polish_2_coordinates/task_015,19.63088278344177,0,8e350e407537b4d3a1887b8aba0a4c155e49523bb0456ff8060e6206d7994b19
search,polish_2_coordinates,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/search/polish_2_coordinates/task_016,19.584509495390567,0,acd695132e075efeca7cf51f552a7f7b676b7cea4be4485dc902253feb282a49
search,polish_2_coordinates,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/search/polish_2_coordinates/task_017,19.606913568052303,0,7c3e0a0132bd0dbfa46d90c58d9e8a6aa6de9cf42b834e3b90740a7e625245e8
search,polish_2_coordinates,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/search/polish_2_coordinates/task_018,19.61270327804013,0,ceabb1f76e3c53854c9207dd28e89e3bfde5c6796441617e4e044766fecaae12
search,polish_2_coordinates,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/search/polish_2_coordinates/task_019,19.63643911810175,0,676063d90163694bece688746b1f3a9f8c51a6712309e476fa1480a3305ebc37
search,polish_2_coordinates,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/search/polish_2_coordinates/task_020,19.57650157880361,0,b3640a2e3c95a75e0aeeecdcebb1a88898751ac944a86f87ec0def500af917c5
search,polish_2_coordinates,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/search/polish_2_coordinates/task_021,19.614764359555537,0,999f0cfec5925be1326f95a746632a255ebe528098528605f571bd1487ab514f
search,polish_2_coordinates,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/search/polish_2_coordinates/task_022,19.60404976943856,0,3861913781b452f4f07b90371e0fb04102522307aea1fa4663fe2374cf51850a
search,polish_2_joint,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/search/polish_2_joint/task_001,19.426660270840493,0,6d7ee14bd0b0aa7cca5acaee67b8e8810a05328b781485be6e2261c0139d901f
search,polish_2_joint,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/search/polish_2_joint/task_002,19.284439900685427,0,4ececabd1701e43c8b4939f88f23243d74138d22d4a4444840435668bb6df909
search,polish_2_joint,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/search/polish_2_joint/task_004,20.09742901932708,0,c9f8d82401c2aedf753ea54b81be93c236afabd370e365e2d67a8a2a21280f42
search,polish_2_joint,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/search/polish_2_joint/task_005,19.468894011328484,0,704c01b233351ffaa20933d872e922e6ac0a145273d4d203b8eb15940992ea56
search,polish_2_joint,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/search/polish_2_joint/task_006,19.367197236357566,0,424857618f31e31f54781c7589389d6cab7812e692eb7a64038e1a317fc82f3a
search,polish_2_joint,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/search/polish_2_joint/task_008,19.52634557388006,0,6e665e43a7615f7cffcd37de44bb15bdc91388578f5b0f16d1ccba5263cdfb91
search,polish_2_joint,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/search/polish_2_joint/task_009,19.433751906287867,0,997c3b8d213b8d036adfdc7be48fcf13d036edfb5b16737a072a03862ed5ce6e
search,polish_2_joint,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/search/polish_2_joint/task_010,19.294581351554474,0,623df80e9e1ae6e2727a25b5c417f8a707201e92400d31fb95424467c46e6b5b
search,polish_2_joint,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/search/polish_2_joint/task_012,19.93697645970401,0,2d505834693ae342d9984d6f5e0c27e40ffdcfb9ae193689c3254170e6f2540d
smoke,exact_loop,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/smoke/exact_loop/task_001,20.695274279617262,0,9c0826091b761f3832bb196b6c55a5dbdcb7043369d5e2f9aaac88d05b4e2ce7
smoke,exact_loop,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/smoke/exact_loop/task_002,20.695274279617262,0,eb0859af76ad9d8782ad45fb1c352a2d5dd56a16b015dbbcb554fbc7f38762c6
smoke,joint_probe_loop,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/smoke/joint_probe_loop/task_001,20.35896019531421,0,6f013236503bd5ff923ec3a4918e107baf3d5df86a9f99bb4e58a3d35bde2594
smoke,joint_probe_loop,/scratch/td2248/projects/Fertility_Spring26_full_joint_overnight_20260906b/output/model/e5f_full_joint_overnight_20260906a/recovery_01/smoke/joint_probe_loop/task_002,21.179089457512873,0,e28069d9caf79394d7b21837b31f8105f5e66d84ba5a4180808e0f51fc726f9d
