stage,cell,case_id,case_directory,status,loss,task_id,proposal_index,started_solves,completed_solves,unfinished_solves,score_path,checkpoint_sha256,validity_exception,smoke_index,common_parameter_anchor,repeat_index
production,B_shares,worker22_proposal17,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker22_proposal17,verified_scored,1684.6879526640441,22,17,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker22_proposal17/result/evaluation/scored_repetition_01/score.json,c3d2c914e384d5089dd1f3d4eea2bb2403f3af3e1643cbb059821cf808d63d28,,,,
production,B_shares,worker22_proposal18,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker22_proposal18,verified_scored,1547.6592039269362,22,18,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker22_proposal18/result/evaluation/scored_repetition_01/score.json,d80a3294ccfc01cd0146762a2192d93a73b4f06063250d82a94fb85220a03d15,,,,
production,B_shares,worker23_proposal01,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker23_proposal01,verified_scored,1938.7930419131958,23,1,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker23_proposal01/result/evaluation/scored_repetition_01/score.json,089fa4b567406cbd4795bd19a79d882374bd559d4d6056f3de1e277acf28f4b0,,,,
production,B_shares,worker23_proposal02,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker23_proposal02,verified_scored,1843.991510257411,23,2,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker23_proposal02/result/evaluation/scored_repetition_01/score.json,ee3e3cc06d373b815e329fd4294fa19715e5415bcfe08df8c9832cf24c3b2903,,,,
production,B_shares,worker23_proposal03,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker23_proposal03,verified_scored,2295.157344820604,23,3,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker23_proposal03/result/evaluation/scored_repetition_01/score.json,8499c34067b8b6d728880896f53e18f5aae877e50d0a6cb54d28e495a5b32ba6,,,,
production,B_shares,worker23_proposal04,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker23_proposal04,verified_scored,1631.628254621131,23,4,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker23_proposal04/result/evaluation/scored_repetition_01/score.json,9ba559060f9a83391077751cfe344e177c92d500f4d6ea749c2e6aa48e157d25,,,,
production,B_shares,worker23_proposal05,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker23_proposal05,verified_scored,1649.0997174621991,23,5,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker23_proposal05/result/evaluation/scored_repetition_01/score.json,d391de9c902084dbf9e0e93117290738118853c754522ff218e8e6393f358059,,,,
production,B_shares,worker23_proposal06,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker23_proposal06,verified_scored,1681.432759239472,23,6,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker23_proposal06/result/evaluation/scored_repetition_01/score.json,623edf01fecbb94a07faeb52ae51ec3de933b82a9336e73a3ab858b366d7335c,,,,
production,B_shares,worker23_proposal07,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker23_proposal07,verified_scored,1592.7935310617167,23,7,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker23_proposal07/result/evaluation/scored_repetition_01/score.json,a0c89fc2c99ffda9e3f6feeea66b8b7f3cee5e3e5c3045c7964304ccd807a183,,,,
production,B_shares,worker23_proposal08,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker23_proposal08,verified_scored,1578.8316242655278,23,8,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker23_proposal08/result/evaluation/scored_repetition_01/score.json,39ebec610c792ee5a4af05437613fc15689766522382bebb07c6db8c6484d407,,,,
production,B_shares,worker23_proposal09,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker23_proposal09,verified_scored,1750.0524292716896,23,9,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker23_proposal09/result/evaluation/scored_repetition_01/score.json,51728a380d224747da3c5a1e6a82def25d8fdcfd77729f14b07a88bf800e3caa,,,,
production,B_shares,worker23_proposal10,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker23_proposal10,verified_scored,1548.1330628847013,23,10,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker23_proposal10/result/evaluation/scored_repetition_01/score.json,3a024e90c02bccf5eb7e7e0a85df3f08ca628ac919cddd71b173898eb99dd96f,,,,
production,B_shares,worker23_proposal11,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker23_proposal11,verified_scored,1607.3204630810267,23,11,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker23_proposal11/result/evaluation/scored_repetition_01/score.json,ea2f1d896251ca63cddc2736a9f83477f77a1c9f39ff19f47d85b709e9260f36,,,,
production,B_shares,worker23_proposal12,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker23_proposal12,verified_scored,1976.5705310626522,23,12,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker23_proposal12/result/evaluation/scored_repetition_01/score.json,4ae681b73ddcd1a41151906d6037d0c64a6889b5496106537a88e01e1d74757c,,,,
production,B_shares,worker23_proposal13,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker23_proposal13,verified_scored,1542.1364992521876,23,13,7,7,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker23_proposal13/result/evaluation/scored_repetition_01/score.json,7ff7b0b73570bb9e986f654bb12c41957d542ff82a8e49124ace15fb0ed93597,,,,
production,B_shares,worker23_proposal14,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker23_proposal14,verified_scored,1575.2306965509847,23,14,4,4,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker23_proposal14/result/evaluation/scored_repetition_01/score.json,cee238e0d563b440c971ad117a0d639459060adf31e44cc8072af823fc3e9b12,,,,
production,B_shares,worker23_proposal15,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker23_proposal15,verified_scored,1603.969830183052,23,15,7,7,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker23_proposal15/result/evaluation/scored_repetition_01/score.json,28ffb0b2c0a7e31da14b6a94d1502005073514e23a81fd16bad06472d7342be7,,,,
production,B_shares,worker23_proposal16,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker23_proposal16,verified_scored,1613.7162546040431,23,16,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker23_proposal16/result/evaluation/scored_repetition_01/score.json,a1571c963bc73e17d4f618b24e991cb005334b2e25e8f780c1a82b7915783a44,,,,
production,B_shares,worker23_proposal17,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker23_proposal17,verified_scored,1697.9792465508644,23,17,4,4,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker23_proposal17/result/evaluation/scored_repetition_01/score.json,fe5ca717b994751b97356a797d8e5a26dfb5621d78b0db8723c6b12ae82611bd,,,,
production,B_shares,worker23_proposal18,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker23_proposal18,verified_scored,1761.967909786884,23,18,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker23_proposal18/result/evaluation/scored_repetition_01/score.json,8b167dc66b29534005c9094fc640b274a8414921693094de4aaf3434910931ed,,,,
production,B_shares,worker24_proposal01,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker24_proposal01,verified_scored,2055.024399283245,24,1,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker24_proposal01/result/evaluation/scored_repetition_01/score.json,cbaedb8f4b4b75a6866464d6e913c9cd2beaaac75df3a71d9de66b8e4a9e77f1,,,,
production,B_shares,worker24_proposal02,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker24_proposal02,verified_scored,1753.9555878443753,24,2,7,7,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker24_proposal02/result/evaluation/scored_repetition_01/score.json,773b9f231b78c1bda798f1b549fa5c538f721c9112a677a3303bc181bec22977,,,,
production,B_shares,worker24_proposal03,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker24_proposal03,verified_scored,1941.6677169956665,24,3,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker24_proposal03/result/evaluation/scored_repetition_01/score.json,b6d550ebaf4680f5bd42f845dd73182d070119c46009b55e7c4792e2d6be9818,,,,
production,B_shares,worker24_proposal04,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker24_proposal04,verified_scored,1962.3159074450455,24,4,7,7,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker24_proposal04/result/evaluation/scored_repetition_01/score.json,5a1e3e47c933b53107f79a55f2b3cf951f984e2e436d8fe109d1b75a34b9bb77,,,,
production,B_shares,worker24_proposal05,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker24_proposal05,verified_scored,1739.5927977562367,24,5,7,7,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker24_proposal05/result/evaluation/scored_repetition_01/score.json,ac283e1c223888e10a1a51e94374bfc6ebdbc7e7bd09e82ae88d593ae34bd6c6,,,,
production,B_shares,worker24_proposal06,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker24_proposal06,verified_scored,1799.3970412183398,24,6,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker24_proposal06/result/evaluation/scored_repetition_01/score.json,371f03f2b4e3355659293e842d45eca4dff81b6f401813d8f38807179b5f7e1a,,,,
production,B_shares,worker24_proposal07,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker24_proposal07,verified_scored,1757.7723785438,24,7,7,7,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker24_proposal07/result/evaluation/scored_repetition_01/score.json,33768009421dab0530230a11f6beb12bba8119b29a3761682ece4ff1c225d863,,,,
production,B_shares,worker24_proposal08,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker24_proposal08,verified_scored,1663.3816554550551,24,8,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker24_proposal08/result/evaluation/scored_repetition_01/score.json,ca83a70e827f1c22d19f30561ff9b5286891caf5b2fe66ce196d8f158cf4cd0c,,,,
production,B_shares,worker24_proposal09,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker24_proposal09,verified_scored,1616.671015517704,24,9,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker24_proposal09/result/evaluation/scored_repetition_01/score.json,5d42073fe47dc137b81ec3f1b0eab5ec3bf6042dd1c62c70a77334abfa9106b2,,,,
production,B_shares,worker24_proposal10,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker24_proposal10,verified_scored,1595.229167683222,24,10,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker24_proposal10/result/evaluation/scored_repetition_01/score.json,f529fdbdd75a11fcb4570598efe3553a67dbbf4d2189675aa824b8edbcab576a,,,,
production,B_shares,worker24_proposal11,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker24_proposal11,verified_scored,1698.3851429625402,24,11,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker24_proposal11/result/evaluation/scored_repetition_01/score.json,3554b74fc6534f7ad5fc9fee721bcc37fc6cf0771628ad2911ef8064e312b1c7,,,,
production,B_shares,worker24_proposal12,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker24_proposal12,verified_scored,1347.8636575140138,24,12,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker24_proposal12/result/evaluation/scored_repetition_01/score.json,c43c61fc3079b23707e9c1355fd0dc3c79a51d19d4a7d2e4964b04e813a6f6f7,,,,
production,B_shares,worker24_proposal13,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker24_proposal13,verified_scored,1332.2314718645648,24,13,7,7,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker24_proposal13/result/evaluation/scored_repetition_01/score.json,f21f210914028ad8da6215fbe1fc8860f171fd7fb934dba3b721c8164c94c4d4,,,,
production,B_shares,worker24_proposal14,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker24_proposal14,verified_scored,1190.5954862899716,24,14,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker24_proposal14/result/evaluation/scored_repetition_01/score.json,bea930e1048d39a51dbdfa258d7c3cba89feeba19ca28cc07de1c5730f3f30f7,,,,
production,B_shares,worker24_proposal15,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker24_proposal15,verified_scored,1380.332496867751,24,15,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker24_proposal15/result/evaluation/scored_repetition_01/score.json,20eb5e389868751b2bf97b183bbfce038aef7e32b79a214e0d1dc7a36c1659ed,,,,
production,B_shares,worker24_proposal16,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker24_proposal16,verified_scored,1267.1623561620272,24,16,8,8,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker24_proposal16/result/evaluation/scored_repetition_01/score.json,20f471a2f9205aeb0861d2f696282cc41a53c61b06d23fcb80be7a155d36b862,,,,
production,B_shares,worker24_proposal17,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker24_proposal17,verified_scored,1305.5370103715188,24,17,7,7,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker24_proposal17/result/evaluation/scored_repetition_01/score.json,8053686f4306032bde8b209196c9130922cbbbe0fdaae4a81f9032ba2f341a71,,,,
production,B_shares,worker24_proposal18,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker24_proposal18,verified_scored,1217.3900124201634,24,18,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker24_proposal18/result/evaluation/scored_repetition_01/score.json,3d66f6938aa75fbaff100398b7de0cd49ef2340185aaaaa95a2aa9dc6e43ca26,,,,
production,B_shares,worker25_proposal01,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker25_proposal01,verified_scored,2342.3154223490587,25,1,7,7,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker25_proposal01/result/evaluation/scored_repetition_01/score.json,b5bc26f0ad5cce917f32198999b3b9990678554e5a5f9dac87c63e8ae0fa5538,,,,
production,B_shares,worker25_proposal02,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker25_proposal02,verified_scored,2268.876222104037,25,2,7,7,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker25_proposal02/result/evaluation/scored_repetition_01/score.json,bd6629219b6189cd0d4aee25f66039e68b6219e4b6c4cff0d8bc7957c78acefd,,,,
production,B_shares,worker25_proposal03,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker25_proposal03,failed,,25,3,1,0,1,,,fatal contract/code error,,,
production,B_shares,worker25_proposal04,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker25_proposal04,unrun,,25,4,,,,,,,,,
production,B_shares,worker25_proposal05,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker25_proposal05,unrun,,25,5,,,,,,,,,
production,B_shares,worker25_proposal06,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker25_proposal06,unrun,,25,6,,,,,,,,,
production,B_shares,worker25_proposal07,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker25_proposal07,unrun,,25,7,,,,,,,,,
production,B_shares,worker25_proposal08,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker25_proposal08,unrun,,25,8,,,,,,,,,
production,B_shares,worker25_proposal09,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker25_proposal09,unrun,,25,9,,,,,,,,,
production,B_shares,worker25_proposal10,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker25_proposal10,unrun,,25,10,,,,,,,,,
production,B_shares,worker25_proposal11,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker25_proposal11,unrun,,25,11,,,,,,,,,
production,B_shares,worker25_proposal12,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker25_proposal12,unrun,,25,12,,,,,,,,,
production,B_shares,worker25_proposal13,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker25_proposal13,unrun,,25,13,,,,,,,,,
production,B_shares,worker25_proposal14,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker25_proposal14,unrun,,25,14,,,,,,,,,
production,B_shares,worker25_proposal15,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker25_proposal15,unrun,,25,15,,,,,,,,,
production,B_shares,worker25_proposal16,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker25_proposal16,unrun,,25,16,,,,,,,,,
production,B_shares,worker25_proposal17,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker25_proposal17,unrun,,25,17,,,,,,,,,
production,B_shares,worker25_proposal18,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker25_proposal18,unrun,,25,18,,,,,,,,,
production,B_shares,worker26_proposal01,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker26_proposal01,verified_scored,1903.1743213340799,26,1,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker26_proposal01/result/evaluation/scored_repetition_01/score.json,f4728aeda04945c41d2a8d03cc90bef8b934ad22ac4d549d9c7442d030e5e820,,,,
production,B_shares,worker26_proposal02,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker26_proposal02,verified_scored,2219.8409609089776,26,2,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker26_proposal02/result/evaluation/scored_repetition_01/score.json,353bd167858a12031032346827a7b4ab2f27e0b6e73112f2a7f50a14ceb6e66b,,,,
production,B_shares,worker26_proposal03,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker26_proposal03,verified_scored,1962.544549769413,26,3,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker26_proposal03/result/evaluation/scored_repetition_01/score.json,21c243e1189bc500e480b267898ae68b1eb2c84589e6665395288ef4088f99d5,,,,
production,B_shares,worker26_proposal04,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker26_proposal04,verified_scored,1999.8498588179114,26,4,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker26_proposal04/result/evaluation/scored_repetition_01/score.json,a0141e98e2747e3ba3ab3419c364eea7f8d5c5a4c3ac55d019075256b80018d8,,,,
production,B_shares,worker26_proposal05,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker26_proposal05,verified_scored,1901.0997992555913,26,5,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker26_proposal05/result/evaluation/scored_repetition_01/score.json,eb1a604ced75c52ecc95122c88ed54a445ba2a5e37f7e66bcd3a10b5f8b96185,,,,
production,B_shares,worker26_proposal06,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker26_proposal06,verified_scored,1963.2577505577885,26,6,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker26_proposal06/result/evaluation/scored_repetition_01/score.json,11213c7ffdcd26fdfc6298444eb0f01b4791c17f92ae4cae318518ff2cd3e7e6,,,,
production,B_shares,worker26_proposal07,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker26_proposal07,verified_scored,2128.2533083090057,26,7,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker26_proposal07/result/evaluation/scored_repetition_01/score.json,b81e92ebd68c4738afed83d21d8adeac28d86fc9c694e82be8b2ecc0ff3160eb,,,,
production,B_shares,worker26_proposal08,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker26_proposal08,verified_scored,2276.1065199114128,26,8,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker26_proposal08/result/evaluation/scored_repetition_01/score.json,490cd6a52ed69a04dab65dc4a2045fd3071a641a038dc3e9f987891cbdc2caa6,,,,
production,B_shares,worker26_proposal09,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker26_proposal09,verified_scored,2052.008118209149,26,9,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker26_proposal09/result/evaluation/scored_repetition_01/score.json,15927d4d0e391c651a9d00f7c947ff3927d1380c44addf641a0cad30772d867e,,,,
production,B_shares,worker26_proposal10,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker26_proposal10,verified_scored,1852.4649136587384,26,10,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker26_proposal10/result/evaluation/scored_repetition_01/score.json,dc95842321491b330ca1101e7cecb57d9612b1cc89f5da06ef36d32d2482a3ec,,,,
production,B_shares,worker26_proposal11,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker26_proposal11,verified_scored,1999.055138592439,26,11,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker26_proposal11/result/evaluation/scored_repetition_01/score.json,a77de0850f2ff66435aa43d11ba8b1caf41bd34f8e025d6d98a3c1ccf078f1a2,,,,
production,B_shares,worker26_proposal12,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker26_proposal12,verified_scored,1737.001791737615,26,12,6,6,0,/scratch/td2248/projects/Fertility_Spring26_native_financing_20260919a/utility_overnight_20260923_v1/results/production/B_shares/worker26_proposal12/result/evaluation/scored_repetition_01/score.json,6ae196b1a63ed8afbec6c06f4f20befab0e588f7d1ae67964a09c176aea715a4,,,,
