stage,cell,case_id,estimate,interpretation,lower,near_bound,parameter,status,structural_coordinate,transform,upper,actual_lower,actual_upper,near_actual_bound,restriction_type
production,D_shares,worker40_proposal01,7.745439623190127,structural coordinate,0.2,False,H0,diagnostic candidate; not a certified estimate,True,log,80.0,0.2,80.0,False,searched
production,D_shares,worker40_proposal01,0.005909411116199345,structural coordinate,0.0,True,theta0,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,True,searched
production,D_shares,worker40_proposal01,0.08812393890380356,structural coordinate,0.02,True,theta1,diagnostic candidate; not a certified estimate,True,log,16.0,0.02,16.0,True,searched
production,D_shares,worker40_proposal01,0.32491178209701144,structural coordinate,0.0,False,first_birth_fixed_cost,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,False,searched
production,D_shares,worker40_proposal01,0.014875773294908004,structural coordinate,0.0,False,delta_alpha_jump,diagnostic candidate; not a certified estimate,True,softzero,0.25,0.0,0.25,False,searched
production,D_shares,worker40_proposal01,0.005748374710162764,structural coordinate,0.0,False,delta_alpha,diagnostic candidate; not a certified estimate,True,softzero,0.25,0.0,0.25,False,searched
production,D_shares,worker40_proposal01,0.0,,,False,hbar_first_child_jump,zero restriction,False,,,,,,externally_fixed_or_derived
production,D_shares,worker40_proposal01,0.0,,,False,hbar_child_rooms,zero restriction,False,,,,,,externally_fixed_or_derived
production,D_shares,worker40_proposal01,0.06858878619100482,,,False,psi_child,normalized to 2.1,False,,,,,,externally_fixed_or_derived
production,D_shares,worker40_proposal01,0.179,,,False,payroll_tax,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker40_proposal01,2.0463613896121218,,,False,pension_period,budget derived,False,,,,,,externally_fixed_or_derived
production,D_shares,worker40_proposal01,0.63,,,False,housing_supply_elasticity,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker40_proposal01,0.005,,,False,tenure_choice_kappa,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker40_proposal01,0.733,,,False,alpha_cons,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker40_proposal01,2.0,,,False,sigma,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker40_proposal02,0.9830335239871681,structural coordinate,0.94,False,beta_annual,diagnostic candidate; not a certified estimate,True,discount,0.9995,0.94,0.99,False,searched
production,D_shares,worker40_proposal02,0.27148890038348117,structural coordinate,0.02,True,kappa_fert,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,D_shares,worker40_proposal02,0.35624571036714103,structural coordinate,0.02,True,kappa_fert_continuation,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,D_shares,worker40_proposal02,0.8552211097081505,structural coordinate,0.1,False,chi,diagnostic candidate; not a certified estimate,True,log,5.0,0.1,5.0,False,searched
production,D_shares,worker40_proposal02,7.026325576259283,structural coordinate,0.2,False,H0,diagnostic candidate; not a certified estimate,True,log,80.0,0.2,80.0,False,searched
production,D_shares,worker40_proposal02,0.0,structural coordinate,0.0,True,theta0,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,True,searched
production,D_shares,worker40_proposal02,0.08662412035923206,structural coordinate,0.02,True,theta1,diagnostic candidate; not a certified estimate,True,log,16.0,0.02,16.0,True,searched
production,D_shares,worker40_proposal02,0.27875974570939877,structural coordinate,0.0,False,first_birth_fixed_cost,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,False,searched
production,D_shares,worker40_proposal02,0.011898197642741578,structural coordinate,0.0,False,delta_alpha_jump,diagnostic candidate; not a certified estimate,True,softzero,0.25,0.0,0.25,False,searched
production,D_shares,worker40_proposal02,0.0,structural coordinate,0.0,True,delta_alpha,diagnostic candidate; not a certified estimate,True,softzero,0.25,0.0,0.25,True,searched
production,D_shares,worker40_proposal02,0.0,,,False,hbar_first_child_jump,zero restriction,False,,,,,,externally_fixed_or_derived
production,D_shares,worker40_proposal02,0.0,,,False,hbar_child_rooms,zero restriction,False,,,,,,externally_fixed_or_derived
production,D_shares,worker40_proposal02,0.07257086343086866,,,False,psi_child,normalized to 2.1,False,,,,,,externally_fixed_or_derived
production,D_shares,worker40_proposal02,0.179,,,False,payroll_tax,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker40_proposal02,2.0463613896121218,,,False,pension_period,budget derived,False,,,,,,externally_fixed_or_derived
production,D_shares,worker40_proposal02,0.63,,,False,housing_supply_elasticity,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker40_proposal02,0.005,,,False,tenure_choice_kappa,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker40_proposal02,0.733,,,False,alpha_cons,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker40_proposal02,2.0,,,False,sigma,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker40_proposal03,0.99,structural coordinate,0.94,False,beta_annual,diagnostic candidate; not a certified estimate,True,discount,0.9995,0.94,0.99,True,searched
production,D_shares,worker40_proposal03,0.25131117637169925,structural coordinate,0.02,True,kappa_fert,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,D_shares,worker40_proposal03,0.28824768790678734,structural coordinate,0.02,True,kappa_fert_continuation,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,D_shares,worker40_proposal03,1.0833998854969429,structural coordinate,0.1,False,chi,diagnostic candidate; not a certified estimate,True,log,5.0,0.1,5.0,False,searched
production,D_shares,worker40_proposal03,3.786924380120088,structural coordinate,0.2,False,H0,diagnostic candidate; not a certified estimate,True,log,80.0,0.2,80.0,False,searched
production,D_shares,worker40_proposal03,0.011272085901123382,structural coordinate,0.0,True,theta0,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,True,searched
production,D_shares,worker40_proposal03,0.08650545415112104,structural coordinate,0.02,True,theta1,diagnostic candidate; not a certified estimate,True,log,16.0,0.02,16.0,True,searched
production,D_shares,worker40_proposal03,0.3679602943988858,structural coordinate,0.0,False,first_birth_fixed_cost,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,False,searched
production,D_shares,worker40_proposal03,0.03033374111002831,structural coordinate,0.0,False,delta_alpha_jump,diagnostic candidate; not a certified estimate,True,softzero,0.25,0.0,0.25,False,searched
production,D_shares,worker40_proposal03,0.003953800130326137,structural coordinate,0.0,False,delta_alpha,diagnostic candidate; not a certified estimate,True,softzero,0.25,0.0,0.25,False,searched
production,D_shares,worker40_proposal03,0.0,,,False,hbar_first_child_jump,zero restriction,False,,,,,,externally_fixed_or_derived
production,D_shares,worker40_proposal03,0.0,,,False,hbar_child_rooms,zero restriction,False,,,,,,externally_fixed_or_derived
production,D_shares,worker40_proposal03,0.1015147764292259,,,False,psi_child,normalized to 2.1,False,,,,,,externally_fixed_or_derived
production,D_shares,worker40_proposal03,0.179,,,False,payroll_tax,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker40_proposal03,2.0463613896121218,,,False,pension_period,budget derived,False,,,,,,externally_fixed_or_derived
production,D_shares,worker40_proposal03,0.63,,,False,housing_supply_elasticity,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker40_proposal03,0.005,,,False,tenure_choice_kappa,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker40_proposal03,0.733,,,False,alpha_cons,externally fixed,False,,,,,,externally_fixed_or_derived
production,D_shares,worker40_proposal03,2.0,,,False,sigma,externally fixed,False,,,,,,externally_fixed_or_derived
smoke,B_floor,smoke_01,0.9861354184363632,structural coordinate,0.94,False,beta_annual,diagnostic candidate; not a certified estimate,True,discount,0.9995,0.94,0.99,False,searched
smoke,B_floor,smoke_01,0.2933055318704186,structural coordinate,0.02,True,kappa_fert,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
smoke,B_floor,smoke_01,0.4538659805118368,structural coordinate,0.02,True,kappa_fert_continuation,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
smoke,B_floor,smoke_01,1.0094388767653766,structural coordinate,0.1,False,chi,diagnostic candidate; not a certified estimate,True,log,5.0,0.1,5.0,False,searched
smoke,B_floor,smoke_01,7.579566558818859,structural coordinate,0.2,False,H0,diagnostic candidate; not a certified estimate,True,log,80.0,0.2,80.0,False,searched
smoke,B_floor,smoke_01,0.04024742184861621,structural coordinate,0.0,True,theta0,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,True,searched
smoke,B_floor,smoke_01,0.09234772467336418,structural coordinate,0.02,True,theta1,diagnostic candidate; not a certified estimate,True,log,16.0,0.02,16.0,True,searched
smoke,B_floor,smoke_01,0.3151947070287402,structural coordinate,0.0,False,first_birth_fixed_cost,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,False,searched
smoke,B_floor,smoke_01,2.3,mapped first-child requirement,0.1,True,h_P,diagnostic candidate; not a certified estimate,True,log,2.3,0.1,2.3,True,searched
smoke,B_floor,smoke_01,0.0,,,False,hbar_child_rooms,zero restriction,False,,,,,,externally_fixed_or_derived
smoke,B_floor,smoke_01,0.1956829552282356,,,False,psi_child,normalized to 2.1,False,,,,,,externally_fixed_or_derived
smoke,B_floor,smoke_01,0.179,,,False,payroll_tax,externally fixed,False,,,,,,externally_fixed_or_derived
smoke,B_floor,smoke_01,2.0463613896121235,,,False,pension_period,budget derived,False,,,,,,externally_fixed_or_derived
smoke,B_floor,smoke_01,0.63,,,False,housing_supply_elasticity,externally fixed,False,,,,,,externally_fixed_or_derived
smoke,B_floor,smoke_01,0.005,,,False,tenure_choice_kappa,externally fixed,False,,,,,,externally_fixed_or_derived
smoke,B_floor,smoke_01,0.733,,,False,alpha_cons,externally fixed,False,,,,,,externally_fixed_or_derived
smoke,B_floor,smoke_01,2.0,,,False,sigma,externally fixed,False,,,,,,externally_fixed_or_derived
smoke,B_floor,smoke_02,0.9865921659521547,structural coordinate,0.94,False,beta_annual,diagnostic candidate; not a certified estimate,True,discount,0.9995,0.94,0.99,False,searched
smoke,B_floor,smoke_02,0.2966507831106584,structural coordinate,0.02,True,kappa_fert,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
smoke,B_floor,smoke_02,0.46250625275599677,structural coordinate,0.02,True,kappa_fert_continuation,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
smoke,B_floor,smoke_02,1.0124884744804428,structural coordinate,0.1,False,chi,diagnostic candidate; not a certified estimate,True,log,5.0,0.1,5.0,False,searched
smoke,B_floor,smoke_02,8.07185348408271,structural coordinate,0.2,False,H0,diagnostic candidate; not a certified estimate,True,log,80.0,0.2,80.0,False,searched
smoke,B_floor,smoke_02,0.04145403251737931,structural coordinate,0.0,True,theta0,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,True,searched
smoke,B_floor,smoke_02,0.09234331691458782,structural coordinate,0.02,True,theta1,diagnostic candidate; not a certified estimate,True,log,16.0,0.02,16.0,True,searched
smoke,B_floor,smoke_02,0.30530328982800986,structural coordinate,0.0,False,first_birth_fixed_cost,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,False,searched
smoke,B_floor,smoke_02,2.2817467895190404,mapped first-child requirement,0.1,True,h_P,diagnostic candidate; not a certified estimate,True,log,2.3,0.1,2.3,True,searched
smoke,B_floor,smoke_02,0.0,,,False,hbar_child_rooms,zero restriction,False,,,,,,externally_fixed_or_derived
smoke,B_floor,smoke_02,0.18452637449994833,,,False,psi_child,normalized to 2.1,False,,,,,,externally_fixed_or_derived
smoke,B_floor,smoke_02,0.179,,,False,payroll_tax,externally fixed,False,,,,,,externally_fixed_or_derived
smoke,B_floor,smoke_02,2.0463613896121235,,,False,pension_period,budget derived,False,,,,,,externally_fixed_or_derived
smoke,B_floor,smoke_02,0.63,,,False,housing_supply_elasticity,externally fixed,False,,,,,,externally_fixed_or_derived
smoke,B_floor,smoke_02,0.005,,,False,tenure_choice_kappa,externally fixed,False,,,,,,externally_fixed_or_derived
smoke,B_floor,smoke_02,0.733,,,False,alpha_cons,externally fixed,False,,,,,,externally_fixed_or_derived
smoke,B_floor,smoke_02,2.0,,,False,sigma,externally fixed,False,,,,,,externally_fixed_or_derived
smoke,B_shares,smoke_01,0.9861354184363632,structural coordinate,0.94,False,beta_annual,diagnostic candidate; not a certified estimate,True,discount,0.9995,0.94,0.99,False,searched
smoke,B_shares,smoke_01,0.2933055318704186,structural coordinate,0.02,True,kappa_fert,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
smoke,B_shares,smoke_01,0.4538659805118368,structural coordinate,0.02,True,kappa_fert_continuation,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
