stage,cell,case_id,estimate,interpretation,lower,near_bound,parameter,status,structural_coordinate,transform,upper,actual_lower,actual_upper,near_actual_bound,restriction_type
production,B_floor,worker12_proposal15,0.2262579906028704,structural coordinate,0.02,True,kappa_fert,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,B_floor,worker12_proposal15,0.42458811203246,structural coordinate,0.02,True,kappa_fert_continuation,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,B_floor,worker12_proposal15,1.2433684712203223,structural coordinate,0.1,False,chi,diagnostic candidate; not a certified estimate,True,log,5.0,0.1,5.0,False,searched
production,B_floor,worker12_proposal15,7.067893230073563,structural coordinate,0.2,False,H0,diagnostic candidate; not a certified estimate,True,log,80.0,0.2,80.0,False,searched
production,B_floor,worker12_proposal15,0.008202221482158222,structural coordinate,0.0,True,theta0,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,True,searched
production,B_floor,worker12_proposal15,0.09247509773223216,structural coordinate,0.02,True,theta1,diagnostic candidate; not a certified estimate,True,log,16.0,0.02,16.0,True,searched
production,B_floor,worker12_proposal15,0.3450628866485302,structural coordinate,0.0,False,first_birth_fixed_cost,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,False,searched
production,B_floor,worker12_proposal15,1.7766194436111729,mapped first-child requirement,0.1,False,h_P,diagnostic candidate; not a certified estimate,True,log,2.3,0.1,2.3,False,searched
production,B_floor,worker12_proposal15,0.0,,,False,hbar_child_rooms,zero restriction,False,,,,,,externally_fixed_or_derived
production,B_floor,worker12_proposal15,0.16921199938070164,,,False,psi_child,normalized to 2.1,False,,,,,,externally_fixed_or_derived
production,B_floor,worker12_proposal15,0.179,,,False,payroll_tax,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker12_proposal15,2.0463613896121235,,,False,pension_period,budget derived,False,,,,,,externally_fixed_or_derived
production,B_floor,worker12_proposal15,0.63,,,False,housing_supply_elasticity,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker12_proposal15,0.005,,,False,tenure_choice_kappa,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker12_proposal15,0.733,,,False,alpha_cons,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker12_proposal15,2.0,,,False,sigma,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker15_proposal01,0.99,structural coordinate,0.94,False,beta_annual,diagnostic candidate; not a certified estimate,True,discount,0.9995,0.94,0.99,True,searched
production,B_floor,worker15_proposal01,0.22488860322637164,structural coordinate,0.02,True,kappa_fert,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,B_floor,worker15_proposal01,0.2993490841139352,structural coordinate,0.02,True,kappa_fert_continuation,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,B_floor,worker15_proposal01,0.9416135651689639,structural coordinate,0.1,False,chi,diagnostic candidate; not a certified estimate,True,log,5.0,0.1,5.0,False,searched
production,B_floor,worker15_proposal01,11.262626350352807,structural coordinate,0.2,False,H0,diagnostic candidate; not a certified estimate,True,log,80.0,0.2,80.0,False,searched
production,B_floor,worker15_proposal01,0.07589240341754176,structural coordinate,0.0,True,theta0,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,True,searched
production,B_floor,worker15_proposal01,0.09904466755107134,structural coordinate,0.02,True,theta1,diagnostic candidate; not a certified estimate,True,log,16.0,0.02,16.0,True,searched
production,B_floor,worker15_proposal01,0.5491552901742649,structural coordinate,0.0,False,first_birth_fixed_cost,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,False,searched
production,B_floor,worker15_proposal01,2.3,mapped first-child requirement,0.1,True,h_P,diagnostic candidate; not a certified estimate,True,log,2.3,0.1,2.3,True,searched
production,B_floor,worker15_proposal01,0.0,,,False,hbar_child_rooms,zero restriction,False,,,,,,externally_fixed_or_derived
production,B_floor,worker15_proposal01,0.17288450459189775,,,False,psi_child,normalized to 2.1,False,,,,,,externally_fixed_or_derived
production,B_floor,worker15_proposal01,0.179,,,False,payroll_tax,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker15_proposal01,2.0463613896121235,,,False,pension_period,budget derived,False,,,,,,externally_fixed_or_derived
production,B_floor,worker15_proposal01,0.63,,,False,housing_supply_elasticity,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker15_proposal01,0.005,,,False,tenure_choice_kappa,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker15_proposal01,0.733,,,False,alpha_cons,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker15_proposal01,2.0,,,False,sigma,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker16_proposal01,0.9838304024729366,structural coordinate,0.94,False,beta_annual,diagnostic candidate; not a certified estimate,True,discount,0.9995,0.94,0.99,False,searched
production,B_floor,worker16_proposal01,0.3589021826340174,structural coordinate,0.02,True,kappa_fert,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,B_floor,worker16_proposal01,0.6298958107820248,structural coordinate,0.02,False,kappa_fert_continuation,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,False,searched
production,B_floor,worker16_proposal01,1.1309682223464588,structural coordinate,0.1,False,chi,diagnostic candidate; not a certified estimate,True,log,5.0,0.1,5.0,False,searched
production,B_floor,worker16_proposal01,3.5558740703382283,structural coordinate,0.2,False,H0,diagnostic candidate; not a certified estimate,True,log,80.0,0.2,80.0,False,searched
production,B_floor,worker16_proposal01,0.0,structural coordinate,0.0,True,theta0,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,True,searched
production,B_floor,worker16_proposal01,0.08910529691708248,structural coordinate,0.02,True,theta1,diagnostic candidate; not a certified estimate,True,log,16.0,0.02,16.0,True,searched
production,B_floor,worker16_proposal01,0.4923540989282368,structural coordinate,0.0,False,first_birth_fixed_cost,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,False,searched
production,B_floor,worker16_proposal01,1.5684097001349246,mapped first-child requirement,0.1,False,h_P,diagnostic candidate; not a certified estimate,True,log,2.3,0.1,2.3,False,searched
production,B_floor,worker16_proposal01,0.0,,,False,hbar_child_rooms,zero restriction,False,,,,,,externally_fixed_or_derived
production,B_floor,worker16_proposal01,0.24827004121548654,,,False,psi_child,normalized to 2.1,False,,,,,,externally_fixed_or_derived
production,B_floor,worker16_proposal01,0.179,,,False,payroll_tax,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker16_proposal01,2.0463613896121235,,,False,pension_period,budget derived,False,,,,,,externally_fixed_or_derived
production,B_floor,worker16_proposal01,0.63,,,False,housing_supply_elasticity,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker16_proposal01,0.005,,,False,tenure_choice_kappa,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker16_proposal01,0.733,,,False,alpha_cons,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker16_proposal01,2.0,,,False,sigma,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker16_proposal02,0.9886296133318448,structural coordinate,0.94,False,beta_annual,diagnostic candidate; not a certified estimate,True,discount,0.9995,0.94,0.99,False,searched
production,B_floor,worker16_proposal02,0.588017763766796,structural coordinate,0.02,False,kappa_fert,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,False,searched
production,B_floor,worker16_proposal02,0.8762811439993835,structural coordinate,0.02,False,kappa_fert_continuation,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,False,searched
production,B_floor,worker16_proposal02,0.9919571743001315,structural coordinate,0.1,False,chi,diagnostic candidate; not a certified estimate,True,log,5.0,0.1,5.0,False,searched
production,B_floor,worker16_proposal02,12.076401232023697,structural coordinate,0.2,False,H0,diagnostic candidate; not a certified estimate,True,log,80.0,0.2,80.0,False,searched
production,B_floor,worker16_proposal02,0.0,structural coordinate,0.0,True,theta0,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,True,searched
production,B_floor,worker16_proposal02,0.08916257857106705,structural coordinate,0.02,True,theta1,diagnostic candidate; not a certified estimate,True,log,16.0,0.02,16.0,True,searched
production,B_floor,worker16_proposal02,0.5733790213800266,structural coordinate,0.0,False,first_birth_fixed_cost,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,False,searched
production,B_floor,worker16_proposal02,1.2033679887812405,mapped first-child requirement,0.1,False,h_P,diagnostic candidate; not a certified estimate,True,log,2.3,0.1,2.3,False,searched
production,B_floor,worker16_proposal02,0.0,,,False,hbar_child_rooms,zero restriction,False,,,,,,externally_fixed_or_derived
production,B_floor,worker16_proposal02,0.044233778419715195,,,False,psi_child,normalized to 2.1,False,,,,,,externally_fixed_or_derived
production,B_floor,worker16_proposal02,0.179,,,False,payroll_tax,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker16_proposal02,2.0463613896121235,,,False,pension_period,budget derived,False,,,,,,externally_fixed_or_derived
production,B_floor,worker16_proposal02,0.63,,,False,housing_supply_elasticity,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker16_proposal02,0.005,,,False,tenure_choice_kappa,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker16_proposal02,0.733,,,False,alpha_cons,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker16_proposal02,2.0,,,False,sigma,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker16_proposal03,0.9870857276792618,structural coordinate,0.94,False,beta_annual,diagnostic candidate; not a certified estimate,True,discount,0.9995,0.94,0.99,False,searched
production,B_floor,worker16_proposal03,0.6894646395171602,structural coordinate,0.02,False,kappa_fert,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,False,searched
production,B_floor,worker16_proposal03,1.3599716586514061,structural coordinate,0.02,False,kappa_fert_continuation,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,False,searched
production,B_floor,worker16_proposal03,1.2520580043444545,structural coordinate,0.1,False,chi,diagnostic candidate; not a certified estimate,True,log,5.0,0.1,5.0,False,searched
production,B_floor,worker16_proposal03,11.724667903152081,structural coordinate,0.2,False,H0,diagnostic candidate; not a certified estimate,True,log,80.0,0.2,80.0,False,searched
production,B_floor,worker16_proposal03,0.10395425892994374,structural coordinate,0.0,False,theta0,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,False,searched
production,B_floor,worker16_proposal03,0.08373128881518992,structural coordinate,0.02,True,theta1,diagnostic candidate; not a certified estimate,True,log,16.0,0.02,16.0,True,searched
production,B_floor,worker16_proposal03,0.3989829910899024,structural coordinate,0.0,False,first_birth_fixed_cost,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,False,searched
production,B_floor,worker16_proposal03,1.3629455098593604,mapped first-child requirement,0.1,False,h_P,diagnostic candidate; not a certified estimate,True,log,2.3,0.1,2.3,False,searched
production,B_floor,worker16_proposal03,0.0,,,False,hbar_child_rooms,zero restriction,False,,,,,,externally_fixed_or_derived
production,B_floor,worker16_proposal03,-0.06889413874911104,,,False,psi_child,normalized to 2.1,False,,,,,,externally_fixed_or_derived
production,B_floor,worker16_proposal03,0.179,,,False,payroll_tax,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker16_proposal03,2.0463613896121235,,,False,pension_period,budget derived,False,,,,,,externally_fixed_or_derived
production,B_floor,worker16_proposal03,0.63,,,False,housing_supply_elasticity,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker16_proposal03,0.005,,,False,tenure_choice_kappa,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker16_proposal03,0.733,,,False,alpha_cons,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker16_proposal03,2.0,,,False,sigma,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker17_proposal01,0.99,structural coordinate,0.94,False,beta_annual,diagnostic candidate; not a certified estimate,True,discount,0.9995,0.94,0.99,True,searched
production,B_floor,worker17_proposal01,0.2585603956120738,structural coordinate,0.02,True,kappa_fert,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,B_floor,worker17_proposal01,0.3469298788498217,structural coordinate,0.02,True,kappa_fert_continuation,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,B_floor,worker17_proposal01,1.4399340298950947,structural coordinate,0.1,False,chi,diagnostic candidate; not a certified estimate,True,log,5.0,0.1,5.0,False,searched
production,B_floor,worker17_proposal01,6.833762156010567,structural coordinate,0.2,False,H0,diagnostic candidate; not a certified estimate,True,log,80.0,0.2,80.0,False,searched
production,B_floor,worker17_proposal01,0.006786226191696831,structural coordinate,0.0,True,theta0,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,True,searched
production,B_floor,worker17_proposal01,0.09010416232084156,structural coordinate,0.02,True,theta1,diagnostic candidate; not a certified estimate,True,log,16.0,0.02,16.0,True,searched
production,B_floor,worker17_proposal01,0.31209337023199135,structural coordinate,0.0,False,first_birth_fixed_cost,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,False,searched
production,B_floor,worker17_proposal01,2.193403419906621,mapped first-child requirement,0.1,False,h_P,diagnostic candidate; not a certified estimate,True,log,2.3,0.1,2.3,False,searched
production,B_floor,worker17_proposal01,0.0,,,False,hbar_child_rooms,zero restriction,False,,,,,,externally_fixed_or_derived
production,B_floor,worker17_proposal01,0.19894010674653484,,,False,psi_child,normalized to 2.1,False,,,,,,externally_fixed_or_derived
production,B_floor,worker17_proposal01,0.179,,,False,payroll_tax,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker17_proposal01,2.0463613896121235,,,False,pension_period,budget derived,False,,,,,,externally_fixed_or_derived
production,B_floor,worker17_proposal01,0.63,,,False,housing_supply_elasticity,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker17_proposal01,0.005,,,False,tenure_choice_kappa,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker17_proposal01,0.733,,,False,alpha_cons,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker17_proposal01,2.0,,,False,sigma,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker17_proposal02,0.99,structural coordinate,0.94,False,beta_annual,diagnostic candidate; not a certified estimate,True,discount,0.9995,0.94,0.99,True,searched
production,B_floor,worker17_proposal02,0.35984788215560587,structural coordinate,0.02,True,kappa_fert,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,B_floor,worker17_proposal02,0.41552343443184914,structural coordinate,0.02,True,kappa_fert_continuation,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,B_floor,worker17_proposal02,1.03478983615942,structural coordinate,0.1,False,chi,diagnostic candidate; not a certified estimate,True,log,5.0,0.1,5.0,False,searched
production,B_floor,worker17_proposal02,7.732111510678506,structural coordinate,0.2,False,H0,diagnostic candidate; not a certified estimate,True,log,80.0,0.2,80.0,False,searched
production,B_floor,worker17_proposal02,0.023039108867158774,structural coordinate,0.0,True,theta0,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,True,searched
production,B_floor,worker17_proposal02,0.09624511840689529,structural coordinate,0.02,True,theta1,diagnostic candidate; not a certified estimate,True,log,16.0,0.02,16.0,True,searched
production,B_floor,worker17_proposal02,0.46833573788303295,structural coordinate,0.0,False,first_birth_fixed_cost,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,False,searched
production,B_floor,worker17_proposal02,2.3,mapped first-child requirement,0.1,True,h_P,diagnostic candidate; not a certified estimate,True,log,2.3,0.1,2.3,True,searched
production,B_floor,worker17_proposal02,0.0,,,False,hbar_child_rooms,zero restriction,False,,,,,,externally_fixed_or_derived
production,B_floor,worker17_proposal02,0.2121948840319853,,,False,psi_child,normalized to 2.1,False,,,,,,externally_fixed_or_derived
production,B_floor,worker17_proposal02,0.179,,,False,payroll_tax,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker17_proposal02,2.0463613896121235,,,False,pension_period,budget derived,False,,,,,,externally_fixed_or_derived
production,B_floor,worker17_proposal02,0.63,,,False,housing_supply_elasticity,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker17_proposal02,0.005,,,False,tenure_choice_kappa,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker17_proposal02,0.733,,,False,alpha_cons,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_floor,worker17_proposal02,2.0,,,False,sigma,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal01,0.9861354184363632,structural coordinate,0.94,False,beta_annual,diagnostic candidate; not a certified estimate,True,discount,0.9995,0.94,0.99,False,searched
production,B_shares,worker19_proposal01,0.2933055318704186,structural coordinate,0.02,True,kappa_fert,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,B_shares,worker19_proposal01,0.4538659805118368,structural coordinate,0.02,True,kappa_fert_continuation,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,B_shares,worker19_proposal01,1.0094388767653766,structural coordinate,0.1,False,chi,diagnostic candidate; not a certified estimate,True,log,5.0,0.1,5.0,False,searched
production,B_shares,worker19_proposal01,7.579566558818859,structural coordinate,0.2,False,H0,diagnostic candidate; not a certified estimate,True,log,80.0,0.2,80.0,False,searched
production,B_shares,worker19_proposal01,0.04024742184861621,structural coordinate,0.0,True,theta0,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,True,searched
production,B_shares,worker19_proposal01,0.09234772467336418,structural coordinate,0.02,True,theta1,diagnostic candidate; not a certified estimate,True,log,16.0,0.02,16.0,True,searched
production,B_shares,worker19_proposal01,0.3151947070287402,structural coordinate,0.0,False,first_birth_fixed_cost,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,False,searched
production,B_shares,worker19_proposal01,0.020344,structural coordinate,0.0,False,delta_alpha_jump,diagnostic candidate; not a certified estimate,True,softzero,0.25,0.0,0.25,False,searched
production,B_shares,worker19_proposal01,0.016919,structural coordinate,0.0,False,delta_alpha,diagnostic candidate; not a certified estimate,True,softzero,0.25,0.0,0.25,False,searched
production,B_shares,worker19_proposal01,0.0,,,False,hbar_first_child_jump,zero restriction,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal01,0.0,,,False,hbar_child_rooms,zero restriction,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal01,0.03726691106423271,,,False,psi_child,normalized to 2.1,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal01,0.179,,,False,payroll_tax,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal01,2.0463613896121235,,,False,pension_period,budget derived,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal01,0.63,,,False,housing_supply_elasticity,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal01,0.005,,,False,tenure_choice_kappa,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal01,0.733,,,False,alpha_cons,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal01,2.0,,,False,sigma,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal02,0.9853639739138622,structural coordinate,0.94,False,beta_annual,diagnostic candidate; not a certified estimate,True,discount,0.9995,0.94,0.99,False,searched
production,B_shares,worker19_proposal02,0.28734943591965567,structural coordinate,0.02,True,kappa_fert,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,B_shares,worker19_proposal02,0.4725242405276864,structural coordinate,0.02,True,kappa_fert_continuation,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,B_shares,worker19_proposal02,0.9925676966794168,structural coordinate,0.1,False,chi,diagnostic candidate; not a certified estimate,True,log,5.0,0.1,5.0,False,searched
production,B_shares,worker19_proposal02,8.81039058952983,structural coordinate,0.2,False,H0,diagnostic candidate; not a certified estimate,True,log,80.0,0.2,80.0,False,searched
production,B_shares,worker19_proposal02,0.05418600683741505,structural coordinate,0.0,True,theta0,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,True,searched
production,B_shares,worker19_proposal02,0.09126160508469812,structural coordinate,0.02,True,theta1,diagnostic candidate; not a certified estimate,True,log,16.0,0.02,16.0,True,searched
production,B_shares,worker19_proposal02,0.29751734631475607,structural coordinate,0.0,False,first_birth_fixed_cost,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,False,searched
production,B_shares,worker19_proposal02,0.013575259166983022,structural coordinate,0.0,False,delta_alpha_jump,diagnostic candidate; not a certified estimate,True,softzero,0.25,0.0,0.25,False,searched
production,B_shares,worker19_proposal02,0.02590596938580994,structural coordinate,0.0,False,delta_alpha,diagnostic candidate; not a certified estimate,True,softzero,0.25,0.0,0.25,False,searched
production,B_shares,worker19_proposal02,0.0,,,False,hbar_first_child_jump,zero restriction,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal02,0.0,,,False,hbar_child_rooms,zero restriction,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal02,0.021698141445068597,,,False,psi_child,normalized to 2.1,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal02,0.179,,,False,payroll_tax,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal02,2.0463613896121235,,,False,pension_period,budget derived,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal02,0.63,,,False,housing_supply_elasticity,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal02,0.005,,,False,tenure_choice_kappa,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal02,0.733,,,False,alpha_cons,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal02,2.0,,,False,sigma,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal03,0.9874333503100251,structural coordinate,0.94,False,beta_annual,diagnostic candidate; not a certified estimate,True,discount,0.9995,0.94,0.99,False,searched
production,B_shares,worker19_proposal03,0.2788111676356983,structural coordinate,0.02,True,kappa_fert,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,B_shares,worker19_proposal03,0.48838729764776234,structural coordinate,0.02,True,kappa_fert_continuation,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,B_shares,worker19_proposal03,0.9270462486022474,structural coordinate,0.1,False,chi,diagnostic candidate; not a certified estimate,True,log,5.0,0.1,5.0,False,searched
production,B_shares,worker19_proposal03,7.110389997885295,structural coordinate,0.2,False,H0,diagnostic candidate; not a certified estimate,True,log,80.0,0.2,80.0,False,searched
production,B_shares,worker19_proposal03,0.05760706393527092,structural coordinate,0.0,True,theta0,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,True,searched
production,B_shares,worker19_proposal03,0.09012665038899331,structural coordinate,0.02,True,theta1,diagnostic candidate; not a certified estimate,True,log,16.0,0.02,16.0,True,searched
production,B_shares,worker19_proposal03,0.31744802994270394,structural coordinate,0.0,False,first_birth_fixed_cost,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,False,searched
production,B_shares,worker19_proposal03,0.0209691300023734,structural coordinate,0.0,False,delta_alpha_jump,diagnostic candidate; not a certified estimate,True,softzero,0.25,0.0,0.25,False,searched
production,B_shares,worker19_proposal03,0.022062239834090183,structural coordinate,0.0,False,delta_alpha,diagnostic candidate; not a certified estimate,True,softzero,0.25,0.0,0.25,False,searched
production,B_shares,worker19_proposal03,0.0,,,False,hbar_first_child_jump,zero restriction,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal03,0.0,,,False,hbar_child_rooms,zero restriction,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal03,0.023917706125127017,,,False,psi_child,normalized to 2.1,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal03,0.179,,,False,payroll_tax,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal03,2.0463613896121235,,,False,pension_period,budget derived,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal03,0.63,,,False,housing_supply_elasticity,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal03,0.005,,,False,tenure_choice_kappa,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal03,0.733,,,False,alpha_cons,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal03,2.0,,,False,sigma,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal04,0.9856265637607668,structural coordinate,0.94,False,beta_annual,diagnostic candidate; not a certified estimate,True,discount,0.9995,0.94,0.99,False,searched
production,B_shares,worker19_proposal04,0.27021962154710694,structural coordinate,0.02,True,kappa_fert,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,B_shares,worker19_proposal04,0.4735802306148219,structural coordinate,0.02,True,kappa_fert_continuation,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,B_shares,worker19_proposal04,0.9482684310729441,structural coordinate,0.1,False,chi,diagnostic candidate; not a certified estimate,True,log,5.0,0.1,5.0,False,searched
production,B_shares,worker19_proposal04,8.42926786737399,structural coordinate,0.2,False,H0,diagnostic candidate; not a certified estimate,True,log,80.0,0.2,80.0,False,searched
production,B_shares,worker19_proposal04,0.05293949593568643,structural coordinate,0.0,True,theta0,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,True,searched
production,B_shares,worker19_proposal04,0.09093483991689678,structural coordinate,0.02,True,theta1,diagnostic candidate; not a certified estimate,True,log,16.0,0.02,16.0,True,searched
production,B_shares,worker19_proposal04,0.32832760012751955,structural coordinate,0.0,False,first_birth_fixed_cost,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,False,searched
production,B_shares,worker19_proposal04,0.013455439736470481,structural coordinate,0.0,False,delta_alpha_jump,diagnostic candidate; not a certified estimate,True,softzero,0.25,0.0,0.25,False,searched
production,B_shares,worker19_proposal04,0.020052107092263086,structural coordinate,0.0,False,delta_alpha,diagnostic candidate; not a certified estimate,True,softzero,0.25,0.0,0.25,False,searched
production,B_shares,worker19_proposal04,0.0,,,False,hbar_first_child_jump,zero restriction,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal04,0.0,,,False,hbar_child_rooms,zero restriction,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal04,0.027529001667219145,,,False,psi_child,normalized to 2.1,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal04,0.179,,,False,payroll_tax,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal04,2.0463613896121235,,,False,pension_period,budget derived,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal04,0.63,,,False,housing_supply_elasticity,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal04,0.005,,,False,tenure_choice_kappa,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal04,0.733,,,False,alpha_cons,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal04,2.0,,,False,sigma,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal05,0.9853639739138622,structural coordinate,0.94,False,beta_annual,diagnostic candidate; not a certified estimate,True,discount,0.9995,0.94,0.99,False,searched
