rep,exact_builder_sample__ratio_p90_p50,exact_builder_sample__ratio_p50,exact_builder_sample__ratio_p90,exact_builder_sample__wealth_p90_p50,exact_builder_sample__wealth_p50,exact_builder_sample__wealth_p90,no_children_history_filter__ratio_p90_p50,no_children_history_filter__ratio_p50,no_children_history_filter__ratio_p90,no_children_history_filter__wealth_p90_p50,no_children_history_filter__wealth_p50,no_children_history_filter__wealth_p90
134,3.45236643867987,5.93524034473703,20.4906245716689,5.79804560260586,220034.094757352,1275767.71553123,3.45236643867987,5.93524034473703,20.4906245716689,5.79804560260586,220034.094757352,1275767.71553123
135,3.1645990650621,7.39299098025137,23.395852344116,4.02385935665921,248297.065279075,999112.469354229,3.1645990650621,7.39299098025137,23.395852344116,4.02385935665921,248297.065279075,999112.469354229
136,3.59689130128296,6.58475218433533,23.6846378529397,4.99120971827418,215017.03070751,1073195.09326178,3.59689130128296,6.58475218433533,23.6846378529397,4.99120971827418,215017.03070751,1073195.09326178
137,4.15135258846681,7.50908240923532,31.1728486965896,4.96099086380777,295433.400192119,1465642.39921676,4.15135258846681,7.50908240923532,31.1728486965896,4.96099086380777,295433.400192119,1465642.39921676
138,3.86383713975623,7.39299098025137,28.565313123378,4.48611246811933,248297.065279075,1113888.5603459,3.86383713975623,7.39299098025137,28.565313123378,4.48611246811933,248297.065279075,1113888.5603459
139,4.14449362955405,6.98624313902793,28.9544401842169,6.37295032041001,216450.477578893,1379428.14043931,4.14449362955405,6.98624313902793,28.9544401842169,6.37295032041001,216450.477578893,1379428.14043931
140,3.4201939213127,6.92494004663026,23.6846378529397,5.97435897435897,215190.789908532,1285627.02688943,3.4201939213127,6.92494004663026,23.6846378529397,5.97435897435897,215190.789908532,1285627.02688943
141,3.87333624533842,7.06897388205312,27.380512754707,4.87511573009804,238812.248772474,1164237.35053077,3.87333624533842,7.06897388205312,27.380512754707,4.87511573009804,238812.248772474,1164237.35053077
142,3.13375344116904,9.11536713389992,28.565313123378,4.64502288642038,298156.949247747,1384945.85300106,3.13375344116904,9.11536713389992,28.565313123378,4.64502288642038,298156.949247747,1384945.85300106
143,3.30983372610648,7.39299098025137,24.469570883237,4.15789473684211,262091.346683468,1089748.23094705,3.30983372610648,7.39299098025137,24.469570883237,4.15789473684211,262091.346683468,1089748.23094705
144,3.79227688872958,7.53249669302166,28.565313123378,4.171875,298156.949247747,1243873.52264294,3.79227688872958,7.53249669302166,28.565313123378,4.171875,298156.949247747,1243873.52264294
145,3.3168773744873,7.40691570087657,24.5678311029722,4.95857142857143,250853.202492095,1243873.52264294,3.3168773744873,7.40691570087657,24.5678311029722,4.95857142857143,250853.202492095,1243873.52264294
146,3.57472529594655,6.96322110718304,24.8916026331161,3.79175667896514,307044.319850324,1164237.35053077,3.57472529594655,6.96322110718304,24.8916026331161,3.79175667896514,307044.319850324,1164237.35053077
147,3.3628453498708,8.03251732645172,27.0121135390148,4.70969414204251,276511.901489858,1302286.48265182,3.3628453498708,8.03251732645172,27.0121135390148,4.70969414204251,276511.901489858,1302286.48265182
148,3.9282139817966,6.99557056644986,27.4800981097731,5.20551456867814,238812.248772474,1243140.6401639,3.9282139817966,6.99557056644986,27.4800981097731,5.20551456867814,238812.248772474,1243140.6401639
149,3.86647200812614,6.98624313902793,27.0121135390148,5.30430173190468,234502.783874682,1243873.52264294,3.86647200812614,6.98624313902793,27.0121135390148,5.30430173190468,234502.783874682,1243873.52264294
150,3.63341672072278,7.76342531060748,28.2077593336437,4.83244680851064,269488.011820079,1302286.48265182,3.63341672072278,7.76342531060748,28.2077593336437,4.83244680851064,269488.011820079,1302286.48265182
151,3.82672143191077,7.06897388205312,27.0509938560702,4.95789473684211,262091.346683468,1299421.30829383,3.82672143191077,7.06897388205312,27.0509938560702,4.95789473684211,262091.346683468,1299421.30829383
152,3.44150941082632,7.11012755224798,24.469570883237,4.41414686825054,255470.09160936,1127682.50480913,3.44150941082632,7.11012755224798,24.469570883237,4.41414686825054,255470.09160936,1127682.50480913
153,3.60525678902424,7.10528451857492,25.616375248541,4.61378952825298,276511.901489858,1275767.71553123,3.60525678902424,7.10528451857492,25.616375248541,4.61378952825298,276511.901489858,1275767.71553123
154,3.411385553185,7.50908240923532,25.616375248541,4.27570093457944,295197.622054012,1262176.74850197,3.411385553185,7.50908240923532,25.616375248541,4.27570093457944,295197.622054012,1262176.74850197
155,4.05009970160076,5.98555048182873,24.2420762203708,6.0115419628253,206914.221065896,1243873.52264294,4.05009970160076,5.98555048182873,24.2420762203708,6.0115419628253,206914.221065896,1243873.52264294
156,3.69914758482367,6.92494004663026,25.616375248541,4.34239130434783,253814.777840833,1102163.08421101,3.69914758482367,6.92494004663026,25.616375248541,4.34239130434783,253814.777840833,1102163.08421101
157,3.17491443711573,7.36897097780377,23.395852344116,4.07667386609071,255470.09160936,1041468.24603168,3.17491443711573,7.36897097780377,23.395852344116,4.07667386609071,255470.09160936,1041468.24603168
158,3.6237756251408,7.06897388205312,25.616375248541,5.08333333333333,248297.065279075,1262176.74850197,3.6237756251408,7.06897388205312,25.616375248541,5.08333333333333,248297.065279075,1262176.74850197
159,3.19763837060232,7.40691570087657,23.6846378529397,4.34239130434783,253814.777840833,1102163.08421101,3.19763837060232,7.40691570087657,23.6846378529397,4.34239130434783,253814.777840833,1102163.08421101
160,3.05061074033646,9.00806443326895,27.4800981097731,4.8706976744186,308191.077347431,1501105.5637127,3.05061074033646,9.00806443326895,27.4800981097731,4.8706976744186,308191.077347431,1501105.5637127
161,4.03982332716643,6.68645912244913,27.0121135390148,5.97435897435897,215190.789908532,1285627.02688943,4.03982332716643,6.68645912244913,27.0121135390148,5.97435897435897,215190.789908532,1285627.02688943
162,2.94911003919596,6.96055770075192,20.5274505936902,4.3551912568306,252435.349700393,1099404.22793013,2.94911003919596,6.96055770075192,20.5274505936902,4.3551912568306,252435.349700393,1099404.22793013
163,3.18460869927438,7.76342531060748,24.7234717803275,4.70294558162756,276299.456529993,1299421.30829383,3.18460869927438,7.76342531060748,24.7234717803275,4.70294558162756,276299.456529993,1299421.30829383
164,3.81547325148835,7.39299098025137,28.2077593336437,4.35958089669048,267052.585585599,1164237.35053077,3.81547325148835,7.39299098025137,28.2077593336437,4.35958089669048,267052.585585599,1164237.35053077
165,3.39830434041676,7.83439289892703,26.6236513929539,5.27041348984939,278088.693048379,1465642.39921676,3.39830434041676,7.83439289892703,26.6236513929539,5.27041348984939,278088.693048379,1465642.39921676
166,3.59448637323996,6.92494004663026,24.8916026331161,5.07924140536678,216450.477578893,1099404.22793013,3.59448637323996,6.92494004663026,24.8916026331161,5.07924140536678,216450.477578893,1099404.22793013
167,3.43568979990759,7.40691570087657,25.447864722277,4.12963930998432,263884.603266039,1089748.23094705,3.43568979990759,7.40691570087657,25.447864722277,4.12963930998432,263884.603266039,1089748.23094705
168,3.44150941082632,7.11012755224798,24.469570883237,4.36681222707424,295433.400192119,1290102.18424506,3.44150941082632,7.11012755224798,24.469570883237,4.36681222707424,295433.400192119,1290102.18424506
169,4.05636948697108,7.50908240923532,30.4596127599734,5.9729269480237,255470.09160936,1525904.19458763,4.05636948697108,7.50908240923532,30.4596127599734,5.9729269480237,255470.09160936,1525904.19458763
170,3.87337618772777,7.09461120684321,27.4800981097731,4.7741935483871,235192.497944902,1122854.5063176,3.87337618772777,7.09461120684321,27.4800981097731,4.7741935483871,235192.497944902,1122854.5063176
171,3.78702844198958,7.40691570087657,28.0502004266388,4.92233795800643,262091.346683468,1290102.18424506,3.78702844198958,7.40691570087657,28.0502004266388,4.92233795800643,262091.346683468,1290102.18424506
172,3.19389091368076,8.33580485761547,26.6236513929539,4.39835613525357,295433.400192119,1299421.30829383,3.19389091368076,8.33580485761547,26.6236513929539,4.39835613525357,295433.400192119,1299421.30829383
173,3.40122222929531,7.2689962941498,24.7234717803275,5.67602591792657,255470.09160936,1450054.8612298,3.40122222929531,7.2689962941498,24.7234717803275,5.67602591792657,255470.09160936,1450054.8612298
174,2.98659678925334,9.05746431972595,27.0509938560702,4.0518329357238,321406.756722359,1302286.48265182,2.98659678925334,9.05746431972595,27.0509938560702,4.0518329357238,321406.756722359,1302286.48265182
175,3.28936315559096,7.43899950409728,24.469570883237,5.38873121798928,234225.218784047,1262176.74850197,3.28936315559096,7.43899950409728,24.469570883237,5.38873121798928,234225.218784047,1262176.74850197
176,3.36058943267983,7.40691570087657,24.8916026331161,5.04347826086957,253814.777840833,1280109.31432768,3.36058943267983,7.40691570087657,24.8916026331161,5.04347826086957,253814.777840833,1280109.31432768
177,3.49467067717347,7.83439289892703,27.3786231373364,5.31439473684211,262091.346683468,1392856.87338648,3.49467067717347,7.83439289892703,27.3786231373364,5.31439473684211,262091.346683468,1392856.87338648
178,3.16373112410546,7.7654611404181,24.5678311029722,4.82901554404145,266229.631104786,1285627.02688943,3.16373112410546,7.7654611404181,24.5678311029722,4.82901554404145,266229.631104786,1285627.02688943
179,3.54773195688923,6.92494004663026,24.5678311029722,4.81578947368421,262091.346683468,1262176.74850197,3.54773195688923,6.92494004663026,24.5678311029722,4.81578947368421,262091.346683468,1262176.74850197
180,2.98084418777032,7.94561418208709,23.6846378529397,4.52252252252252,306233.047177526,1384945.85300106,2.98084418777032,7.94561418208709,23.6846378529397,4.52252252252252,306233.047177526,1384945.85300106
181,3.63473417289393,7.53249669302166,27.3786231373364,4.58762886597938,278088.693048379,1275767.71553123,3.63473417289393,7.53249669302166,27.3786231373364,4.58762886597938,278088.693048379,1275767.71553123
182,3.7100595199863,7.40691570087657,27.4800981097731,4.61378952825298,276511.901489858,1275767.71553123,3.7100595199863,7.40691570087657,27.4800981097731,4.61378952825298,276511.901489858,1275767.71553123
183,3.8668745599972,6.99557056644986,27.0509938560702,5.35716146292349,222087.930610728,1189760.90324822,3.8668745599972,6.99557056644986,27.0509938560702,5.35716146292349,222087.930610728,1189760.90324822
184,3.34438086527501,6.99557056644986,23.395852344116,4.56227295864999,276655.246176996,1262176.74850197,3.34438086527501,6.99557056644986,23.395852344116,4.56227295864999,276655.246176996,1262176.74850197
185,2.88494099832516,9.22849077621004,26.6236513929539,3.56255499631564,365548.457216416,1302286.48265182,2.88494099832516,9.22849077621004,26.6236513929539,3.56255499631564,365548.457216416,1302286.48265182
186,3.69905595694525,7.40202718569262,27.380512754707,5.34042553191489,259332.49040259,1384945.85300106,3.69905595694525,7.40202718569262,27.380512754707,5.34042553191489,259332.49040259,1384945.85300106
187,3.80806739518481,7.3659936959381,28.0502004266388,6.15846338535414,238812.248772474,1470716.49003937,3.80806739518481,7.3659936959381,28.0502004266388,6.15846338535414,238812.248772474,1470716.49003937
188,3.85888220210182,7.2689962941498,28.0502004266388,4.78603603603604,306233.047177526,1465642.39921676,3.85888220210182,7.2689962941498,28.0502004266388,4.78603603603604,306233.047177526,1465642.39921676
189,3.73380973265989,6.80812395232487,25.4202394743455,5.56933333333333,206914.221065896,1152374.268523,3.73380973265989,6.80812395232487,25.4202394743455,5.56933333333333,206914.221065896,1152374.268523
190,3.22273726841562,7.94863903415082,25.616375248541,4.29340760816545,298156.949247747,1280109.31432768,3.22273726841562,7.94863903415082,25.616375248541,4.29340760816545,298156.949247747,1280109.31432768
191,3.52593519684174,7.7654611404181,27.380512754707,4.49989072461222,289404.023864167,1302286.48265182,3.52593519684174,7.7654611404181,27.380512754707,4.49989072461222,289404.023864167,1302286.48265182
192,3.2183321424926,7.53249669302166,24.2420762203708,4.33644859813084,295197.622054012,1280109.31432768,3.2183321424926,7.53249669302166,24.2420762203708,4.33644859813084,295197.622054012,1280109.31432768
193,3.14289470436817,6.99557056644986,21.9863416873291,4.12997826086957,253814.777840833,1048249.51477008,3.14289470436817,6.99557056644986,21.9863416873291,4.12997826086957,253814.777840833,1048249.51477008
194,3.6012016603392,7.39299098025137,26.6236513929539,4.95564986938159,250853.202492095,1243140.6401639,3.6012016603392,7.39299098025137,26.6236513929539,4.95564986938159,250853.202492095,1243140.6401639
195,3.57363356338266,6.96534834689506,24.8916026331161,5.06825021417234,254545.874755265,1290102.18424506,3.57363356338266,6.96534834689506,24.8916026331161,5.06825021417234,254545.874755265,1290102.18424506
196,3.60939187510885,6.77941651389654,24.469570883237,5.61301052306972,231501.669728419,1299421.30829383,3.60939187510885,6.77941651389654,24.469570883237,5.61301052306972,231501.669728419,1299421.30829383
197,3.71607199205131,7.2689962941498,27.0121135390148,4.33644859813084,295197.622054012,1280109.31432768,3.71607199205131,7.2689962941498,27.0121135390148,4.33644859813084,295197.622054012,1280109.31432768
198,3.65418718126645,7.28579300191372,26.6236513929539,4.79775280898876,255153.543106245,1224163.62816142,3.65418718126645,7.28579300191372,26.6236513929539,4.79775280898876,255153.543106245,1224163.62816142
199,3.28975053550772,7.36897097780377,24.2420762203708,4.71603260869565,263754.224334545,1243873.52264294,3.28975053550772,7.36897097780377,24.2420762203708,4.71603260869565,263754.224334545,1243873.52264294
200,3.95780693652011,7.2689962941498,28.7692839545251,5.45213282937365,255470.09160936,1392856.87338648,3.95780693652011,7.2689962941498,28.7692839545251,5.45213282937365,255470.09160936,1392856.87338648
201,3.12573277331165,9.05746431972595,28.3112130672683,3.9353711790393,315889.044160601,1243140.6401639,3.12573277331165,9.05746431972595,28.3112130672683,3.9353711790393,315889.044160601,1243140.6401639
202,3.62652051883711,7.8767824351199,28.565313123378,3.9811320754717,292438.765773133,1164237.35053077,3.62652051883711,7.8767824351199,28.565313123378,3.9811320754717,292438.765773133,1164237.35053077
203,3.23159902969475,7.74064248676252,25.0146527494357,4.53875608772912,278088.693048379,1262176.74850197,3.23159902969475,7.74064248676252,25.0146527494357,4.53875608772912,278088.693048379,1262176.74850197
204,3.51304337767181,6.96534834689506,24.469570883237,4.79472140762463,235192.497944902,1127682.50480913,3.51304337767181,6.96534834689506,24.469570883237,4.79472140762463,235192.497944902,1127682.50480913
205,3.63396065330364,7.56202411954871,27.4800981097731,6.54314720812183,271747.343666543,1778082.87302627,3.63396065330364,7.56202411954871,27.4800981097731,6.54314720812183,271747.343666543,1778082.87302627
206,3.22836731563311,7.50908240923532,24.2420762203708,4.57614768034977,283955.282709431,1299421.30829383,3.22836731563311,7.50908240923532,24.2420762203708,4.57614768034977,283955.282709431,1299421.30829383
207,3.27174876556909,7.50908240923532,24.5678311029722,5.825,220708.502470289,1285627.02688943,3.27174876556909,7.50908240923532,24.5678311029722,5.825,220708.502470289,1285627.02688943
208,3.39338103262521,7.28579300191372,24.7234717803275,4.12963930998432,263884.603266039,1089748.23094705,3.39338103262521,7.28579300191372,24.7234717803275,4.12963930998432,263884.603266039,1089748.23094705
209,3.82346775768614,6.96322110718304,26.6236513929539,4.32941176470588,234502.783874682,1015259.11136333,3.82346775768614,6.96322110718304,26.6236513929539,4.32941176470588,234502.783874682,1015259.11136333
210,3.50325206091938,7.10528451857492,24.8916026331161,5.09289617486339,252435.349700393,1285627.02688943,3.50325206091938,7.10528451857492,24.8916026331161,5.09289617486339,252435.349700393,1285627.02688943
211,3.58311179593513,7.54958131274561,27.0509938560702,4.63181192660551,300715.334615769,1392856.87338648,3.58311179593513,7.54958131274561,27.0509938560702,4.63181192660551,300715.334615769,1392856.87338648
212,3.82493077962387,6.96055770075192,26.6236513929539,5.275,220708.502470289,1164237.35053077,3.82493077962387,6.96055770075192,26.6236513929539,5.275,220708.502470289,1164237.35053077
213,3.84460388301979,6.92494004663026,26.6236513929539,4.47009411764706,234502.783874682,1048249.51477008,3.84460388301979,6.92494004663026,26.6236513929539,4.47009411764706,234502.783874682,1048249.51477008
214,3.52405947285425,7.2689962941498,25.616375248541,4.87212768057179,255153.543106245,1243140.6401639,3.52405947285425,7.2689962941498,25.616375248541,4.87212768057179,255153.543106245,1243140.6401639
215,2.87636595048773,7.3659936959381,21.1872934585036,4.31829209121786,295433.400192119,1275767.71553123,2.87636595048773,7.3659936959381,21.1872934585036,4.31829209121786,295433.400192119,1275767.71553123
216,3.79227688872958,7.53249669302166,28.565313123378,4.71325395185749,263754.224334545,1243140.6401639,3.79227688872958,7.53249669302166,28.565313123378,4.71325395185749,263754.224334545,1243140.6401639
217,3.53875933609959,7.7654611404181,27.4800981097731,4.54835585585586,306233.047177526,1392856.87338648,3.53875933609959,7.7654611404181,27.4800981097731,4.54835585585586,306233.047177526,1392856.87338648
218,3.63503455022523,6.75862382145721,24.5678311029722,4.8981426003595,230226.55663932,1127682.50480913,3.63503455022523,6.75862382145721,24.5678311029722,4.8981426003595,230226.55663932,1127682.50480913
219,3.5702073395362,6.92494004663026,24.7234717803275,5.9185667752443,220034.094757352,1302286.48265182,3.5702073395362,6.92494004663026,24.7234717803275,5.9185667752443,220034.094757352,1302286.48265182
220,3.7967130390068,8.75132254620855,33.2262604197442,4.35166445653538,295433.400192119,1285627.02688943,3.7967130390068,8.75132254620855,33.2262604197442,4.35166445653538,295433.400192119,1285627.02688943
221,2.98190641108247,7.10528451857492,21.1872934585036,5.02906675315376,231501.669728419,1164237.35053077,2.98190641108247,7.10528451857492,21.1872934585036,5.02906675315376,231501.669728419,1164237.35053077
222,3.96726488046271,7.11012755224798,28.2077593336437,5.10302161427665,250853.202492095,1280109.31432768,3.96726488046271,7.11012755224798,28.2077593336437,5.10302161427665,250853.202492095,1280109.31432768
223,3.85065147371093,7.11012755224798,27.3786231373364,5.23178756476684,266229.631104786,1392856.87338648,3.85065147371093,7.11012755224798,27.3786231373364,5.23178756476684,266229.631104786,1392856.87338648
224,3.53799788792459,6.9439925859831,24.5678311029722,4.38858828402978,253814.777840833,1113888.5603459,3.53799788792459,6.9439925859831,24.5678311029722,4.38858828402978,253814.777840833,1113888.5603459
225,3.12573277331165,9.05746431972595,28.3112130672683,3.94419040526481,310371.331598844,1224163.62816142,3.12573277331165,9.05746431972595,28.3112130672683,3.94419040526481,310371.331598844,1224163.62816142
226,3.58692872383632,7.09461120684321,25.447864722277,5.50518134715026,266229.631104786,1465642.39921676,3.58692872383632,7.09461120684321,25.447864722277,5.50518134715026,266229.631104786,1465642.39921676
227,3.27174876556909,7.50908240923532,24.5678311029722,4.41191845269211,263884.603266039,1164237.35053077,3.27174876556909,7.50908240923532,24.5678311029722,4.41191845269211,263884.603266039,1164237.35053077
228,3.64305298726267,6.50131577436537,23.6846378529397,6.7838390195779,216049.112454906,1465642.39921676,3.64305298726267,6.50131577436537,23.6846378529397,6.7838390195779,216049.112454906,1465642.39921676
229,3.78369500771553,7.54958131274561,28.565313123378,4.32174116666089,295197.622054012,1275767.71553123,3.78369500771553,7.54958131274561,28.565313123378,4.32174116666089,295197.622054012,1275767.71553123
230,3.65958137254902,7.50908240923532,27.4800981097731,4.84941443270263,252435.349700393,1224163.62816142,3.65958137254902,7.50908240923532,27.4800981097731,4.84941443270263,252435.349700393,1224163.62816142
231,3.24049254995898,8.33580485761547,27.0121135390148,4.71698113207547,292438.765773133,1379428.14043931,3.24049254995898,8.33580485761547,27.0121135390148,4.71698113207547,292438.765773133,1379428.14043931
232,3.89559659246676,6.9439925859831,27.0509938560702,4.57378204086056,254545.874755265,1164237.35053077,3.89559659246676,6.9439925859831,27.0509938560702,4.57378204086056,254545.874755265,1164237.35053077
233,2.93895574223103,7.09461120684321,20.8507483452485,5.11869945947825,269488.011820079,1379428.14043931,2.93895574223103,7.09461120684321,20.8507483452485,5.11869945947825,269488.011820079,1379428.14043931
234,3.36263670076306,7.43899950409728,25.0146527494357,4.96495327102804,295197.622054012,1465642.39921676,3.36263670076306,7.43899950409728,25.0146527494357,4.96495327102804,295197.622054012,1465642.39921676
235,3.68041738976547,7.43899950409728,27.3786231373364,4.78306325143753,263884.603266039,1262176.74850197,3.68041738976547,7.43899950409728,27.3786231373364,4.78306325143753,263884.603266039,1262176.74850197
236,3.45349910125824,7.95717540501489,27.4800981097731,4.4729381443299,278088.693048379,1243873.52264294,3.45349910125824,7.95717540501489,27.4800981097731,4.4729381443299,278088.693048379,1243873.52264294
237,3.69905595694525,7.40202718569262,27.380512754707,4.56502732240437,252435.349700393,1152374.268523,3.69905595694525,7.40202718569262,27.380512754707,4.56502732240437,252435.349700393,1152374.268523
238,4.62102340956357,7.11012755224798,32.8560658639209,4.7109252483011,263884.603266039,1243140.6401639,4.62102340956357,7.11012755224798,32.8560658639209,4.7109252483011,263884.603266039,1243140.6401639
239,3.5951044776094,7.94561418208709,28.565313123378,4.67268659523588,278088.693048379,1299421.30829383,3.5951044776094,7.94561418208709,28.565313123378,4.67268659523588,278088.693048379,1299421.30829383
240,3.4616296101344,6.75862382145721,23.395852344116,6.92429157135579,214156.96258468,1482885.25097225,3.4616296101344,6.75862382145721,23.395852344116,6.92429157135579,214156.96258468,1482885.25097225
241,3.35073548536693,7.94561418208709,26.6236513929539,5.38066037735849,292438.765773133,1573513.67979912,3.35073548536693,7.94561418208709,26.6236513929539,5.38066037735849,292438.765773133,1573513.67979912
242,3.59725890153942,7.50908240923532,27.0121135390148,4.45515590361834,267052.585585599,1189760.90324822,3.59725890153942,7.50908240923532,27.0121135390148,4.45515590361834,267052.585585599,1189760.90324822
243,3.98452911959486,7.10528451857492,28.3112130672683,4.59381924198999,250853.202492095,1152374.268523,3.98452911959486,7.10528451857492,28.3112130672683,4.59381924198999,250853.202492095,1152374.268523
244,4.02468798368304,6.71160438983788,27.0121135390148,5.39956803455724,255470.09160936,1379428.14043931,4.02468798368304,6.71160438983788,27.0121135390148,5.39956803455724,255470.09160936,1379428.14043931
245,3.71689472832891,7.3659936959381,27.3786231373364,4.72632289155425,267052.585585599,1262176.74850197,3.71689472832891,7.3659936959381,27.3786231373364,4.72632289155425,267052.585585599,1262176.74850197
246,3.5910154938314,6.88481345257272,24.7234717803275,5.30745855043928,234225.218784047,1243140.6401639,3.5910154938314,6.88481345257272,24.7234717803275,5.30745855043928,234225.218784047,1243140.6401639
247,3.67881112120883,6.96322110718304,25.616375248541,5.54117647058824,234502.783874682,1299421.30829383,3.67881112120883,6.96322110718304,25.616375248541,5.54117647058824,234502.783874682,1299421.30829383
248,3.33125292627905,7.50908240923532,25.0146527494357,4.79775280898876,255153.543106245,1224163.62816142,3.33125292627905,7.50908240923532,25.0146527494357,4.79775280898876,255153.543106245,1224163.62816142
249,3.90631452025833,6.92494004663026,27.0509938560702,5.64409826243259,230226.55663932,1299421.30829383,3.90631452025833,6.92494004663026,27.0509938560702,5.64409826243259,230226.55663932,1299421.30829383
250,3.61370860927152,7.83439289892703,28.3112130672683,4.82954790271034,307044.319850324,1482885.25097225,3.61370860927152,7.83439289892703,28.3112130672683,4.82954790271034,307044.319850324,1482885.25097225
251,3.11209661741155,9.09715106814896,28.3112130672683,3.9485142646612,319658.652318498,1262176.74850197,3.11209661741155,9.09715106814896,28.3112130672683,3.9485142646612,319658.652318498,1262176.74850197
252,3.28975053550772,7.36897097780377,24.2420762203708,4.56288921704681,255153.543106245,1164237.35053077,3.28975053550772,7.36897097780377,24.2420762203708,4.56288921704681,255153.543106245,1164237.35053077
253,3.81289306311497,7.09461120684321,27.0509938560702,5.44118367032269,238812.248772474,1299421.30829383,3.81289306311497,7.09461120684321,27.0509938560702,5.44118367032269,238812.248772474,1299421.30829383
254,3.86647200812614,6.98624313902793,27.0121135390148,5.47519803368818,292438.765773133,1601160.15533526,3.86647200812614,6.98624313902793,27.0121135390148,5.47519803368818,292438.765773133,1601160.15533526
255,3.35507791451447,7.36897097780377,24.7234717803275,5.16538020934891,267052.585585599,1379428.14043931,3.35507791451447,7.36897097780377,24.7234717803275,5.16538020934891,267052.585585599,1379428.14043931
256,3.31972924509418,6.62293219238287,21.9863416873291,5.02906675315376,231501.669728419,1164237.35053077,3.31972924509418,6.62293219238287,21.9863416873291,5.02906675315376,231501.669728419,1164237.35053077
257,3.66179927787376,6.99557056644986,25.616375248541,5.21589543659472,249676.493419515,1302286.48265182,3.66179927787376,6.99557056644986,25.616375248541,5.21589543659472,249676.493419515,1302286.48265182
258,3.61217446323201,7.7654611404181,28.0502004266388,4.85790624240952,283955.282709431,1379428.14043931,3.61217446323201,7.7654611404181,28.0502004266388,4.85790624240952,283955.282709431,1379428.14043931
259,3.64631938531292,7.50908240923532,27.380512754707,4.89159105711733,266229.631104786,1302286.48265182,3.64631938531292,7.50908240923532,27.380512754707,4.89159105711733,266229.631104786,1302286.48265182
260,4.23028517692444,7.36897097780377,31.1728486965896,5.87078651685393,255153.543106245,1497951.98059565,4.23028517692444,7.36897097780377,31.1728486965896,5.87078651685393,255153.543106245,1497951.98059565
261,3.62491869467166,7.46251050977584,27.0509938560702,4.67075179570833,262091.346683468,1224163.62816142,3.62491869467166,7.46251050977584,27.0509938560702,4.67075179570833,262091.346683468,1224163.62816142
262,3.62650880931825,7.54958131274561,27.3786231373364,4.80920631433687,254545.874755265,1224163.62816142,3.62650880931825,7.54958131274561,27.3786231373364,4.80920631433687,254545.874755265,1224163.62816142
263,3.78702844198958,7.40691570087657,28.0502004266388,4.37305699481865,266229.631104786,1164237.35053077,3.78702844198958,7.40691570087657,28.0502004266388,4.37305699481865,266229.631104786,1164237.35053077
264,3.83126491182759,7.50908240923532,28.7692839545251,4.66292134831461,255153.543106245,1189760.90324822,3.83126491182759,7.50908240923532,28.7692839545251,4.66292134831461,255153.543106245,1189760.90324822
265,3.58303488848354,7.09461120684321,25.4202394743455,4.74285714285714,250853.202492095,1189760.90324822,3.58303488848354,7.09461120684321,25.4202394743455,4.74285714285714,250853.202492095,1189760.90324822
266,3.82784226380086,7.46251050977584,28.565313123378,4.4577893804634,289404.023864167,1290102.18424506,3.82784226380086,7.46251050977584,28.565313123378,4.4577893804634,289404.023864167,1290102.18424506
267,3.37474286552235,7.53249669302166,25.4202394743455,4.75015309839582,269488.011820079,1280109.31432768,3.37474286552235,7.53249669302166,25.4202394743455,4.75015309839582,269488.011820079,1280109.31432768
268,3.36280886420265,7.40202718569262,24.8916026331161,4.1281914893617,259332.49040259,1070574.17979495,3.36280886420265,7.40202718569262,24.8916026331161,4.1281914893617,259332.49040259,1070574.17979495
269,4.37435667934661,6.96322110718304,30.4596127599734,5.62654117191812,266229.631104786,1497951.98059565,4.37435667934661,6.96322110718304,30.4596127599734,5.62654117191812,266229.631104786,1497951.98059565
270,3.39596445259378,7.3659936959381,25.0146527494357,4.78603603603604,306233.047177526,1465642.39921676,3.39596445259378,7.3659936959381,25.0146527494357,4.78603603603604,306233.047177526,1465642.39921676
271,3.19292803822254,7.83439289892703,25.0146527494357,3.99749027560622,306233.047177526,1224163.62816142,3.19292803822254,7.83439289892703,25.0146527494357,3.99749027560622,306233.047177526,1224163.62816142
272,4.38428825186601,7.11012755224798,31.1728486965896,5.11869945947825,269488.011820079,1379428.14043931,4.38428825186601,7.11012755224798,31.1728486965896,5.11869945947825,269488.011820079,1379428.14043931
273,3.79910393175359,7.11012755224798,27.0121135390148,4.02717127607957,295433.400192119,1189760.90324822,3.79910393175359,7.11012755224798,27.0121135390148,4.02717127607957,295433.400192119,1189760.90324822
274,3.19975018447915,7.40202718569262,23.6846378529397,4.37598354880767,254545.874755265,1113888.5603459,3.19975018447915,7.40202718569262,23.6846378529397,4.37598354880767,254545.874755265,1113888.5603459
275,4.00054404145078,6.4032229074652,25.616375248541,5.87012454012966,215017.03070751,1262176.74850197,4.00054404145078,6.4032229074652,25.616375248541,5.87012454012966,215017.03070751,1262176.74850197
276,3.38894465866815,7.50908240923532,25.447864722277,4.55723542116631,255470.09160936,1164237.35053077,3.38894465866815,7.50908240923532,25.447864722277,4.55723542116631,255470.09160936,1164237.35053077
277,3.96470273835027,6.41860598428269,25.447864722277,4.66292134831461,255153.543106245,1189760.90324822,3.96470273835027,6.41860598428269,25.447864722277,4.66292134831461,255153.543106245,1189760.90324822
