cell,kcfg,psi_child,delta_alpha_jump,kappa_fert,kappa_fert_continuation,CF,childless,childless_chosen,childless_clock,joint_distance,share_3plus,pp12_flow,pp23_flow,mean_age_first_birth,own_family_gap,market_residual
114,split_hi,1.5,0.15,10.0,0.3,2.104519560736291,0.09058846432876753,0.03461323849371676,0.055979821942870815,0.2779327207992581,0.4069832319418765,0.6876221333011334,0.6508279710413768,25.892885378818775,0.18055141800975305,5.139984762057375e-06
115,split_hi,1.5,0.22,10.0,0.3,2.1088465498208224,0.08938457947628436,0.03394521061672952,0.05544499097807627,0.2850536428528798,0.40823613257116814,0.688216484921637,0.6514054229479963,25.862940035931715,0.2488050959427443,3.511369551412486e-06
116,split_hi,1.5,0.3,10.0,0.3,2.1137405021518294,0.08802199144916771,0.033189766383399384,0.054838630430140804,0.2932241433017874,0.4096528531803582,0.6888855802401549,0.6520554434759156,25.828966566582153,0.3076777679258258,4.5699778440005915e-07
117,split_hi,1.5,0.38,10.0,0.3,2.1185305885902426,0.0866869741420199,0.03245058134724645,0.054242754002316394,0.3013433162814775,0.41103839309268964,0.6895377534686206,0.6526865864636098,25.795834434875527,0.3577629544162824,2.7908939027798013e-06
118,split_hi,1.5,0.46,10.0,0.3,2.1232828538220536,0.08536411381730499,0.03172183883271981,0.053649362868133696,0.3095009852338707,0.41241380670859057,0.6901846385094139,0.6533105483598814,25.762975513688573,0.3979973481449319,2.181976114166747e-06
119,split_hi,1.5,0.55,10.0,0.3,2.1286669356349286,0.08387031004467742,0.0309039296222179,0.052973602869585634,0.3188486445017332,0.4139750826591278,0.6909197875078325,0.6540178675114414,25.725753438739932,0.42785583157255763,2.4730838727875307e-07
120,split_hi,2.0,0.087,10.0,0.3,2.186806312024463,0.06908647095595095,0.023791776828312912,0.04529757755896347,0.41972181597291747,0.43158673528703423,0.7000342491495264,0.6622766716620925,25.323955856552267,0.12020085206265607,3.2388307343903934e-06
121,split_hi,2.0,0.15,10.0,0.3,2.1899786676880577,0.06825981126439519,0.023373494805912193,0.04488983913370183,0.42577002729201247,0.4325489218543942,0.7004849597976135,0.6627375690093296,25.299135909536087,0.18598202891036086,6.808776824460983e-06
122,split_hi,2.0,0.22,10.0,0.3,2.193532724429736,0.06733094972010494,0.022903257082670964,0.04443209983241474,0.4326170833908292,0.4336251068676856,0.7009866194035491,0.6632497986587998,25.271336523650685,0.2561890376031372,1.2563674535140097e-07
123,split_hi,2.0,0.3,10.0,0.3,2.197548005493502,0.06628120264557602,0.022372395110515222,0.04391401634980133,0.44042207373546866,0.4348412123975043,0.7015511654969936,0.663827508982118,25.23981755160164,0.3162725699205814,1.0698648924264748e-06
124,split_hi,2.0,0.38,10.0,0.3,2.2014762023085224,0.06525317946476529,0.0218533138713975,0.04340526697137058,0.44813385895959545,0.43603012128026636,0.7021015706533342,0.6643891765350308,25.209053324924035,0.3680229747908816,1.2383732677167483e-06
125,split_hi,2.0,0.46,10.0,0.3,2.205367211886331,0.0642353322913602,0.0213419260458639,0.04289952055434836,0.45583675583715266,0.4372076092517158,0.7026466309401472,0.6649425123260122,25.178592897877444,0.41007974310783907,1.0666647149147327e-06
126,split_hi,2.0,0.55,10.0,0.3,2.2097678396769966,0.06308768630465847,0.020768934799468494,0.0423249654521681,0.46460426561087187,0.43854130598898805,0.7032650637260441,0.6655681259141686,25.144134704204497,0.4416229195101483,1.6184764007933324e-07
127,split_hi,3.0,0.087,10.0,0.3,2.313526344089375,0.03864155180902568,0.01037575750699247,0.028267365335508575,0.6736923336104209,0.47156704489186685,0.7197877479256494,0.6814808395817274,24.277265783892833,0.12910995838322825,5.993278569344592e-06
128,split_hi,3.0,0.15,10.0,0.3,2.3156224243607477,0.038170303842051306,0.010181624838171392,0.02799060526887817,0.6781333873932953,0.4722663650544555,0.7201065008544281,0.6818551141798688,24.256161752632643,0.1987406202775467,1.5753037698732763e-05
129,split_hi,3.0,0.22,10.0,0.3,2.317966707131852,0.0376414546276527,0.009963683734391921,0.02768029584660585,0.6831333452038971,0.4730472963724861,0.7204611521120321,0.6822712785020797,24.232540419883446,0.2724884931730596,1.1117098209648295e-07
130,split_hi,3.0,0.3,10.0,0.3,2.320610861955579,0.03704479560822681,0.009718065093183103,0.02732981784070665,0.6887968354862679,0.47392847633496094,0.7208598975307999,0.6827407948697776,24.20577330726825,0.33598669397651126,2.0083486971354748e-07
131,split_hi,3.0,0.38,10.0,0.3,2.323191393597074,0.03646170005424296,0.00947864577849851,0.026986611283964103,0.6943539426132591,0.47478767518903936,0.7212482867669352,0.6831965422821696,24.179701901525213,0.3897219624127537,1.0995741464625077e-05
132,split_hi,3.0,0.46,10.0,0.3,2.3257445576991076,0.03588460354950212,0.009242863256188814,0.02664594968007299,0.6998762035561956,0.47563734252689,0.7216323738361766,0.6836454346689529,24.153894214573295,0.43543722431728077,1.460805292352468e-06
133,split_hi,3.0,0.55,10.0,0.3,2.3286224842038097,0.03523472622157323,0.008978650921953116,0.02626022847938686,0.7061223285914691,0.4765951291017529,0.7220658209199179,0.6841497117278739,24.124818832416054,0.4703944260700635,6.556441233849507e-08
134,split_hi,4.5,0.087,10.0,0.3,2.4251990822986804,0.016147214554285905,0.002754318379671301,0.013393472356092225,0.9055275031075787,0.5105725911923673,0.7384688848683434,0.7027408135493668,23.038948775093537,0.1450860773563044,5.075117754256682e-06
135,split_hi,4.5,0.15,10.0,0.3,2.426326463732143,0.015954561597167786,0.0026996466696465006,0.013255616575348995,0.9077132402667039,0.511004790376817,0.7386593043760233,0.7030167082195572,23.02282947254398,0.21914284437815396,1.8414087401802572e-05
136,split_hi,4.5,0.22,10.0,0.3,2.427582317350163,0.01573899399069858,0.002638417293996908,0.01310154214196865,0.9101607062932313,0.5114855930383938,0.7388705598744817,0.7033229071622553,23.004840214698486,0.2978751538799698,1.0053295469905101e-07
137,split_hi,4.5,0.3,10.0,0.3,2.42899865135712,0.015495950526557922,0.0025695055491983297,0.012927754895674666,0.912924418251385,0.5120282218939678,0.7391082755532583,0.7036688519959146,22.9844623811504,0.36472519919824375,0.00011753628873508988
138,split_hi,4.5,0.38,10.0,0.3,2.430380318921057,0.015258450352440604,0.0025024798270608124,0.012757700247264797,0.9156287204105686,0.5125570270215201,0.7393401155369078,0.7040048622438734,22.964620083740027,0.4204839210369074,2.997630726089879e-06
139,split_hi,4.5,0.46,10.0,0.3,2.431739411847808,0.015024087916767235,0.002436527998927026,0.012589600567651241,0.9183002340923635,0.5130764939469681,0.7395677404369885,0.7043338316494377,22.945091819515294,0.47049037180013553,1.5970646344995677e-06
140,split_hi,4.5,0.55,10.0,0.3,2.43326850655057,0.014760356030275657,0.0023627503492503533,0.012399693073654907,0.9213113615792341,0.5136606260008643,0.7398240527046522,0.7047027262812013,22.923135053870816,0.5093077993391912,2.067730565636452e-05
141,split_hi,6.0,0.087,10.0,0.3,2.484331278412559,0.007016535144678316,0.0006874712044691848,0.006329267215723731,1.0139343658542272,0.5338602581886481,0.7492002418220038,0.7176086517738499,22.131157890070313,0.1611501584978981,3.8000661187204163e-06
142,split_hi,6.0,0.15,10.0,0.3,2.4849774310427923,0.006937637074634958,0.0006733305082147384,0.006264549209398012,1.014941618240647,0.5341396478364907,0.7493180583250347,0.7178142806682082,22.118933746314276,0.238938249894538,1.637735153362645e-05
143,split_hi,6.0,0.22,10.0,0.3,2.4856963855452583,0.0068494294462478015,0.0006575047611539484,0.006192279535728239,1.0160673449637834,0.5344502395806491,0.7494487753994025,0.7180426260173414,22.105306978055648,0.32100291998154,3.253288023707229e-07
144,split_hi,6.0,0.3,10.0,0.3,2.486504964133771,0.006750296520229722,0.0006397576714724213,0.0061110816323713315,1.017333541548379,0.5347998073884509,0.7495955233595849,0.7182999167146749,22.08993929348426,0.38734943771084185,0.0003420718408801553
145,split_hi,6.0,0.38,10.0,0.3,2.4872958174485276,0.006653087917300221,0.0006224421057765978,0.00603139397168516,1.018575416327746,0.5351413986339502,0.7497390263992489,0.7185508135713498,22.074905701127197,0.4480503721186191,4.48312516369375e-07
146,split_hi,6.0,0.46,10.0,0.3,2.4880702616132195,0.006557411980330656,0.0006054543716901774,0.005952885033837764,1.0197973438180623,0.5354754027405708,0.7498793795044423,0.7187954868831221,22.060185839932306,0.5005978563291835,3.812693383697173e-09
147,split_hi,6.0,0.55,10.0,0.3,2.488940147711167,0.0064495794762076866,0.000586436920056995,0.0058641445888983415,1.021174622517351,0.5358500106275523,0.7500371375344648,0.7190689993262551,22.043654821364804,0.5412052940896744,8.513701484352358e-08
