mms_location,age,pop_weight,owner_rate,has_child_u18_rate,has_children_rate,has_youngchild_rate,mean_rooms
center,55,4166124,0.6078741295266296,0.1563393216332495,0.4342179925513499,0.007306791636542743,5.700244879893157
center,56,4003768,0.6177940380161887,0.12611120324654176,0.4160183607042166,0.005534286701926785,5.736031658177996
center,57,4002563,0.6263783980414549,0.10256528129600959,0.394705592391675,0.005498976530787898,5.729545044013048
center,58,3916274,0.6267651344109222,0.08127546744686404,0.3751517386168588,0.004729750778418466,5.770571466654274
center,59,3841639,0.6304293558036036,0.06497174773579714,0.3520799325496227,0.002844619184676124,5.733904461090696
center,60,4032731,0.6308913240183885,0.05203744063266308,0.3376791062929811,0.0027249523957834035,5.724384790356709
center,61,3688385,0.6484157700456975,0.042743368710153634,0.32209435837094014,0.0019260462234826354,5.747075210424074
center,62,3713540,0.649871551134497,0.03135067886706485,0.3046688604404423,0.002136775152549858,5.752920394017568
center,63,3520214,0.6551240918875955,0.026055518215653935,0.2879648794078996,0.0014925228977556478,5.761999412535715
center,64,3420510,0.6678185416794572,0.02384322805663483,0.28430497206556915,0.0015681872001543629,5.764166747064034
center,65,3305520,0.6635440112297006,0.018241607976959753,0.2668034076332922,0.0011111716159636002,5.752390849246109
center,66,3070201,0.6735037868856143,0.014323492175268003,0.2556125804141162,8.800726727663759e-4,5.762582970952065
center,67,2923093,0.6759685716465401,0.012270906194226458,0.2531989231953961,0.001096783441375283,5.738155098041697
center,68,2736185,0.6908502166337437,0.010635976734029315,0.24135210155746048,8.614183616970344e-4,5.775111697491215
center,69,2611234,0.6879544307404085,0.009322412315403369,0.23446041220357886,5.250391194354853e-4,5.775920886446791
center,70,2606058,0.6849862896374525,0.007509426114077277,0.23209613907288326,5.448842658144984e-4,5.7346927812044095
center,71,2341810,0.7007810198094636,0.005775447196826386,0.22706667065218783,4.526413329860236e-4,5.7761940550258135
center,72,2210859,0.7001409859244755,0.005883685933838386,0.22596556361124795,3.2295139581492986e-4,5.7476546446426475
center,73,2060244,0.6978527786029227,0.004455297527865632,0.2240943305744368,1.0629808896421977e-4,5.730449403080412
center,74,1918988,0.7047052925812981,0.003502887980539743,0.2222150425119907,2.1313317227622059e-4,5.749026049146738
center,75,1849198,0.7093923960549384,0.0031700228964123907,0.2282719319402249,9.463562041490419e-5,5.744996479554921
center,76,1670661,0.7048539470305466,0.0028234333596103577,0.23068653664627353,0,5.70125477281148
center,77,1500771,0.7091874776364948,0.00252536862719229,0.22840460003558172,3.7980478034290374e-5,5.705687943063932
center,78,1395081,0.7185324723080595,0.002698051224265831,0.23783135172796419,0,5.688243908418221
center,79,1305998,0.7043402822975227,8.223596054511569e-4,0.2309390979159233,0,5.656496411173677
center,80,1280007,0.685429064059806,0.0018601460773261397,0.24933144896863846,1.6093661987786004e-4,5.58301790537083
center,81,1087336,0.7054130461973116,0.0016269120124782037,0.25234885996600864,0,5.613844294679842
center,82,1051800,0.7067626925270964,0.001755086518349496,0.2573160296634341,3.118463586233124e-4,5.632644989541738
center,83,955854,0.7079041359872952,5.408775817227317e-4,0.2590845463846989,2.0295986625572525e-4,5.592910632795385
center,84,872377,0.7015143682146595,6.121206771842907e-4,0.26995209639869,5.272949653647448e-5,5.542326310757849
center,85,790389,0.6903587980095877,8.970266539640607e-4,0.27592868827880956,0,5.506343079167347
center,86,728984,0.6904335348923982,1.8656102191543297e-4,0.2795273970347772,0,5.523615058766722
center,87,633837,0.6883741403546969,1.6092465413032058e-4,0.27926580493092074,1.6092465413032058e-4,5.522369315770458
center,88,562782,0.6918931309103703,0,0.27175353867039104,0,5.550451151600442
center,89,419654,0.6872018377043946,2.1684530589485623e-4,0.29222407030553743,0,5.436419049979269
center,90,327848,0.6754563090212538,4.483785168736732e-4,0.29401124911544374,0,5.454054927893414
center,91,112374,0.6651093669354121,0,0.30586256607400286,0,5.471087618132308
center,92,327314,0.6974067714793746,0,0.2902167337785735,0,5.6991848805733945
center,93,213547,0.6893002477206422,0,0.32546933461954514,0,5.631926461153751
center,94,803283,0.6522470910003075,3.0126368913570935e-4,0.33213699281573245,6.722412898069547e-5,5.4126403770526705
center,95,252942,0.6615587763202632,0.001731622269136798,0.307430161855287,0.001731622269136798,5.2707735370163915
center,96,769,0.8309492847854356,0,0.3836150845253576,0,5.9102730819245775
periphery,22,8165815,0.5971367218091519,0.07700664293766146,0.07740941963539463,0.0708137522096692,6.282715809750772
periphery,23,8358739,0.5684729478932169,0.09925324860603973,0.09958284377583748,0.08909011275504594,6.154016054335469
periphery,24,8300118,0.5502237438070158,0.12771878664857536,0.12810649197999355,0.110532283998854,5.988488838351455
periphery,25,8765688,0.5279721340754998,0.1635514519795822,0.16389358142794952,0.13590000009126493,5.824519877960521
periphery,26,8639218,0.5215808884554134,0.19994992602339703,0.20042844155570563,0.1619513479113503,5.748430471369052
periphery,27,8479955,0.5169325780620299,0.24265859901379194,0.2434351361534348,0.193018948803384,5.665729594083931
periphery,28,8552736,0.5298503309350364,0.29208127083543794,0.2927314721277495,0.22311293134734897,5.700030843931112
periphery,29,8529142,0.5422223009067032,0.3414358677578589,0.3421137788537229,0.2550781778518871,5.7113508017570815
periphery,30,9235263,0.548799314107243,0.39015553753044174,0.39119730537181235,0.2830533358930872,5.746282807538886
periphery,31,8660282,0.5776052096225042,0.4495674621219032,0.45070980367613894,0.32170557494548097,5.856574531868593
periphery,32,8898479,0.5916741501553243,0.49779215077093514,0.49956548754006164,0.3428778109157756,5.931355796872701
periphery,33,8855579,0.6089649248230974,0.5455923322461468,0.5483236048145469,0.36034436596410013,6.033209573309661
periphery,34,8878451,0.6214825086042599,0.5859221388956249,0.5893480743431484,0.3691652969645268,6.125300347999893
periphery,35,9428489,0.6257768344429314,0.6116546352230988,0.6176476421619626,0.35620002314262655,6.1765348615244715
periphery,36,8998877,0.6471833096507487,0.648031971100394,0.6554558974414252,0.3537735875265325,6.305111737831287
periphery,37,9011109,0.6584833231958463,0.6642434355194239,0.6745902196943795,0.32901821518305907,6.376462874880328
periphery,38,9097812,0.6692852083555915,0.6833200114489066,0.6979689182410013,0.3029929613845615,6.448644135535005
periphery,39,9044533,0.6788561664820063,0.6880370716763375,0.7086369191200916,0.2625004519304645,6.513765276769956
periphery,40,9764262,0.6761813642444252,0.6706560106641957,0.701082990194241,0.21824537276857175,6.5276729567477805
periphery,41,9031654,0.6973022881523141,0.690468545407076,0.7271969231770836,0.19126286281560387,6.640329113582075
periphery,42,9252840,0.701841920966968,0.6766809974018788,0.7246920945352995,0.15493437690482056,6.635029893524583
periphery,43,9135952,0.7133023465972675,0.6602872913517934,0.7219325364231336,0.12159400574784106,6.7007963702086
periphery,44,9098682,0.724531970674434,0.6462074397148949,0.7190631566198269,0.09790912573931038,6.759902148465019
periphery,45,9365143,0.7280259361763083,0.6097669838036643,0.701927349107216,0.07363987928427788,6.728175960580634
periphery,46,9084229,0.7385709893486833,0.5955107472521883,0.7024658889598666,0.056751541600283305,6.797383905667724
periphery,47,9097859,0.7479316837071227,0.5597677431580331,0.6871857433710503,0.04473041404576615,6.833202185261389
periphery,48,9258264,0.752510081803673,0.5158103074183238,0.6702435791418347,0.03517603300143526,6.817311431171114
periphery,49,9261822,0.7630264325960918,0.47157762263191844,0.6496545712063998,0.02650525998016373,6.8379048960344955
periphery,50,9895262,0.7620842176791276,0.4062451302451618,0.6085319418525755,0.019478008768236757,6.782177470389364
periphery,51,9326845,0.7749286066188513,0.3652794701745338,0.5929634297557212,0.015128802933896726,6.86016750573211
periphery,52,9391743,0.7794131504663192,0.3144828388085151,0.5666506206568898,0.012132678673170678,6.826981849907946
periphery,53,9379625,0.7831393046097259,0.26570156056345534,0.538774844410091,0.00963215480363021,6.814567533350214
periphery,54,9295396,0.7901724681767189,0.22028389107898147,0.5056424707457327,0.00797513091427197,6.83138512872394
periphery,55,9296091,0.7906847082284371,0.17453863134515357,0.47046839365062154,0.005934537430840554,6.790389960683474
periphery,56,8995730,0.7983133108708242,0.1412099962982437,0.44441940787462497,0.004851524000831505,6.776046635459268
periphery,57,8939220,0.8042771069511657,0.10983508628269581,0.4138931584634901,0.0034951595329346407,6.775338452348191
periphery,58,9030602,0.8051146534860024,0.08627353968207213,0.38986592477445026,0.0032526070797937946,6.747087292740838
periphery,59,8768574,0.812352612864988,0.06753013659917793,0.3641321838647881,0.0027162911552095015,6.767500051889852
periphery,60,9010473,0.8130953835608852,0.053523827217505676,0.33966918273879737,0.002363028000860776,6.711323811746619
periphery,61,8410868,0.8237840612883236,0.04016172884891309,0.3188785033839551,0.0020404552776241407,6.724303841173111
periphery,62,8298255,0.8252907388360565,0.03214133573865831,0.29734154951854336,0.0014647657850957823,6.712158399567138
periphery,63,8095563,0.826621323310065,0.023923845691769675,0.2773020233429102,0.0013697626712311423,6.6826378844806715
periphery,64,7843034,0.8308393154995886,0.020279651981618338,0.26077956566298194,0.0011945632264248759,6.674381368230713
periphery,65,7594101,0.8292985568667048,0.01664028434702146,0.24650040867246828,9.112336009226108e-4,6.651601815672454
periphery,66,7027623,0.8381533841527925,0.012348129659203403,0.2355224519015889,7.341031242000318e-4,6.630462106461886
periphery,67,6810867,0.8372734337640128,0.009806680999643658,0.22583233529593222,6.797959789847606e-4,6.610066824091558
periphery,68,6444520,0.8401828219945008,0.008213800251997045,0.2171778503286513,4.825805490556318e-4,6.602928534630974
periphery,69,6180999,0.8453769366408246,0.006722376107810404,0.20729464605964182,3.3505910614125645e-4,6.60825313189664
periphery,70,6125307,0.8437253838868811,0.006378782320624909,0.20816132154682207,5.02178911195798e-4,6.561248277025135
periphery,71,5566255,0.8477135884001002,0.005133253866378741,0.19996083542705104,2.3319089765021545e-4,6.555845177772128
periphery,72,5288840,0.8446744465705145,0.004564138828174042,0.20095313906263,2.8739761459979882e-5,6.515929580021328
periphery,73,4953890,0.8517326787635575,0.00326773505265559,0.20069601868430667,8.437813516246828e-5,6.525697583111453
periphery,74,4698328,0.8481512997815394,0.0035834024359303993,0.19830629108908532,0,6.496659237073274
periphery,75,4482322,0.8469362531295164,0.0023324964159201415,0.19845026751759468,1.151189048890285e-4,6.417221698931938
periphery,76,3997073,0.845510952639594,0.0020357396524907103,0.19910269339589245,1.7012448859452905e-5,6.39374162043075
periphery,77,3575515,0.8410307326357183,0.0018881196135381896,0.2053072074931863,7.159807747974768e-5,6.354484878402133
periphery,78,3399164,0.8379728074314743,0.0011455757945188876,0.20822413981790816,8.796280497204607e-5,6.295176402197717
periphery,79,3107678,0.8333170296279087,9.688905993478088e-4,0.21332872968177527,0,6.259657853870317
periphery,80,2958088,0.8257803689410187,0.0012808949564718831,0.21997181963484522,6.22023415124905e-5,6.2059472199610015
periphery,81,2570608,0.8183239140312331,8.087580836907066e-4,0.2220252951830851,5.523984987209252e-5,6.174273168059852
periphery,82,2370024,0.8226524288361636,6.379682231066015e-4,0.22484498047277157,9.577962079708898e-5,6.1577262508734085
periphery,83,2197258,0.8151933000130163,6.0438965292196e-4,0.24167166532105014,9.784922844745588e-5,6.107143539811893
periphery,84,1995328,0.79779514946916,8.344492735029027e-4,0.2429395066876223,7.266975655130384e-5,6.041686880552971
periphery,85,1811419,0.7952273880311512,1.9653100690673997e-4,0.2530513371009137,0,6.033405854747024
periphery,86,1587152,0.7884468532314486,0,0.25808240168553487,0,5.9935967065536255
periphery,87,1429731,0.7706407708862716,2.0213592626864774e-4,0.25936697182896645,0,5.923454132280828
periphery,88,1251649,0.7577675530440243,1.198419045595051e-4,0.26837316212452533,0,5.8566323306294334
periphery,89,942950,0.7650045071318734,1.6968025876239462e-5,0.28127260194071796,0,5.786895381515457
periphery,90,719488,0.7441833637253158,0,0.28087751289806084,0,5.748009695783669
periphery,91,315817,0.7597089453702619,0,0.2958168812951804,0,5.712539223664337
periphery,92,715866,0.6989157188635862,7.18011471420629e-4,0.35331891722752584,0,5.932603308440407
periphery,93,431954,0.7406552549577038,0,0.30110613630155064,0,5.6861239854243735
periphery,94,1440536,0.7031820100296001,2.179744206323202e-4,0.3156769424714134,0,5.704902203068857
periphery,95,700771,0.7151936938029685,5.807888739688144e-4,0.3060272185920936,0,5.591885223560906
periphery,96,2338,0.6479897348160821,0,0.25919589392643283,0,5.583404619332763
