stage,case_id,parameter,value,lower_bound,upper_bound,transform,is_free_parameter,status,near_bound
initial_population,5,housing_supply_elasticity,0.63,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
initial_population,9,beta_annual,0.9957710827968641,0.94,0.9995,discount,True,estimated_free_transition_parameter,False
initial_population,9,kappa_fert,2.412541094881691,0.02,50.0,log,True,estimated_free_transition_parameter,False
initial_population,9,kappa_fert_continuation,1.8281431465697677,0.02,50.0,log,True,estimated_free_transition_parameter,False
initial_population,9,chi,1.0368663482189153,0.1,5.0,log,True,estimated_free_transition_parameter,False
initial_population,9,H0,15.446950979508253,0.2,80.0,log,True,estimated_free_transition_parameter,False
initial_population,9,theta0,0.5814804795083849,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
initial_population,9,theta1,0.10754992307399242,0.02,16.0,log,True,estimated_free_transition_parameter,True
initial_population,9,hbar_child_rooms,0.23275192293133473,0.1,1.8,log,True,estimated_free_transition_parameter,False
initial_population,9,first_birth_fixed_cost,4.646063699708072,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
initial_population,9,hbar_first_child_jump,0.6000000053071327,0.0,2.0,softzero,True,estimated_free_transition_parameter,False
initial_population,9,psi_child_change_2023,-0.3147488347913886,-1.5,0.2,asinh,True,estimated_free_transition_parameter,False
initial_population,9,psi_child_2007,0.30117350588995967,nan,nan,derived,False,externally_normalized_to_old_completed_fertility,False
initial_population,9,psi_child_2023,-0.013575328901428929,nan,nan,derived,False,derived_from_old_intercept_and_transition_coordinate,False
initial_population,9,tenure_choice_kappa,0.005,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
initial_population,9,housing_supply_elasticity,0.63,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
initial_population,2,beta_annual,0.9959759299006435,0.94,0.9995,discount,True,estimated_free_transition_parameter,False
initial_population,2,kappa_fert,2.2782288811350417,0.02,50.0,log,True,estimated_free_transition_parameter,False
initial_population,2,kappa_fert_continuation,1.6098067592327423,0.02,50.0,log,True,estimated_free_transition_parameter,False
initial_population,2,chi,1.0405893793792491,0.1,5.0,log,True,estimated_free_transition_parameter,False
initial_population,2,H0,14.438802471348602,0.2,80.0,log,True,estimated_free_transition_parameter,False
initial_population,2,theta0,0.5225785507738547,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
initial_population,2,theta1,0.10441360755723068,0.02,16.0,log,True,estimated_free_transition_parameter,True
initial_population,2,hbar_child_rooms,0.23693117055535493,0.1,1.8,log,True,estimated_free_transition_parameter,False
initial_population,2,first_birth_fixed_cost,4.523389379554581,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
initial_population,2,hbar_first_child_jump,0.49999999209185636,0.0,2.0,softzero,True,estimated_free_transition_parameter,False
initial_population,2,psi_child_change_2023,-0.3321747148808698,-1.5,0.2,asinh,True,estimated_free_transition_parameter,False
initial_population,2,psi_child_2007,0.31898299174249606,nan,nan,derived,False,externally_normalized_to_old_completed_fertility,False
initial_population,2,psi_child_2023,-0.013191723138373745,nan,nan,derived,False,derived_from_old_intercept_and_transition_coordinate,False
initial_population,2,tenure_choice_kappa,0.005,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
initial_population,2,housing_supply_elasticity,0.63,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
initial_population,11,beta_annual,0.9957875203337171,0.94,0.9995,discount,True,estimated_free_transition_parameter,False
initial_population,11,kappa_fert,2.120734906052344,0.02,50.0,log,True,estimated_free_transition_parameter,False
initial_population,11,kappa_fert_continuation,1.701323607665798,0.02,50.0,log,True,estimated_free_transition_parameter,False
initial_population,11,chi,1.075077299785075,0.1,5.0,log,True,estimated_free_transition_parameter,False
initial_population,11,H0,13.85652627430791,0.2,80.0,log,True,estimated_free_transition_parameter,False
initial_population,11,theta0,0.562269349285583,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
initial_population,11,theta1,0.10868353210152658,0.02,16.0,log,True,estimated_free_transition_parameter,True
initial_population,11,hbar_child_rooms,0.23703971663599474,0.1,1.8,log,True,estimated_free_transition_parameter,False
initial_population,11,first_birth_fixed_cost,4.592728050583835,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
initial_population,11,hbar_first_child_jump,0.9000000072716916,0.0,2.0,softzero,True,estimated_free_transition_parameter,False
initial_population,11,psi_child_change_2023,-0.3317097459068071,-1.5,0.2,asinh,True,estimated_free_transition_parameter,False
initial_population,11,psi_child_2007,0.320082934002818,nan,nan,derived,False,externally_normalized_to_old_completed_fertility,False
initial_population,11,psi_child_2023,-0.011626811903989065,nan,nan,derived,False,derived_from_old_intercept_and_transition_coordinate,False
initial_population,11,tenure_choice_kappa,0.005,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
initial_population,11,housing_supply_elasticity,0.63,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
initial_population,13,beta_annual,0.9958968371103469,0.94,0.9995,discount,True,estimated_free_transition_parameter,False
initial_population,13,kappa_fert,2.1645642441019564,0.02,50.0,log,True,estimated_free_transition_parameter,False
initial_population,13,kappa_fert_continuation,1.8406002338301701,0.02,50.0,log,True,estimated_free_transition_parameter,False
initial_population,13,chi,1.0690401743801423,0.1,5.0,log,True,estimated_free_transition_parameter,False
initial_population,13,H0,14.904735930517726,0.2,80.0,log,True,estimated_free_transition_parameter,False
initial_population,13,theta0,0.5760134274123312,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
initial_population,13,theta1,0.10748140449105602,0.02,16.0,log,True,estimated_free_transition_parameter,True
initial_population,13,hbar_child_rooms,0.23483832724682008,0.1,1.8,log,True,estimated_free_transition_parameter,False
initial_population,13,first_birth_fixed_cost,4.444586158477572,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
initial_population,13,hbar_first_child_jump,1.2000000001068953,0.0,2.0,softzero,True,estimated_free_transition_parameter,False
initial_population,13,psi_child_change_2023,-0.3207990934915691,-1.5,0.2,asinh,True,estimated_free_transition_parameter,False
initial_population,13,psi_child_2007,0.3032165496893674,nan,nan,derived,False,externally_normalized_to_old_completed_fertility,False
initial_population,13,psi_child_2023,-0.0175825438022017,nan,nan,derived,False,derived_from_old_intercept_and_transition_coordinate,False
initial_population,13,tenure_choice_kappa,0.005,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
initial_population,13,housing_supply_elasticity,0.63,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
initial_population,14,beta_annual,0.9956218825547453,0.94,0.9995,discount,True,estimated_free_transition_parameter,False
initial_population,14,kappa_fert,2.3782034402597465,0.02,50.0,log,True,estimated_free_transition_parameter,False
initial_population,14,kappa_fert_continuation,1.7116588682911598,0.02,50.0,log,True,estimated_free_transition_parameter,False
initial_population,14,chi,1.0264794804446227,0.1,5.0,log,True,estimated_free_transition_parameter,False
initial_population,14,H0,14.279645135807773,0.2,80.0,log,True,estimated_free_transition_parameter,False
initial_population,14,theta0,0.5924741613579441,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
initial_population,14,theta1,0.11234247460875336,0.02,16.0,log,True,estimated_free_transition_parameter,True
initial_population,14,hbar_child_rooms,0.23322629238329326,0.1,1.8,log,True,estimated_free_transition_parameter,False
initial_population,14,first_birth_fixed_cost,4.4426641575579024,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
initial_population,14,hbar_first_child_jump,0.49999999364095793,0.0,2.0,softzero,True,estimated_free_transition_parameter,False
initial_population,14,psi_child_change_2023,-0.3140031114934416,-1.5,0.2,asinh,True,estimated_free_transition_parameter,False
initial_population,14,psi_child_2007,0.3050699596925782,nan,nan,derived,False,externally_normalized_to_old_completed_fertility,False
initial_population,14,psi_child_2023,-0.008933151800863404,nan,nan,derived,False,derived_from_old_intercept_and_transition_coordinate,False
initial_population,14,tenure_choice_kappa,0.005,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
initial_population,14,housing_supply_elasticity,0.63,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
